lambda	F11	F12	F13	F21	F22	F23	F31	F32	F33	J	P11	P12	P13	P21	P22	P23	P31	P32	P33	p	StrEn	t(1)	t(2)	d
0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-0	0	inf	inf	inf
-0.002	0.998	0	0	0	0.99934	0	0	0	1.0023387	0.99967378	-2.2910082e-06	-1.2816967e-07	5.9170137e-08	-1.2762846e-07	-1.6526345e-06	5.3768535e-08	5.7556333e-08	5.067148e-08	-3.1836951e-09	1.3156088e-06	2.8451306e-09	-2.8327053e-06	-2.8089427e-06	-0.0084596317
-0.004	0.996	0	0	0	0.99868	0	0	0	1.0046138	0.99927452	-4.3957803e-06	-2.5648049e-07	1.1642978e-07	-2.5520647e-07	-3.4854011e-06	1.1021036e-07	1.1469041e-07	1.0497916e-07	-5.8999346e-09	2.6290271e-06	1.1235771e-08	-5.5392964e-06	-5.5262563e-06	-0.002359667
-0.006	0.994	0	0	0	0.99802	0	0	0	1.0068582	0.99883547	-6.4146032e-06	-3.8445065e-07	1.7301222e-07	-3.827767e-07	-5.3580585e-06	1.7104178e-07	1.7239875e-07	1.6487478e-07	-7.864912e-09	3.9268422e-06	2.4950156e-08	-8.1739738e-06	-8.1645482e-06	-0.0011544582
-0.008	0.992	0	0	0	0.99736	0	0	0	1.0090836	0.99836822	-8.4028029e-06	-5.1196534e-07	2.2950556e-07	-5.1031101e-07	-7.224715e-06	2.3619955e-07	2.3093583e-07	2.30065e-07	-9.2861342e-09	5.212268e-06	4.3893964e-08	-1.0776661e-05	-1.0765863e-05	-0.0010029806
-0.01	0.99	0	0	0	0.9967	0	0	0	1.0112942	0.99787736	-1.0372641e-05	-6.3902677e-07	2.8616347e-07	-6.3775799e-07	-9.0722089e-06	3.0457384e-07	2.904002e-07	2.9923978e-07	-1.0330987e-08	6.4850602e-06	6.8013606e-08	-1.3355083e-05	-1.334212e-05	-0.00097160273
-0.012	0.988	0	0	0	0.99604	0	0	0	1.0134924	0.99736522	-1.2326343e-05	-7.6564791e-07	3.4311788e-07	-7.6509497e-07	-1.0897444e-05	3.7454885e-07	3.50836e-07	3.7064368e-07	-1.1116415e-08	7.7449679e-06	9.7262442e-08	-1.5910312e-05	-1.589517e-05	-0.00095264823
-0.014	0.986	0	0	0	0.99538	0	0	0	1.0156794	0.99683316	-1.4263823e-05	-8.9183474e-07	4.0044393e-07	-8.9232304e-07	-1.2700417e-05	4.4464008e-07	4.1226255e-07	4.4269485e-07	-1.1725583e-08	8.9919888e-06	1.3159429e-07	-1.8442169e-05	-1.842496e-05	-0.00093404954
-0.016	0.984	0	0	0	0.99472	0	0	0	1.0178561	0.99628208	-1.6184503e-05	-1.0175847e-06	4.5818563e-07	-1.0194491e-06	-1.4481955e-05	5.1383832e-07	4.7469181e-07	5.1431652e-07	-1.2213993e-08	1.0226224e-05	1.7096228e-07	-2.0950285e-05	-2.093112e-05	-0.00091562314
-0.018	0.982	0	0	0	0.99406	0	0	0	1.0200229	0.99571261	-1.8087721e-05	-1.142888e-06	5.1636825e-07	-1.1464743e-06	-1.6243008e-05	5.8165289e-07	5.3813376e-07	5.8497186e-07	-1.2616998e-08	1.1447782e-05	2.1531877e-07	-2.3434274e-05	-2.3413252e-05	-0.0008978611
