lambda	F11	F12	F13	F21	F22	F23	F31	F32	F33	J	P11	P12	P13	P21	P22	P23	P31	P32	P33	p	StrEn	t(1)	t(2)	d
0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-0	0	inf	inf	inf
0.002	1.002	0	0	0	1.002	0	0	0	1.002	1.006012	3.6375807e-05	5.933186e-08	-4.4802889e-08	7.1449619e-08	3.6243857e-05	-1.1333416e-07	-5.4210326e-08	-1.350982e-07	3.5707576e-05	-3.610908e-05	1.0782237e-07	0.00010832724	0.00010864684	0.0029416077
0.004	1.004	0	0	0	1.004	0	0	0	1.004	1.0120481	7.3411322e-05	9.8900174e-08	-1.102425e-07	1.2216668e-07	7.3273068e-05	-2.3644277e-07	-1.290217e-07	-2.7840108e-07	7.2173974e-05	-7.2952788e-05	4.3458735e-07	0.00021885836	0.00021900003	0.00064685645
0.006	1.006	0	0	0	1.006	0	0	0	1.006	1.0181082	0.00011086168	1.2197438e-07	-1.8635975e-07	1.558794e-07	0.00011079767	-3.6757391e-07	-2.141278e-07	-4.284021e-07	0.00010913625	-0.0001102652	9.8382247e-07	0.0003307956	0.00033082213	8.0210218e-05
0.008	1.008	0	0	0	1.008	0	0	0	1.008	1.0241925	0.00014859753	1.3288775e-07	-2.6232499e-07	1.7680394e-07	0.00014866212	-5.0475536e-07	-2.9871435e-07	-5.8309587e-07	0.00014645096	-0.00014790353	1.7578759e-06	0.0004437106	0.00044365495	-0.00012543209
0.01	1.01	0	0	0	1.01	0	0	0	1.01	1.030301	0.00018654578	1.3565043e-07	-3.3405766e-07	1.888945e-07	0.00018677699	-6.4487816e-07	-3.7873545e-07	-7.3940298e-07	0.00018403399	-0.00018578559	2.7584423e-06	0.00055735676	0.00055723662	-0.00021559942
0.012	1.012	0	0	0	1.012	0	0	0	1.012	1.0364337	0.00022466091	1.3320966e-07	-4.005387e-07	1.9511565e-07	0.00022508596	-7.8524942e-07	-4.5318621e-07	-8.9470523e-07	0.00022183109	-0.00022385932	3.9868223e-06	0.00067157795	0.00067140376	-0.0002594435
0.014	1.014	0	0	0	1.014	0	0	0	1.014	1.0425907	0.00026291223	1.2758888e-07	-4.6185055e-07	1.9754227e-07	0.00026355076	-9.2392849e-07	-5.2215476e-07	-1.0471565e-06	0.00025980439	-0.00026208913	5.4440573e-06	0.00078626739	0.00078604593	-0.00028174023
0.016	1.016	0	0	0	1.016	0	0	0	1.016	1.0487721	0.00030127774	1.2015295e-07	-5.1842721e-07	1.9760119e-07	0.00030214392	-1.0596262e-06	-5.8608014e-07	-1.195567e-06	0.00029792598	-0.00030044921	7.131006e-06	0.00090134763	0.00090108368	-0.00029292776
0.018	1.018	0	0	0	1.018	0	0	0	1.018	1.0549778	0.00033974089	1.1181991e-07	-5.7078007e-07	1.962718e-07	0.00034084481	-1.1915348e-06	-6.4548075e-07	-1.3392252e-06	0.00033617444	-0.00033892005	9.0483921e-06	0.0010167601	0.0010164573	-0.00029794852
