lambda	F11	F12	F13	F21	F22	F23	F31	F32	F33	J	P11	P12	P13	P21	P22	P23	P31	P32	P33	p	StrEn	t(1)	t(2)	d
0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-0	0	inf	inf	inf
0.002	1.002	0	0	0	1.002	0	0	0	0.99820195	1.0021987	6.347181e-06	2.6795791e-07	-4.7580766e-08	2.7313274e-07	6.3940176e-06	-4.9258452e-08	-3.6587511e-08	-4.3975984e-08	8.2870604e-09	-4.2498286e-06	1.257741e-08	1.2733385e-05	1.2766762e-05	0.0026143558
0.004	1.004	0	0	0	1.004	0	0	0	0.99622842	1.0042142	1.2873062e-05	4.9590031e-07	-8.1575135e-08	5.0572126e-07	1.2977508e-05	-8.3198349e-08	-6.1090667e-08	-7.4263371e-08	1.4914534e-08	-8.6218281e-06	5.1067047e-08	2.5835425e-05	2.5823452e-05	-0.00046364299
0.006	1.006	0	0	0	1.006	0	0	0	0.9941401	1.0061056	1.9472625e-05	6.8165105e-07	-1.0603608e-07	6.9539879e-07	1.9629343e-05	-1.0579487e-07	-7.8161972e-08	-9.4794674e-08	1.9660857e-08	-1.3040543e-05	1.1587122e-07	3.9081203e-05	3.9062568e-05	-0.00047704663
0.008	1.008	0	0	0	1.008	0	0	0	0.99200371	1.0079393	2.6161216e-05	8.3320912e-07	-1.2339006e-07	8.5024451e-07	2.636294e-05	-1.210796e-07	-8.9608741e-08	-1.0890435e-07	2.3228543e-08	-1.7515795e-05	2.0731732e-07	5.2499183e-05	5.2464667e-05	-0.00065788694
0.01	1.01	0	0	0	1.01	0	0	0	0.9898396	1.0097354	3.29268e-05	9.5761066e-07	-1.3604888e-07	9.7739832e-07	3.3167411e-05	-1.3102581e-07	-9.7409006e-08	-1.1816094e-07	2.6032688e-08	-2.2040081e-05	3.2572989e-07	6.6065909e-05	6.6015214e-05	-0.00076791916
0.012	1.012	0	0	0	1.012	0	0	0	0.98765486	1.0115008	3.9754509e-05	1.060508e-06	-1.4578687e-07	1.0826029e-06	4.0029206e-05	-1.3683048e-07	-1.030763e-07	-1.2357176e-07	2.8289826e-08	-2.6604001e-05	4.7137818e-07	7.9752689e-05	7.9687446e-05	-0.00081873233
0.014	1.014	0	0	0	1.014	0	0	0	0.98545274	1.0132386	4.663234e-05	1.1463244e-06	-1.5375263e-07	1.1703559e-06	4.6937342e-05	-1.3932874e-07	-1.0758188e-07	-1.2587644e-07	3.0133308e-08	-3.1199938e-05	6.4447967e-07	9.3536385e-05	9.3458265e-05	-0.00083588156
0.016	1.016	0	0	0	1.016	0	0	0	0.98323497	1.0149502	5.3551111e-05	1.2184975e-06	-1.6065888e-07	1.2441555e-06	5.3883387e-05	-1.3913493e-07	-1.1150862e-07	-1.2563829e-07	3.1655702e-08	-3.5822051e-05	8.4521124e-07	0.00010739928	0.00010730973	-0.00083454499
0.018	1.018	0	0	0	1.018	0	0	0	0.98100257	1.0166365	6.0503785e-05	1.2797024e-06	-1.6694037e-07	1.3067265e-06	6.0860865e-05	-1.3671431e-07	-1.1519244e-07	-1.232947e-07	3.2925711e-08	-4.0465858e-05	1.0737186e-06	0.00012132778	0.00012122801	-0.00082304296
0.02	1.02	0	0	0	1.02	0	0	0	0.97875619	1.0182979	6.7484899e-05	1.3320309e-06	-1.7285891e-07	1.3602011e-06	6.786474e-05	-1.3242719e-07	-1.1881836e-07	-1.1919086e-07	3.3996158e-08	-4.5127878e-05	1.3301233e-06	0.00013531134	0.00013520237	-0.00080600194
0.022	1.022	0	0	0	1.022	0	0	0	0.97649623	1.0199347	7.4490147e-05	1.3771284e-06	-1.7856903e-07	1.4062583e-06	7.4891049e-05	-1.2655796e-07	-1.224805e-07	-1.1360347e-07	3.4908428e-08	-4.9805368e-05	1.614528e-06	0.00014934163	0.00014922433	-0.00078606497
0.024	1.024	0	0	0	1.024	0	0	0	0.97422291	1.0215468	8.1516082e-05	1.4162975e-06	-1.8415839e-07	1.4462284e-06	8.193663e-05	-1.1933492e-07	-1.2621864e-07	-1.0675752e-07	3.5695293e-08	-5.4496136e-05	1.9270206e-06	0.00016341202	0.00016328714	-0.00076477805
0.026	1.026	0	0	0	1.026	0	0	0	0.97193639	1.0231341	8.8559907e-05	1.4505764e-06	-1.8967261e-07	1.4811726e-06	8.8998929e-05	-1.109442e-07	-1.3004029e-07	-9.883847e-08	3.6382867e-08	-5.9198407e-05	2.2676766e-06	0.00017751712	0.00017738531	-0.00074305993
0.028	1.028	0	0	0	1.028	0	0	0	0.96963673	1.0246966	9.5619325e-05	1.4807978e-06	-1.9513071e-07	1.5119431e-06	9.6075867e-05	-1.0153983e-07	-1.3393406e-07	-9.0001227e-08	3.699205e-08	-6.3910728e-05	2.6365619e-06	0.00019165254	0.00019151437	-0.00072145973
0.03	1.03	0	0	0	1.03	0	0	0	0.96732392	1.026234	0.00010269242	1.5076343e-06	-2.0053467e-07	1.5392285e-06	0.00010316573	-9.1251181e-08	-1.3787772e-07	-8.0376872e-08	3.7539613e-08	-6.8631898e-05	3.0337341e-06	0.00020581462	0.00020567059	-0.00070030325
0.032	1.032	0	0	0	1.032	0	0	0	0.96499793	1.027746	0.00010977758	1.5316318e-06	-2.0587557e-07	1.5635887e-06	0.00011026711	-8.0188493e-08	-1.418431e-07	-7.0077799e-08	3.8039052e-08	-7.336091e-05	3.4592442e-06	0.00022000033	0.00021985088	-0.00067977875
0.034	1.034	0	0	0	1.034	0	0	0	0.96265867	1.0292323	0.00011687344	1.5532367e-06	-2.1113739e-07	1.5854817e-06	0.00011737882	-6.8447224e-08	-1.4579906e-07	-5.9201706e-08	3.8501242e-08	-7.8096918e-05	3.9131376e-06	0.00023420709	0.00023405262	-0.00065998844
0.036	1.036	0	0	0	1.036	0	0	0	0.96030602	1.0306926	0.0001239788	1.5728159e-06	-2.1629953e-07	1.6052844e-06	0.00012449986	-5.6111383e-08	-1.4971324e-07	-4.7834733e-08	3.8934963e-08	-8.28392e-05	4.3954547e-06	0.00024843273	0.00024827359	-0.00064098036
0.038	1.038	0	0	0	1.038	0	0	0	0.95793984	1.0321265	0.00013109264	1.5906725e-06	-2.2133839e-07	1.6233086e-06	0.00013162943	-4.3256212e-08	-1.535531e-07	-3.6053965e-08	3.9347319e-08	-8.7587138e-05	4.906232e-06	0.00026267538	0.0002625119	-0.00062276828
0.04	1.04	0	0	0	1.04	0	0	0	0.95555995	1.0335336	0.00013821405	1.6070583e-06	-2.2622839e-07	1.6398137e-06	0.00013876681	-2.9950344e-08	-1.5728649e-07	-2.3929462e-08	3.9744065e-08	-9.2340199e-05	5.4455023e-06	0.00027693342	0.00027676588	-0.00060534442
0.042	1.042	0	0	0	1.042	0	0	0	0.95316616	1.0349135	0.00014534221	1.6221836e-06	-2.3094263e-07	1.6550164e-06	0.00014591142	-1.6257582e-08	-1.60882e-07	-1.1525925e-08	4.0129878e-08	-9.7097919e-05	6.0132955e-06	0.00029120546	0.00029103413	-0.00058868767
0.044	1.044	0	0	0	1.044	0	0	0	0.95075822	1.0362656	0.00015247639	1.636225e-06	-2.354533e-07	1.6690991e-06	0.00015306278	-2.2383892e-09	-1.6430904e-07	1.0959223e-09	4.0508574e-08	-0.00010185989	6.6096388e-06	0.00030549025	0.00030531538	-0.00057276892
0.046	1.046	0	0	0	1.046	0	0	0	0.94833588	1.0375895	0.00015961591	1.6493313e-06	-2.3973196e-07	1.6822155e-06	0.0001602205	1.2048847e-08	-1.6753794e-07	1.3878175e-08	4.0883287e-08	-0.00010662576	7.234557e-06	0.00031978674	0.00031960854	-0.00055755449
0.048	1.048	0	0	0	1.048	0	0	0	0.94589884	1.0388845	0.00016676014	1.6616286e-06	-2.4374969e-07	1.6944961e-06	0.00016738423	2.6546731e-08	-1.7053987e-07	2.6764762e-08	4.1256617e-08	-0.00011139521	7.8880729e-06	0.00033409395	0.00033391263	-0.00054300845
0.05	1.05	0	0	0	1.05	0	0	0	0.94344677	1.0401501	0.0001739085	1.6732241e-06	-2.4747723e-07	1.7060522e-06	0.00017455373	4.1197928e-08	-1.7328686e-07	3.9700616e-08	4.1630747e-08	-0.00011616795	8.5702075e-06	0.00034841103	0.00034822678	-0.000529094
0.052	1.052	0	0	0	1.052	0	0	0	0.9409793	1.0413856	0.00018106041	1.6842097e-06	-2.50885e-07	1.716979e-06	0.00018172879	5.5944356e-08	-1.757517e-07	5.2630982e-08	4.2007553e-08	-0.00012094374	9.2809801e-06	0.00036273721	0.00036255022	-0.00051577443
0.054	1.054	0	0	0	1.054	0	0	0	0.93849601	1.0425902	0.00018821533	1.6946642e-06	-2.5394325e-07	1.7273585e-06	0.00018890928	7.0726521e-08	-1.7790797e-07	6.550085e-08	4.2388688e-08	-0.00012572233	1.0020408e-05	0.0003770718	0.00037688222	-0.00050301363
0.056	1.056	0	0	0	1.056	0	0	0	0.93599643	1.0437633	0.00019537271	1.7046558e-06	-2.5662216e-07	1.7372614e-06	0.00019609509	8.548299e-08	-1.7973002e-07	7.8254533e-08	4.2775658e-08	-0.00013050352	1.0788509e-05	0.00039141416	0.00039122216	-0.0004907764
0.058	1.058	0	0	0	1.058	0	0	0	0.93348004	1.044904	0.00020253201	1.7142434e-06	-2.5889205e-07	1.7467492e-06	0.00020328619	1.0015002e-07	-1.8119314e-07	9.0835385e-08	4.3169883e-08	-0.00013528712	1.1585297e-05	0.0004057637	0.00040556942	-0.0004790286
0.06	1.06	0	0	0	1.06	0	0	0	0.93094624	1.0460112	0.0002096927	1.7234787e-06	-2.6072375e-07	1.7558754e-06	0.00021048258	1.1466139e-07	-1.8227378e-07	1.031857e-07	4.357275e-08	-0.00014007295	1.2410787e-05	0.00042011987	0.00041992346	-0.00046773711
0.062	1.062	0	0	0	1.062	0	0	0	0.92839435	1.047084	0.00021685423	1.7324068e-06	-2.6208925e-07	1.7646869e-06	0.00021768427	1.2894845e-07	-1.8295007e-07	1.152468e-07	4.3985646e-08	-0.00014486083	1.3264991e-05	0.00043448217	0.00043428376	-0.00045686984
0.064	1.064	0	0	0	1.064	0	0	0	0.9258236	1.0481212	0.00022401608	1.7410677e-06	-2.6296266e-07	1.7732248e-06	0.00022489132	1.4294042e-07	-1.8320265e-07	1.2695932e-07	4.4409976e-08	-0.00014965061	1.4147922e-05	0.00044885011	0.00044864983	-0.00044639555
0.066	1.066	0	0	0	1.066	0	0	0	0.92323312	1.0491215	0.00023117772	1.7494967e-06	-2.6332183e-07	1.7815253e-06	0.00023210381	1.5656495e-07	-1.8301601e-07	1.3826364e-07	4.4847153e-08	-0.00015444212	1.505959e-05	0.0004632232	0.00046302119	-0.00043628371
0.068	1.068	0	0	0	1.068	0	0	0	0.92062189	1.0500834	0.00023833862	1.7577253e-06	-2.6315085e-07	1.7896203e-06	0.00023932177	1.6974886e-07	-1.823806e-07	1.4910057e-07	4.5298556e-08	-0.00015923523	1.6000006e-05	0.000477601	0.00047739739	-0.00042650427
0.07	1.07	0	0	0	1.07	0	0	0	0.91798873	1.0510053	0.00024549833	1.765782e-06	-2.6244382e-07	1.7975379e-06	0.00024654524	1.8241902e-07	-1.8129602e-07	1.5941183e-07	4.5765433e-08	-0.00016402978	1.696918e-05	0.00049198305	0.00049177796	-0.0004170273
0.072	1.072	0	0	0	1.072	0	0	0	0.91533225	1.0518852	0.00025265642	1.7736923e-06	-2.6121044e-07	1.8053028e-06	0.00025377416	1.9450292e-07	-1.7977577e-07	1.6914044e-07	4.6248733e-08	-0.00016882561	1.7967118e-05	0.00050636886	0.00050616244	-0.00040782244
0.074	1.074	0	0	0	1.074	0	0	0	0.91265077	1.0527208	0.00025981258	1.7814798e-06	-2.5948425e-07	1.8129368e-06	0.00026100837	2.0592875e-07	-1.7785411e-07	1.7823036e-07	4.6748855e-08	-0.00017362257	1.8993829e-05	0.00052075796	0.00052055034	-0.000398858
0.076	1.076	0	0	0	1.076	0	0	0	0.90994223	1.0535093	0.00026696662	1.7891659e-06	-2.5733422e-07	1.8204587e-06	0.00026824754	2.1662415e-07	-1.7559574e-07	1.8662496e-07	4.7265263e-08	-0.00017842048	2.004932e-05	0.0005351498	0.00053494112	-0.00039009939
0.078	1.078	0	0	0	1.078	0	0	0	0.90720399	1.0542472	0.00027411854	1.7967708e-06	-2.5488082e-07	1.8278852e-06	0.00027549107	2.2651286e-07	-1.7310895e-07	1.9426352e-07	4.7795953e-08	-0.00018321914	2.1133594e-05	0.00054954378	0.0005493342	-0.00038150659
0.08	1.08	0	0	0	1.08	0	0	0	0.90443259	1.0549302	0.00028126856	1.8043139e-06	-2.52317e-07	1.8352307e-06	0.00028273803	2.3550824e-07	-1.7056279e-07	2.0107492e-07	4.8336728e-08	-0.00018801831	2.2246656e-05	0.00056393916	0.00056372887	-0.00037303003
0.082	1.082	0	0	0	1.082	0	0	0	0.90162337	1.0555521	0.00028841719	1.8118142e-06	-2.4993351e-07	1.8425084e-06	0.00028998702	2.435027e-07	-1.6820726e-07	2.069679e-07	4.8880297e-08	-0.0001928177	2.3388509e-05	0.00057833502	0.00057812423	-0.00036460447
0.084	1.084	0	0	0	1.084	0	0	0	0.89876992	1.056105	0.00029556528	1.819291e-06	-2.4814411e-07	1.8497307e-06	0.00029723605	2.5035291e-07	-1.6639278e-07	2.1181784e-07	4.9415266e-08	-0.00019761691	2.4559153e-05	0.00059273017	0.00059251915	-0.00035614103
0.086	1.086	0	0	0	1.086	0	0	0	0.89586345	1.0565778	0.00030271393	1.8267651e-06	-2.4749878e-07	1.8569108e-06	0.00030448247	2.5586298e-07	-1.6557878e-07	2.1545264e-07	4.9925348e-08	-0.00020241544	2.5758586e-05	0.00060712305	0.00060691213	-0.00034751964
0.088	1.088	0	0	0	1.088	0	0	0	0.89289219	1.0569558	0.00030986448	1.8342584e-06	-2.4866172e-07	1.8640639e-06	0.00031172301	2.5977397e-07	-1.6631188e-07	2.1764531e-07	5.0389504e-08	-0.00020721263	2.6986802e-05	0.00062151163	0.00062130126	-0.0003385898
0.09	1.09	0	0	0	1.09	0	0	0	0.88984137	1.0572205	0.00031701809	1.8417939e-06	-2.5232348e-07	1.8712088e-06	0.00031895407	2.6177635e-07	-1.6914887e-07	2.1812852e-07	5.0784104e-08	-0.00021200765	2.8243791e-05	0.00063589347	0.00063568421	-0.0003291958
0.092	1.092	0	0	0	1.092	0	0	0	0.88669435	1.0573511	0.00032417539	1.8493937e-06	-2.590362e-07	1.8783671e-06	0.00032617236	2.6156731e-07	-1.7451706e-07	2.16649e-07	5.1087889e-08	-0.00021679961	2.9529539e-05	0.00065026593	0.00065005841	-0.00031924288
0.094	1.094	0	0	0	1.094	0	0	0	0.88343524	1.0573271	0.00033133605	1.8570757e-06	-2.6902293e-07	1.8855612e-06	0.00033337579	2.5895679e-07	-1.8255724e-07	2.1306264e-07	5.12886e-08	-0.00022158771	3.0844025e-05	0.00066462667	0.0006644215	-0.00030879035
0.096	1.096	0	0	0	1.096	0	0	0	0.88005231	1.0571329	0.00033849875	1.86485e-06	-2.820725e-07	1.8928088e-06	0.000340564	2.5398147e-07	-1.9304311e-07	2.0743076e-07	5.1387677e-08	-0.00022637138	3.2187225e-05	0.00067897418	0.00067877183	-0.00029810385
0.098	1.098	0	0	0	1.098	0	0	0	0.87654058	1.0567608	0.0003456617	1.8727165e-06	-2.9759752e-07	1.9001185e-06	0.00034773835	2.4695463e-07	-2.0543946e-07	2.000553e-07	5.1399749e-08	-0.00023115048	3.3559112e-05	0.00069330817	0.00069310883	-0.00028759912
0.1	1.1	0	0	0	1.1	0	0	0	0.87290221	1.0562117	0.00035282326	1.8806666e-06	-3.1481436e-07	1.9074883e-06	0.00035490122	2.3841343e-07	-2.1906004e-07	1.9142399e-07	5.1347403e-08	-0.00023592528	3.495966e-05	0.00070762954	0.00070743309	-0.00027770185
