-9.99500000000001e-04	-9.95000000000000e-03	-1.98000000000000e-02	-2.95500000000000e-02	-3.92000000000000e-02	-4.87500000000000e-02	-5.82000000000000e-02	-6.75500000000000e-02	-7.68000000000000e-02	-8.59500000000000e-02	-9.50000000000000e-02	-1.03950000000000e-01	-1.12800000000000e-01	-1.21550000000000e-01	-1.30200000000000e-01	-1.38750000000000e-01	-1.47200000000000e-01	-1.55550000000000e-01	-1.63800000000000e-01	-1.71950000000000e-01	-1.80000000000000e-01	
2.31831759894093e-04	2.32073560682269e-03	4.64684456449374e-03	6.97832687301315e-03	9.31518253238092e-03	1.16574115425970e-02	1.40050139036615e-02	1.63579896155744e-02	1.87163386783356e-02	0.0210800610919451	0.023449156856403	0.0258236259717093	0.0282034684378639	0.0305886842548669	0.0329792734227183	0.035375235941418	0.037776571810966	0.0401832810313624	0.0425953636026072	0.0450128195247004	0.0474356487976418	
1.46956337478765e-03	1.47926739365482e-02	2.98009927368112e-02	4.50249564007890e-02	6.04645649284817e-02	7.61198183198891e-02	9.19907165750115e-02	1.08077259693849e-01	1.24379447676400e-01	1.40897280522667e-01	1.57630758232649e-01	0.174579880806345	0.191744648243756	0.209125060544882	0.226721117709723	0.244532819738279	0.262560166630549	0.280803158386535	0.299261795006235	0.31793607648965	0.336826002836779	
2.38150233906474e-03	2.40696372898015e-02	4.87050832443901e-02	7.39063378637657e-02	9.96734011479283e-02	1.26006273096878e-01	1.52904953710615e-01	1.80369442989139e-01	2.08399740932449e-01	2.36995847540547e-01	2.66157762813432e-01	2.95885486751104e-01	3.26179019353563e-01	3.57038360620809e-01	3.88463510552842e-01	4.20454469149662e-01	4.53011236411269e-01	4.86133812337664e-01	5.19822196928845e-01	5.54076390184813e-01	5.88896392105568e-01	
2.72218023122574e-03	2.75543595803568e-02	5.58477353120458e-02	8.48801271950668e-02	1.14651535229420e-01	1.45161959415105e-01	1.76411399752122e-01	2.08399856240472e-01	2.41127328880153e-01	2.74593817671167e-01	3.08799322613512e-01	3.43743843707190e-01	3.79427380952200e-01	4.15849934348542e-01	4.53011503896216e-01	0.490912089595222	0.52955169144556	0.56893030944723	0.609047943600233	0.649904593904567	0.691500260360234	
2.39974089167064e-03	2.42559329329788e-02	4.90863636798963e-02	7.44912922407525e-02	1.00470718615547e-01	1.27024642804281e-01	1.54153064806953e-01	1.81855984623564e-01	2.10133402254114e-01	2.38985317698602e-01	2.68411730957029e-01	2.98412642029395e-01	3.28988050915699e-01	3.60137957615942e-01	3.91862362130124e-01	4.24161264458244e-01	4.57034664600303e-01	4.90482562556301e-01	5.24504958326237e-01	5.59101851910112e-01	5.94273243307926e-01	
1.50112500000000e-03	1.51125000000000e-02	3.04500000000000e-02	4.60125000000000e-02	6.18000000000000e-02	7.78125000000000e-02	9.40500000000000e-02	1.10512500000000e-01	1.27200000000000e-01	1.44112500000000e-01	1.61250000000000e-01	1.78612500000000e-01	1.96200000000000e-01	2.14012500000000e-01	2.32050000000000e-01	2.50312500000000e-01	2.68800000000000e-01	2.87512500000000e-01	0.30645	0.3256125	0.345
2.68231071167820e-04	2.68554749936867e-03	5.37828786027172e-03	8.07822108270913e-03	1.07853471666809e-02	1.34996661121871e-02	1.62211779192276e-02	1.89498825878025e-02	0.0216857801179118	0.0244288705095555	0.0271791537627335	0.0299366298774459	0.0327012988536927	0.0354731606914738	0.0382522153907893	0.0410384629516392	0.0438319033740235	0.0466325366579421	0.0494403628033951	0.0522553818103825	0.0550775936789043	
-9.68016168725738e-04	-9.63795333035682e-03	-1.91821103120457e-02	-2.86324709450667e-02	-3.79890352294198e-02	-4.72518031651050e-02	-5.64207747521223e-02	-6.54959499904716e-02	-7.44773288801531e-02	-0.0833649114211666	-0.0921586976135122	-0.10085868745719	-0.1094648809522	-0.117977278098542	-0.126395878896216	-0.134720683345222	-0.14295169144556	-0.15108890319723	-0.159132318600232	-0.167081937654567	-0.174937760360233	
-1.87690858906474e-03	-1.86102622898015e-02	-3.68675832443901e-02	-5.47719628637657e-02	-7.23234011479283e-02	-8.95218980968780e-02	-1.06367453710615e-01	-1.22860067989139e-01	-1.38999740932449e-01	-1.54786472540547e-01	-1.70220262813432e-01	-0.185301111751104	-0.200029019353563	-0.214403985620809	-0.228426010552842	-0.242095094149662	-0.255411236411269	-0.268374437337663	-0.280984696928845	-0.293242015184813	-0.305146392105568
-2.21602431228765e-03	-2.19387676865482e-02	-4.33853677368112e-02	-6.43398001507891e-02	-8.48020649284817e-02	-1.04772162069889e-01	-1.24250091575011e-01	-1.43235853443849e-01	-1.61729447676400e-01	-1.79730874272667e-01	-1.97240133232649e-01	-2.14257224556345e-01	-2.30782148243756e-01	-2.46814904294882e-01	-2.62355492709723e-01	-2.77403913488279e-01	-2.91960166630549e-01	-3.06024252136535e-01	-3.19596170006235e-01	-0.33267592023965	-0.34526350283678	
-1.89506934773256e-03	-1.87887785391702e-02	-3.72177461046618e-02	-5.52869026964748e-02	-7.29962483146093e-02	-9.03457829590651e-02	-1.07335506629842e-01	-1.23965419326941e-01	-1.40235521050361e-01	-1.56145811800103e-01	-1.71696291576166e-01	-1.86886960378550e-01	-2.01717818207256e-01	-2.16188865062283e-01	-2.30300100943631e-01	-2.44051525851301e-01	-2.57443139785293e-01	-2.70474942745605e-01	-2.83146934732240e-01	-2.95459115745195e-01	-3.07411485784472e-01	
