0.00000000000000e+00	-6.83718136642802e-04	-1.40704655932637e-03	-2.12088079402936e-03	-2.89681729340156e-03	-3.69023218787578e-03	-4.46818133203587e-03	-4.82371777543933e-03	-3.04056994522614e-03	-2.73158306178211e-03	-2.71935671585290e-03	-2.45188719440997e-03	-2.03327870578272e-03	-1.69330407164287e-03	-1.29963364398119e-03	-9.43108831326671e-04	-6.36591582192180e-04	-3.31490792730514e-04	-5.20722186680867e-05	2.27397259245953e-04	5.43756909951930e-04	
0.00000000000000e+00	-4.08759221308796e-05	5.55540223553184e-05	4.51258172351489e-04	8.60827740734276e-04	1.24289622991053e-03	1.64363433009887e-03	2.00396868648363e-03	
0.00000000000000e+00	4.53969484043791e-04	1.15680576289093e-03	2.00868328390275e-03	2.78219394863226e-03	3.55125119400457e-03	4.18492715887015e-03	4.77389080944883e-03	5.38015017530111e-03	5.94669734746538e-03	
0.00000000000000e+00	8.94653021618691e-04	1.97815982996097e-03	3.15935727977800e-03	4.24493750690878e-03	5.21541615472598e-03	6.07667682248631e-03	6.92442982599592e-03	7.55316087075483e-03	8.15365208766904e-03	8.71559972344082e-03	1.12381383802361e-03	1.49675406784200e-03	1.32830367001226e-03	1.38053569678424e-03	1.23299327967345e-03	1.32585580287909e-03	1.37826507637830e-03	1.51278497961642e-03	1.46289629094354e-03	1.52056413964535e-03	
0.00000000000000e+00	1.22231054856442e-03	2.75011033973651e-03	4.29846009290859e-03	5.76243051475378e-03	7.15428846530219e-03	8.48182622351698e-03	9.71508538611538e-03	1.08578805170569e-02	1.19238812757431e-02	1.29019845339903e-02	1.37787525140282e-02	1.11077376822945e-04	1.16707187286043e-03	5.27465152749916e-04	1.50606907178831e-03	1.44659057731993e-03	1.58481551371909e-03	1.22353075218700e-03	1.18261860634487e-03	1.22247250163092e-03	
0.00000000000000e+00	1.47480333413193e-03	3.69004764569387e-03	6.09745092985336e-03	8.53037120165468e-03	1.09478192834002e-02	1.32580095477376e-02	1.54892567715091e-02	1.73800481334617e-02	-1.25995660124502e-04	-6.12177676562118e-05	7.11922723378341e-04	9.27798286526244e-04	1.44016353891019e-03	1.13705699991508e-03	1.42317919314512e-03	1.59557438885665e-03	1.77053755879242e-03	1.92132649200393e-03	1.75814462239168e-03	2.17086888405136e-03	
0.00000000000000e+00	1.66849895394137e-03	4.39594382742127e-03	7.46694716124739e-03	1.10244787718665e-02	1.43351966284648e-02	1.63056130070895e-02	3.35116137632219e-04	6.70323913929252e-04	9.51251757962979e-04	1.23061358870474e-03	1.52969732157414e-03	2.18239646097929e-03	2.72633937943847e-03	2.64750823299965e-03	-1.18993443138503e-04	-1.20381778440881e-04	-1.20385095153561e-04	-1.20385301995761e-04	-1.20385314724763e-04	-1.20385315646132e-04	
0.00000000000000e+00	1.43855360923402e-03	3.85101225216791e-03	6.70000157245409e-03	9.70544377403023e-03	1.16525050173914e-02	-5.96440065130508e-04	-5.98287233940309e-04	-5.89695255703851e-04	-5.81150215657313e-04	-5.72651785220812e-04	-7.31621256237197e-04	-5.55793609506920e-04	-4.04692280838731e-04	-5.39070525616918e-04	-5.30846172752799e-04	-5.22619517593712e-04	-5.14436770074017e-04	-8.61108920568794e-04	-8.06854940585338e-04	-6.32990024788561e-04	
0.00000000000000e+00	6.78442169673269e-04	1.87713284008944e-03	3.48958788805808e-03	5.02366145250690e-03	6.93294998581293e-03	-2.91339737842793e-03	-2.91405242617357e-03	-2.91406338088882e-03	-2.91406406660856e-03	-2.91406410721745e-03	-2.91406410903515e-03	-2.91406411139075e-03	-2.91406411351857e-03	-2.91406411225360e-03	-2.91406411128596e-03	-2.91406410940920e-03	-2.91406410968687e-03	-2.91406411141852e-03	-2.91406411077969e-03	-2.91406411054746e-03	
0.00000000000000e+00	-4.13091515244229e-04	-1.08480914113358e-03	-1.52430989166874e-03	-1.72178113711704e-03	-1.79113563474803e-03	-1.68050535318892e-03	-1.87640952486104e-03	2.31098835313741e-02	
0.00000000000000e+00	-1.19916457935305e-03	-2.82667285193611e-03	-4.67270520106817e-03	-6.55109707703499e-03	-8.69393651832145e-03	-3.14266826687263e-03	-3.77747552616323e-03	-3.56830957244801e-03	-4.46704868077852e-03	-4.18460502070925e-03	-5.54845708928779e-03	-5.40949224847828e-03	-4.90832484629101e-03	-4.38364831901138e-03	
0.00000000000000e+00	-1.20934247619161e-03	-2.66037014672273e-03	-4.25299461741083e-03	-5.37439048149488e-03	-6.99066074244059e-03	-2.85851283758692e-03	-3.89375924103317e-03	-2.75144735623748e-03	-2.51409408667436e-03	-3.08265995482757e-03	-1.64937571441339e-03	-1.71178521548574e-03	-2.60376629914929e-03	-9.43766437944460e-04	-5.24997491480894e-04	-1.07338389962349e-03	-1.45165703182786e-03	-1.61919689099251e-03	-2.79928645365368e-03	-4.79209866340847e-03	
