E11	E22	P11	P12	P21	P22	S11	S12	S21	S22
-9.99500000000001e-04	-9.99500000000001e-04	-0.00000000000000e+00	-0.00000000000000e+00	-0.00000000000000e+00	-0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00
-9.95000000000000e-03	-9.95000000000000e-03	-2.44250571551656e-02	1.92446265786442e-04	1.43829703695995e-04	-2.66400146451834e-02	-0.00675229618149033	1.94390167461052e-04	1.45282528985853e-04	-0.00503846687799243
-1.98000000000000e-02	-1.98000000000000e-02	-3.92791339211611e-02	1.12807307022547e-03	6.35589481977658e-04	-3.99818502619482e-02	-0.0167892306458652	1.15109496961783e-03	6.48560695895570e-04	-0.00387001543293567
-2.95500000000000e-02	-2.95500000000000e-02	-4.53534721857035e-02	2.28625691533203e-03	1.03383864115479e-03	-4.48818218629986e-02	-0.0263662589188086	2.35696589209488e-03	1.06581303211834e-03	-0.0120703792706208
-3.92000000000000e-02	-3.92000000000000e-02	-5.09756334118386e-02	3.18717568089354e-03	1.48499412542099e-03	-4.90297265511119e-02	-0.0346386708527673	3.31997466759744e-03	1.54686888064686e-03	-0.0182535368495339
-4.87500000000000e-02	-4.87500000000000e-02	-5.76086078053067e-02	4.28342070124971e-03	2.32429062677294e-03	-5.36269058451309e-02	-0.0423169816067046	4.50886389605233e-03	2.44662171239257e-03	-0.0220344640635841
-5.82000000000000e-02	-5.82000000000000e-02	-6.23127326663832e-02	5.58205521039646e-03	3.63095155416813e-03	-5.70578829055640e-02	-0.0499300608545901	5.93835660680475e-03	3.86271441932779e-03	-0.0253186461789138
-6.75500000000000e-02	-6.75500000000000e-02	-6.16966281296738e-02	6.40012022285669e-03	5.40364212969804e-03	-6.10115806648779e-02	-0.0572877490255044	6.88184970199645e-03	5.81036788139574e-03	-0.0279213565311522
-7.68000000000000e-02	-7.68000000000000e-02	-4.04755008787557e-02	1.57468156177407e-03	2.02925973814432e-03	-5.31955177904652e-02	-0.0640083208944486	1.71161039323268e-03	2.20571710667860e-03	-0.0298346172892258
-8.59500000000000e-02	-8.59500000000000e-02	-4.30605268258723e-02	1.21985420703765e-03	2.56349662959538e-03	-5.61230793870878e-02	-0.0702793350165501	1.34049912861280e-03	2.81702926329162e-03	-0.0303429504388956
-9.50000000000000e-02	-9.50000000000000e-02	-4.70669384266035e-02	1.82881118457124e-03	3.67161839994443e-03	-5.80411863961764e-02	-0.0766647969063402	2.03201242730138e-03	4.07957599993825e-03	-0.0309740469751998
-1.03950000000000e-01	-1.03950000000000e-01	-4.66583749003814e-02	1.37516721763748e-03	4.62539589631977e-03	-5.79575239508868e-02	-0.0831890808753198	1.54513170521065e-03	5.19707404080873e-03	-0.0320409333734139
-1.12800000000000e-01	-1.12800000000000e-01	-4.67991929254167e-02	1.51092574223230e-03	6.82861090122378e-03	-5.94362949170598e-02	-0.0897484075934226	1.71696107071853e-03	7.75978511502702e-03	-0.0332888804054577
-1.21550000000000e-01	-1.21550000000000e-01	-4.03092111887076e-02	-2.76714821406316e-04	1.29048614525812e-02	-5.70868171520605e-02	-0.0962218259543688	-3.18063013110708e-04	1.48331740834267e-02	-0.0346159968387723
-1.30200000000000e-01	-1.30200000000000e-01	-4.23163378580940e-02	3.55066273537102e-03	2.02175153555564e-02	-5.10718649973996e-02	-0.102405898046138	4.12867759926862e-03	2.35087387855307e-02	-0.0359204372335392
-1.38750000000000e-01	-1.38750000000000e-01	-3.20142688459497e-02	8.69385802450221e-03	2.71034155707424e-02	-4.30484692041349e-02	-0.108000838303539	1.02280682641202e-02	3.18863712596970e-02	-0.0369810799267554
-1.47200000000000e-01	-1.47200000000000e-01	-2.77590113796933e-02	7.02825694926311e-03	2.94514085965891e-02	-4.29008354020411e-02	-0.112667597543228	8.36697255864656e-03	3.50612007102251e-02	-0.0377622315534615
-1.55550000000000e-01	-1.55550000000000e-01	-2.37820298026202e-02	3.60783973952317e-03	3.06852293270797e-02	-4.37087511963454e-02	-0.116112245483744	4.34679486689539e-03	3.69701558157587e-02	-0.0382080829562688
-1.63800000000000e-01	-1.63800000000000e-01	-2.22142076061011e-02	-1.73914797829849e-03	3.13910355803595e-02	-4.48727477519788e-02	-0.116826148317858	-2.12091216865670e-03	3.82817507077555e-02	-0.0383628957123936
-1.71950000000000e-01	-1.71950000000000e-01	-2.09546256283471e-02	-7.32563734964293e-03	3.19324142693237e-02	-4.75682090014953e-02	-0.115302568357516	-9.04399672795423e-03	3.94227336658318e-02	-0.0380474255317008
-1.80000000000000e-01	-1.80000000000000e-01	-2.04247513598928e-02	-1.20912273804771e-02	3.23316114535097e-02	-5.03867123611430e-02	-0.11154531107329	-1.51140342255964e-02	4.04145143168871e-02	-0.0371842546307361

2.31831759894093e-04	-1.89506934773256e-03	-0.00000000000000e+00	-0.00000000000000e+00	-0.00000000000000e+00	-0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00
2.32073560682269e-03	-1.87887785391702e-02	-1.60440759769572e-02	3.79380484335971e-05	5.92264862121556e-05	-2.76862268939217e-02	-1.60069710348549e-02	3.78503095639592e-05	6.03716570998084e-05	-2.82215526080675e-02
4.64684456449374e-03	-3.72177461046618e-02	-2.41033870865199e-02	1.57289367976094e-04	2.38489865812039e-04	-4.15732931279078e-02	-2.39921570982727e-02	1.56563524156361e-04	2.47894324020408e-04	-4.32126680190565e-02
6.97832687301315e-03	-5.52869026964748e-02	-2.34928969837818e-02	1.90636828806484e-04	3.09160586269415e-04	-4.55932541376780e-02	-2.33306522035539e-02	1.89320267872582e-04	3.27815258438064e-04	-4.83443396473266e-02
9.31518253238092e-03	-7.29962483146092e-02	-2.28997875314722e-02	2.13870930078468e-04	3.42485402207595e-04	-5.04001640609204e-02	-2.26894069097077e-02	2.11906095287515e-04	3.70604955397207e-04	-5.45382385158928e-02
1.16574115425970e-02	-9.03457829590651e-02	-2.17567939062402e-02	2.56996109951060e-04	3.92145751587998e-04	-5.63829081239645e-02	-2.15075165277197e-02	2.54051589868981e-04	4.33235265929724e-04	-6.22907786098900e-02
1.40050139036615e-02	-1.07335506629842e-01	-1.99052612335034e-02	2.67874551571004e-04	4.03617029483607e-04	-5.96821106878836e-02	-1.96322106835278e-02	2.64199980673746e-04	4.55453105799003e-04	-6.73470163243954e-02
1.63579896155744e-02	-1.23965419326941e-01	-1.79549171772990e-02	2.79083265880458e-04	4.12167509049750e-04	-6.20540589678069e-02	-1.76682264826739e-02	2.74627072929890e-04	4.75274882559084e-04	-7.15552170917942e-02
1.87163386783356e-02	-1.40235521050361e-01	-1.56238666847626e-02	3.30586826425444e-04	4.45456123361242e-04	-6.67227811421248e-02	-1.53394067218830e-02	3.24567912012588e-04	5.25146886169121e-04	-7.86592863264235e-02
2.10800610919451e-02	-1.56145811800103e-01	-1.28040028318164e-02	3.08968002404268e-04	4.40272909557438e-04	-7.09193423249763e-02	-1.25423390315132e-02	3.02653903388273e-04	5.30908656528740e-04	-8.55189859251218e-02
2.34491568564030e-02	-1.71696291576165e-01	-1.00171678362669e-02	3.47414767568992e-04	4.44962634769044e-04	-7.31618113901745e-02	-9.79022561599384e-03	3.39543972150920e-04	5.49124285371187e-04	-9.02883169436099e-02
2.58236259717093e-02	-1.86886960378550e-01	-7.08365811110300e-03	3.92146157575034e-04	4.50499058510766e-04	-7.48083512389273e-02	-6.90752628787073e-03	3.82395628028873e-04	5.69283128064245e-04	-9.45332324098686e-02
2.82034684378639e-02	-2.01717818207256e-01	-4.61904619049169e-03	6.59046421809971e-04	7.57416190370899e-04	-8.06041545398697e-02	-4.49403740717917e-03	6.41210143942361e-04	9.80631706122876e-04	-1.04358727199003e-01
3.05886842548669e-02	-2.16188865062283e-01	-1.03386485878147e-03	7.59420281413491e-04	7.10055803105134e-04	-8.45851138259939e-02	-1.00362110207980e-03	7.37204880599452e-04	9.42459655456026e-04	-1.12270129875062e-01
3.29792734227183e-02	-2.30300100943631e-01	2.30043323091599e-03	8.00892903754404e-04	6.58496437054430e-04	-8.74090800446901e-02	2.22812460488473e-03	7.75718747560526e-04	8.96598565465185e-04	-1.19014851663081e-01
3.53752359414180e-02	-2.44051525851301e-01	5.32945670978236e-03	9.32416550781152e-04	6.16007057719780e-04	-9.32103114352866e-02	5.15037441127692e-03	9.01085158451440e-04	8.60982685383292e-04	-1.30278481779137e-01
3.77765718109660e-02	-2.57443139785293e-01	9.61439866178920e-03	1.14205962510807e-03	5.96785324465926e-04	-1.00209640348374e-01	9.27056470023958e-03	1.10121683305833e-03	8.56833338128491e-04	-1.43875791063048e-01
4.01832810313624e-02	-2.70474942745605e-01	1.40425610644476e-02	1.27874385108696e-03	5.64070666971909e-04	-1.04960449308543e-01	1.35101681404893e-02	1.23026308075245e-03	8.32536850859171e-04	-1.54915770396637e-01
4.25953636026072e-02	-2.83146934732240e-01	1.79489871678977e-02	1.34818799992730e-03	5.34062909465046e-04	-1.09433124032841e-01	1.72300647698015e-02	1.29418815353342e-03	8.10951043272082e-04	-1.66169386658677e-01
4.50128195247004e-02	-2.95459115745195e-01	2.12275036782524e-02	1.70279081950052e-03	4.76992612832368e-04	-1.20646457839083e-01	2.03320218685086e-02	1.63095862350737e-03	7.45772887870954e-04	-1.88629456418174e-01
4.74356487976418e-02	-3.07411485784472e-01	2.31741600477981e-02	1.74949324039536e-03	6.00888707785629e-04	-1.27724230494189e-01	2.21473855783355e-02	1.67197867287575e-03	9.68197269315416e-04	-2.05798926802273e-01

1.46956337478765e-03	-2.21602431228765e-03	-0.00000000000000e+00	-0.00000000000000e+00	-0.00000000000000e+00	-0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00
1.47926739365482e-02	-2.19387676865482e-02	-3.20531228515811e-03	4.85332496306440e-06	8.45873233991667e-06	-2.04350698034452e-02	-3.15892395595037e-03	4.78308605461817e-06	8.65064562860701e-06	-2.08987044584974e-02
2.98009927368112e-02	-4.33853677368112e-02	-8.87875970069798e-03	1.65944806066275e-05	2.15710970072063e-06	-3.71559780931842e-02	-8.62543328673922e-03	1.61210112927486e-05	2.25726382630772e-06	-3.88811219256990e-02
4.50249564007890e-02	-6.43398001507891e-02	-5.58190332379354e-03	2.49675271859441e-05	6.17163634662490e-06	-4.55156991595022e-02	-5.34637131714970e-03	2.39140062920990e-05	6.61167331896092e-06	-4.87609633531480e-02
6.04645649284817e-02	-8.48020649284817e-02	-4.36222019594638e-05	3.57158185254228e-05	7.73155677667029e-06	-5.05897854371550e-02	-4.12020197902134e-05	3.37342865698435e-05	8.48446298208906e-06	-5.55162658972574e-02
7.61198183198891e-02	-1.04772162069889e-01	4.67683246791652e-03	5.07042580028694e-05	8.83766567796296e-06	-5.78354489572953e-02	4.35692824634563e-03	4.72359904739357e-05	9.94028433769365e-06	-6.50512056444066e-02
9.19907165750115e-02	-1.24250091575011e-01	9.75677625337694e-03	7.23775270424460e-05	1.23131285357524e-05	-6.20212573643816e-02	8.96672601343380e-03	6.65167917830324e-05	1.42037811955186e-05	-7.15444792537279e-02
1.08077259693849e-01	-1.43235853443849e-01	1.49751844548788e-02	1.03196015437920e-04	1.41690769564503e-05	-6.86069573070062e-02	1.35793130818773e-02	9.35768775774385e-05	1.67739737783669e-05	-8.12199204237762e-02
1.24379447676400e-01	-1.61729447676400e-01	2.07095199682097e-02	1.54346249976470e-04	1.69814725011742e-05	-7.56200989776700e-02	1.85323602963438e-02	1.38120068419952e-04	2.06456353340151e-05	-9.19369617273860e-02
1.40897280522667e-01	-1.79730874272667e-01	2.60800843911031e-02	1.90171623182798e-04	1.16995876317637e-05	-7.96655052387078e-02	2.30356133401296e-02	1.67971848334900e-04	1.46183386893878e-05	-9.95400328708056e-02
1.57630758232649e-01	-1.97240133232649e-01	3.19351619576027e-02	2.97290274165119e-04	2.60712899102573e-05	-8.62175962654910e-02	2.78460158762088e-02	2.59223664036361e-04	3.35041317974596e-05	-1.10797958922726e-01
1.74579880806345e-01	-2.14257224556345e-01	3.75864222710936e-02	4.23797563026457e-04	4.93462128508192e-05	-9.56120345459547e-02	3.23593134329680e-02	3.64860429523986e-04	6.52756493044177e-05	-1.26476527290382e-01
1.91744648243756e-01	-2.30782148243756e-01	4.33181178874987e-02	5.04356708729676e-04	3.87839648613203e-05	-1.00524386425775e-01	3.68283004144267e-02	4.28795185270238e-04	5.28549029366546e-05	-1.36994933506657e-01
2.09125060544882e-01	-2.46814904294882e-01	4.90652404215725e-02	6.87439454351691e-04	8.11917152548124e-05	-1.08466961213900e-01	4.12000285125305e-02	5.77242155069020e-04	1.14097899782565e-04	-1.52427528245493e-01
2.26721117709723e-01	-2.62355492709723e-01	5.54713229936544e-02	8.73909687182069e-04	1.27193654062777e-04	-1.20426627460504e-01	4.60118437024658e-02	7.24882583768410e-04	1.84495830504433e-04	-1.74680182056943e-01
2.44532819738279e-01	-2.77403913488279e-01	5.95173450196386e-02	1.11670375532698e-03	1.84884245681165e-04	-1.30622467345717e-01	4.87738039866876e-02	9.15126339314096e-04	2.77093377009502e-04	-1.95769090312627e-01
2.62560166630549e-01	-2.91960166630549e-01	6.56974805021178e-02	1.38912927420805e-03	2.88620344119884e-04	-1.40602555896354e-01	5.31981658490697e-02	1.12483962779570e-03	4.47444005064042e-04	-2.17974138047503e-01
2.80803158386535e-01	-3.06024252136535e-01	7.10894562262865e-02	1.93986481232269e-03	4.83798518453053e-04	-1.56450842413157e-01	5.68878360135015e-02	1.55233584823750e-03	7.76740264803517e-04	-2.51182391284072e-01
2.99261795006235e-01	-3.19596170006235e-01	7.55812811339551e-02	2.11683134348371e-03	5.70627477330368e-04	-1.62510417257556e-01	5.97798366885315e-02	1.67427476899133e-03	9.49980751680673e-04	-2.70547378938944e-01
3.17936076489650e-01	-3.32675920239650e-01	7.62488055592379e-02	2.46542889301499e-03	6.84421905182597e-04	-1.70913738649333e-01	5.96153866520237e-02	1.92760392300142e-03	1.18312240958394e-03	-2.95449156098897e-01
3.36826002836779e-01	-3.45263502836780e-01	7.48807890400118e-02	1.63567916029292e-03	7.78036912082550e-04	-1.74751547391063e-01	5.78812405827210e-02	1.26434483673067e-03	1.39858486143577e-03	-3.14130171587137e-01

2.38150233906474e-03	-1.87690858906474e-03	-0.00000000000000e+00	-0.00000000000000e+00	-0.00000000000000e+00	-0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00
2.40696372898015e-02	-1.86102622898015e-02	1.40261921385983e-02	-3.88671810862381e-07	-3.57928038830584e-10	-5.92977028249605e-04	1.37003066039750e-02	-3.79641382673153e-07	-3.64781083636782e-10	-6.04330422515440e-04
4.87050832443901e-02	-3.68675832443901e-02	1.75292163836440e-02	2.33814471289599e-05	7.77648787183115e-06	-1.81473242005262e-03	1.67331618774214e-02	2.23196252002637e-05	8.08008465729069e-06	-1.88558020356076e-03
7.39063378637657e-02	-5.47719628637657e-02	2.62163959045182e-02	8.19264129038294e-06	3.84030149513921e-06	-6.11836068364995e-03	2.44701977281918e-02	7.64695318997942e-06	4.06966884032396e-06	-6.48378828058937e-03
9.96734011479283e-02	-7.23234011479283e-02	3.46919586078972e-02	-6.75531194385562e-06	1.34823762747096e-06	-1.01474567314566e-02	3.16779033019234e-02	-6.16840694843541e-06	1.45778575416111e-06	-1.09719663378868e-02
1.26006273096878e-01	-8.95218980968780e-02	4.36223479780149e-02	-1.81711013419729e-05	-1.47587794896719e-06	-1.48001485086016e-02	3.89856426263815e-02	-1.62396591628435e-05	-1.62888509550496e-06	-1.63345087808863e-02
1.52904953710615e-01	-1.06367453710615e-01	5.14069073521296e-02	-2.95989922831444e-06	7.60162568868401e-06	-1.87304095331534e-02	4.49864266478474e-02	-2.59022174991960e-06	8.56733961804141e-06	-2.11099291424471e-02
1.80369442989139e-01	-1.22860067989139e-01	6.07862801460513e-02	2.86733552731910e-05	2.36432289534840e-05	-2.19912828407535e-02	5.21096515796503e-02	2.45805229291132e-05	2.72232850600038e-05	-2.53212013801855e-02
2.08399740932449e-01	-1.38999740932449e-01	6.96735466973738e-02	3.83831709053662e-05	1.87611558288912e-05	-2.29713752046129e-02	5.85347440867919e-02	3.22468023042365e-05	2.20795814299826e-05	-2.70344937174860e-02
2.36995847540547e-01	-1.54786472540547e-01	7.85805743543353e-02	4.06921712165969e-05	1.31537473568971e-05	-2.62617193410123e-02	6.47243474389748e-02	3.35168615082025e-05	1.58303528637529e-05	-3.16056157000067e-02
2.66157762813432e-01	-1.70220262813432e-01	8.59981604711870e-02	5.91039575586570e-05	1.32740393476233e-05	-3.36914347934794e-02	6.94728412460622e-02	4.77466010666856e-05	1.63446685880298e-05	-4.14851366289821e-02
2.95885486751104e-01	-1.85301111751104e-01	9.44164717513894e-02	7.78529083033397e-05	1.68156563194757e-05	-3.66429557419330e-02	7.48354676256852e-02	6.17070166976906e-05	2.11958686939682e-05	-4.61878658619681e-02
3.26179019353563e-01	-2.00029019353563e-01	1.03148690459157e-01	1.31429316395522e-04	2.95087511530171e-05	-4.24504980885358e-02	8.02438282814312e-02	1.02244550551653e-04	3.80974765791374e-05	-5.48060081673554e-02
3.57038360620809e-01	-2.14403985620809e-01	1.11577496056469e-01	1.66176005999569e-04	2.80106013050574e-05	-4.81968830207530e-02	8.52239153486797e-02	1.26926758251696e-04	3.70622143030348e-05	-6.37716837207251e-02
3.88463510552842e-01	-2.28426010552842e-01	1.20128592272742e-01	2.12847486187863e-04	4.14206323057805e-05	-5.13487158057369e-02	9.01180098000171e-02	1.59673825217539e-04	5.62027596146881e-05	-6.96739612676075e-02
4.20454469149662e-01	-2.42095094149662e-01	1.28661251567867e-01	2.29335366925643e-04	3.10631287050566e-05	-5.43468845250055e-02	9.48269142656766e-02	1.69026532172930e-04	4.32514226017678e-05	-7.56710662341572e-02
4.53011236411269e-01	-2.55411236411269e-01	1.37356801480411e-01	2.76701865371625e-04	3.52616446022082e-05	-6.27171789940452e-02	9.94915417270836e-02	2.00423239969729e-04	5.04161078944452e-05	-8.96712589179974e-02
4.86133812337664e-01	-2.68374437337663e-01	1.44787004074082e-01	3.58665004125060e-04	4.55416909275426e-05	-6.86337157296083e-02	1.03097149777015e-01	2.55391289339304e-04	6.69115222241085e-05	-1.00839171796923e-01
5.19822196928845e-01	-2.80984696928845e-01	1.52656575515150e-01	3.82208703513961e-04	4.61157615425087e-05	-7.86401788904856e-02	1.06890297984877e-01	2.67622944332106e-04	6.96782374666157e-05	-1.18820743187717e-01
5.54076390184813e-01	-2.93242015184813e-01	1.60656232496709e-01	3.58361599957640e-04	1.29593881557139e-05	-8.30812388174763e-02	1.10648756473104e-01	2.46814361240776e-04	2.01529373491425e-05	-1.29198306328954e-01
5.88896392105568e-01	-3.05146392105568e-01	-3.48339890695250e-02	-2.53899432231468e-06	-1.23956980331403e-06	-4.09294517164301e-02	0.115	-1.72049514902650e-06	-1.98564572177365e-06	-6.55641904780103e-02

2.72218023122574e-03	-9.68016168725739e-04	-0.00000000000000e+00	-0.00000000000000e+00	-0.00000000000000e+00	-0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00
2.75543595803568e-02	-9.63795333035683e-03	3.34765381031655e-02	-6.11936968177502e-07	-6.37768692500086e-08	2.73561826995063e-02	3.25905683423259e-02	-5.95741815390963e-07	-6.44005792973192e-08	2.76237142702214e-02
5.58477353120458e-02	-1.91821103120458e-02	5.47482645319048e-02	3.43680230809685e-05	1.59116554846702e-05	6.23993549715201e-02	5.19251116336541e-02	3.25957991612195e-05	1.62259472642241e-05	6.36318856994452e-02
8.48801271950668e-02	-2.86324709450668e-02	7.89407394535739e-02	-1.84384652669542e-06	4.34206171176005e-06	8.81709968369238e-02	7.29882178611331e-02	-1.70481139300812e-06	4.47199349041386e-06	9.08094242028161e-02
1.14651535229420e-01	-3.79890352294199e-02	1.05224711319252e-01	-1.09168676295602e-05	8.70050780067788e-06	1.14832816998824e-01	9.49048178030316e-02	-9.84619791656931e-06	9.05114373267205e-06	1.19460651687825e-01
1.45161959415105e-01	-4.72518031651050e-02	1.27245682633488e-01	-6.68282403698590e-06	4.69600370091339e-06	1.39158109690941e-01	1.12019513440895e-01	-5.88315989620278e-06	4.93497626231171e-06	1.46239656476290e-01
1.76411399752122e-01	-5.64207747521223e-02	1.49820973127615e-01	2.05905488514391e-06	5.07651320873187e-06	1.62809529882985e-01	1.28810764153331e-01	1.77030243264485e-06	5.38970411264287e-06	1.72853916991379e-01
2.08399856240472e-01	-6.54959499904717e-02	1.70246192784391e-01	6.56567189734396e-06	7.22980574483021e-06	1.84135951125701e-01	1.43028695792239e-01	5.51600874661654e-06	7.75558775500175e-06	1.97527095223445e-01
2.41127328880153e-01	-7.44773288801531e-02	1.88962785419322e-01	1.21929668503603e-05	1.91635616073418e-06	2.03815543438151e-01	1.55208274305063e-01	1.00149314549094e-05	2.07730314028531e-06	2.20933184080366e-01
2.74593817671167e-01	-8.33649114211667e-02	2.06538871101007e-01	6.92143059519506e-05	6.56852139337341e-05	2.20262878967660e-01	1.65939504101223e-01	5.56088427575463e-05	7.19572735115063e-05	2.41295038519587e-01
3.08799322613512e-01	-9.21586976135123e-02	2.21522413177766e-01	5.58995611267216e-05	2.65857141479301e-05	2.38887508613505e-01	1.74173583219222e-01	4.39514301156061e-05	2.94366056977816e-05	2.64504363435678e-01
3.43743843707190e-01	-1.00858687457190e-01	2.30856004601863e-01	5.87955446077264e-05	8.54928734568115e-06	2.58040523000713e-01	1.77713683532773e-01	4.52609964621651e-05	9.56866997112644e-06	2.88808236749465e-01
3.79427380952200e-01	-1.09464880952200e-01	2.47933266298062e-01	-2.26225186351817e-04	-6.77287944988954e-06	2.64253729974003e-01	1.86947564829440e-01	-1.70579157541188e-04	-7.66352009994354e-06	2.99003368674139e-01
4.15849934348542e-01	-1.17977278098542e-01	2.60152717790170e-01	1.54630957469273e-04	1.05181531062432e-05	2.78194854600591e-01	1.92221167249576e-01	1.14253440787180e-04	1.20331655906404e-05	3.18265451934336e-01
4.53011503896216e-01	-1.26395878896216e-01	-2.78822959563650e-02	-2.25025928511215e-02	-1.36030293195484e-02	-5.31938053441353e-02	0.197084034694172	-1.62992827242410e-02	-1.57367413656674e-02	0.335211658672566
4.90912089595222e-01	-1.34720683345222e-01	-2.09658543490807e-02	-2.26206007686722e-02	-1.37379746845024e-02	-4.98316879630881e-02	0.202352251414338	-1.60683607535403e-02	-1.60729344329134e-02	0.350282137738189
5.29551691445560e-01	-1.42951691445560e-01	-1.93202406468265e-02	-2.59373122515016e-02	-1.49355039663742e-02	-5.56454724640103e-02	0.208264958675541	-1.80753158255947e-02	-1.76742662757314e-02	0.364300951984244
5.68930309447230e-01	-1.51088903197230e-01	-1.90367633732081e-02	-2.85097475278809e-02	-1.64275779820382e-02	-6.15398380539567e-02	0.215381400022332	-1.94986111162503e-02	-1.96653259254940e-02	0.377298078430645
6.09047943600233e-01	-1.59132318600233e-01	-1.66207847686452e-02	-3.12100866480338e-02	-1.74114273325248e-02	-6.25760353675961e-02	0.22432199376068	-2.09558275608438e-02	-2.10875664215004e-02	0.389303152494556
