E11	E22	P11	P12	P21	P22	S11	S12	S21	S22
6.04645649284817e-02	-8.48020649284817e-02	4.44112019090294e-03	7.56146984877591e-05	5.87241794348974e-06	-1.37392848657380e-02	4.19472456173435e-03	7.14195561796432e-05	6.44427947644870e-06	-1.50772292322133e-02
7.61198183198891e-02	-1.04772162069889e-01	6.34333590031700e-03	8.56781350580587e-05	6.84504777875490e-06	-1.53271168542380e-02	5.90943967947212e-03	7.98175879271917e-05	7.69906032942460e-06	-1.72393825654762e-02
9.19907165750115e-02	-1.24250091575011e-01	8.21706090419642e-03	8.79018384095536e-05	8.92599979370667e-07	-1.74626815780649e-02	7.55168837023666e-03	8.07840295428314e-05	1.02965665998634e-06	-2.01440363025245e-02
1.08077259693849e-01	-1.43235853443849e-01	1.01070441644926e-02	1.03520943031429e-04	-2.43611678226891e-06	-1.97875022505245e-02	9.16494334046699e-03	9.38715179229042e-05	-2.88398172671477e-06	-2.34253116776652e-02
1.24379447676400e-01	-1.61729447676400e-01	1.19806325972792e-02	1.47737012382221e-04	1.23894942456739e-05	-2.11408241092760e-02	1.07211272985432e-02	1.32205649709679e-04	1.50628268632992e-05	-2.57024675092510e-02
1.40897280522667e-01	-1.79730874272667e-01	1.34680632062530e-02	1.48353265579426e-04	1.46328879242173e-05	-2.39180726163817e-02	1.18958624445827e-02	1.31035176588578e-04	1.82834231780369e-05	-2.98850264905389e-02
1.57630758232649e-01	-1.97240133232649e-01	1.53704820048859e-02	2.06240939201029e-04	2.80468969888514e-05	-2.52559128517845e-02	1.34023646569026e-02	1.79832764741901e-04	3.60429781747986e-05	-3.24562933312489e-02
1.74579880806345e-01	-2.14257224556345e-01	1.62531296434071e-02	2.51551292103367e-04	6.30617809942864e-05	-2.86892177962662e-02	1.39928219984416e-02	2.16568287530286e-04	8.34187359654025e-05	-3.79503757532235e-02
1.91744648243756e-01	-2.30782148243756e-01	1.80587833506844e-02	3.34100231880091e-04	1.17034894249040e-04	-3.01177009497830e-02	1.53532593471701e-02	2.84046129154668e-04	1.59495502789708e-04	-4.10444926419464e-02
2.09125060544882e-01	-2.46814904294882e-01	1.85160492558696e-02	4.25272522212747e-04	1.44591464531545e-04	-3.20495659578738e-02	1.55479062311053e-02	3.57100869988958e-04	2.03192928955356e-04	-4.50389322760299e-02
2.26721117709723e-01	-2.62355492709723e-01	1.92602893278540e-02	6.10746953564379e-04	2.08319813445683e-04	-3.35889599085388e-02	1.59758479587528e-02	5.06596775641641e-04	3.02170240138086e-04	-4.87211653739219e-02
2.44532819738279e-01	-2.77403913488279e-01	1.93459348630063e-02	6.01300601678779e-04	1.70608626687221e-04	-3.55832294288361e-02	1.58537790057024e-02	4.92759172535014e-04	2.55697938683433e-04	-5.33300020832686e-02
2.62560166630549e-01	-2.91960166630549e-01	1.90155852668213e-02	6.42319038939666e-04	1.55185522101593e-04	-3.48553483972545e-02	1.53977633694625e-02	5.20114234219773e-04	2.40581902668126e-04	-5.40357497401226e-02
2.80803158386535e-01	-3.06024252136535e-01	1.86729539354873e-02	5.84302600234031e-04	8.77100476786927e-05	-3.49785029478573e-02	1.49426370345041e-02	4.67575816005259e-04	1.40818797622027e-04	-5.61581125320989e-02
2.99261795006235e-01	-3.19596170006235e-01	1.74084286004572e-02	5.11418372142890e-04	2.87275546913875e-06	-3.43348832059632e-02	1.37689253625495e-02	4.04498393087992e-04	4.78256394650829e-06	-5.71607212282646e-02
3.17936076489650e-01	-3.32675920239650e-01	1.52166681970114e-02	-3.91740064909964e-04	3.93556114279375e-04	-3.13742713198363e-02	1.18972035229538e-02	-3.06283295396054e-04	6.80318754713850e-04	-5.42349729045592e-02
3.36826002836779e-01	-3.45263502836780e-01	1.07948067006650e-02	1.38947462881540e-03	-1.15246329841235e-04	-3.03852411259309e-02	8.34415357657753e-03	1.07403402535031e-03	-2.07164685568137e-04	-5.46199513028936e-02

2.38150233906474e-03	-1.87690858906474e-03	-0.00000000000000e+00	-0.00000000000000e+00	-0.00000000000000e+00	-0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00
2.40696372898015e-02	-1.86102622898015e-02	2.22092106878209e-03	4.26292081005855e-14	-1.03510964303796e-14	-2.99176981385847e-03	2.16932003247055e-03	4.16387580814246e-14	-1.05492829928585e-14	-3.04905153073985e-03
4.87050832443901e-02	-3.68675832443901e-02	4.72295205578074e-03	4.12763864361068e-05	3.98422690702256e-06	-4.58493554087398e-03	4.50846857948652e-03	3.94019014218361e-05	4.13977250825664e-06	-4.76393301565829e-03
7.39063378637657e-02	-5.47719628637657e-02	7.21677310798296e-03	9.03734938196199e-05	1.16647183241109e-05	-6.85092538800947e-03	6.73608475989659e-03	8.43539772289024e-05	1.23614098410962e-05	-7.26010643025199e-03
9.96734011479283e-02	-7.23234011479283e-02	1.00349421527279e-02	1.29050261393489e-04	1.72498622401184e-05	-8.51463544935114e-03	9.16310118858919e-03	1.17838307940916e-04	1.86514624147204e-05	-9.20647370094755e-03
1.26006273096878e-01	-8.95218980968780e-02	1.29057018388630e-02	1.67067142449017e-04	2.04548807639474e-05	-1.01044203012155e-02	1.15339293516736e-02	1.49309246568084e-04	2.25754781620263e-05	-1.11519652684597e-02
1.52904953710615e-01	-1.06367453710615e-01	1.55815072426602e-02	2.00730390260350e-04	2.18742854652078e-05	-1.10478890005232e-02	1.36354503458726e-02	1.75660109556599e-04	2.46532044798520e-05	-1.24514177632827e-02
1.80369442989139e-01	-1.22860067989139e-01	1.82853623026744e-02	2.45221217348430e-04	2.66335219411756e-05	-1.29815548363446e-02	1.56753112102046e-02	2.10218361203576e-04	3.06663680067967e-05	-1.49472209792988e-02
2.08399740932449e-01	-1.38999740932449e-01	2.09387512194535e-02	2.68014226335168e-04	1.67982641349156e-05	-1.46118712267950e-02	1.75912452031656e-02	2.25166435380272e-04	1.97694984377275e-05	-1.71963819041264e-02
2.36995847540547e-01	-1.54786472540547e-01	2.32365874067773e-02	3.17211534399364e-04	2.45279876645864e-05	-1.50572169438239e-02	1.91392461682788e-02	2.61277163380545e-04	2.95190936265462e-05	-1.81211521629103e-02
2.66157762813432e-01	-1.70220262813432e-01	2.58390217215496e-02	4.17351824605127e-04	4.95810706565829e-05	-1.68640306570127e-02	2.08738215350107e-02	3.37153921615111e-04	6.10504569783903e-05	-2.07651179063741e-02
2.95885486751104e-01	-1.85301111751104e-01	2.74220992029455e-02	4.00368177460559e-04	1.74388247432681e-05	-2.00154721956799e-02	2.17350381672164e-02	3.17335939661009e-04	2.19813626309269e-05	-0.0233801771523581
3.26179019353563e-01	-2.00029019353563e-01	2.96699934052570e-02	3.99324881023948e-04	8.87122771171186e-06	-2.00224154745569e-02	2.30815713250897e-02	3.10652098817256e-04	1.14532596863416e-05	-0.0256612801573233
3.57038360620809e-01	-2.14403985620809e-01	-2.60367875263798e-03	-7.23911135314201e-03	-4.40806330516863e-03	-9.46205326265141e-03	0.0273209849810707	-5.52929967927948e-03	-5.83252694571775e-03	-0.0279849885547469
3.88463510552842e-01	-2.28426010552842e-01	-1.04204655462759e-03	-8.36206598087496e-03	-4.87779477219458e-03	-9.36172128882607e-03	0.0296024508661363	-6.27305065143820e-03	-6.61857416872836e-03	-0.030351302344629
4.20454469149662e-01	-2.42095094149662e-01	-5.31427913170659e-04	-9.26932134146758e-03	-5.25091416087951e-03	-1.04972673515681e-02	0.0319249944602655	-6.83174716114669e-03	-7.31122449300597e-03	-0.0327602215269696
4.53011236411269e-01	-2.55411236411269e-01	-4.50478782347693e-04	-1.07253216347661e-02	-5.68754031487839e-03	-1.02538292781275e-02	0.0342886157634581	-7.76866360792411e-03	-8.13188520852367e-03	-0.0352117461017686
4.86133812337664e-01	-2.68374437337663e-01	-7.26793308385168e-05	-1.19727203690285e-02	-6.07033580641877e-03	-1.09782610336348e-02	0.0366933147757144	-8.52530482979306e-03	-8.91875995261620e-03	-0.0377058760690261
5.19822196928845e-01	-2.80984696928845e-01	4.49121833764739e-04	-1.31479607027399e-02	-6.38681349569078e-03	-1.16476237323958e-02	0.0391390914970341	-9.20621619256646e-03	-9.65010427069528e-03	-0.040242611428742
5.54076390184813e-01	-2.93242015184813e-01	4.41732754244518e-06	-1.57338148382267e-02	-7.16963635435958e-03	-1.24407399037143e-02	0.0416259459274174	-1.08363492618534e-02	-1.11493868791820e-02	-0.0428219521809164
5.88896392105568e-01	-3.05146392105568e-01	-1.63441919824480e-04	-1.76939672006528e-02	-7.71560175476225e-03	-1.29742928622032e-02	0.0441538780668642	-1.19899380901350e-02	-1.23594908284255e-02	-0.0454438983255493

2.72218023122574e-03	-9.68016168725739e-04	-0.00000000000000e+00	-0.00000000000000e+00	-0.00000000000000e+00	-0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00
2.75543595803568e-02	-9.63795333035683e-03	4.87801565027171e-03	9.10515028897094e-14	1.84705660332155e-13	2.20580420521084e-03	4.74891704557954e-03	8.86417890181411e-14	1.86512001369259e-13	2.22737601112369e-03
5.58477353120458e-02	-1.91821103120458e-02	9.47664429968576e-03	3.32894612866560e-05	2.32414762804356e-06	7.03480891645590e-03	8.98797098649319e-03	3.15728545610152e-05	2.37005488732702e-06	7.17376256683532e-03
8.48801271950668e-02	-2.86324709450668e-02	1.42216643213133e-02	1.07626107664409e-05	7.78557446921896e-07	1.08448269758893e-02	1.31492805998148e-02	9.95105676502503e-06	8.01854986334740e-07	1.11693473884743e-02
1.14651535229420e-01	-3.79890352294199e-02	1.90790032417265e-02	1.19145007138699e-05	2.30121789870496e-06	1.43084393276291e-02	1.72078336335451e-02	1.07459883261949e-05	2.39395842616833e-06	1.48850784243304e-02
1.45161959415105e-01	-4.72518031651050e-02	2.36715378969197e-02	1.66108781856461e-05	2.19641038437706e-06	1.68571245551676e-02	2.08390108232467e-02	1.46232269234757e-05	2.30818240349501e-06	1.77149582557618e-02
1.76411399752122e-01	-5.64207747521223e-02	2.85748941588110e-02	2.12053589268880e-05	3.56393878018548e-06	2.06489330491161e-02	2.45676815158702e-02	1.82316162450198e-05	3.78381276891654e-06	2.19228503503312e-02
2.08399856240472e-01	-6.54959499904717e-02	3.35337971905139e-02	2.78573641632008e-05	4.33344107628485e-06	2.44874267476704e-02	2.81727021243580e-02	2.34037683856939e-05	4.64858721443360e-06	2.62682558478885e-02
2.41127328880153e-01	-7.44773288801531e-02	3.82440729346376e-02	3.79314257467772e-05	6.81622110442384e-06	2.83769139121083e-02	3.14125162232875e-02	3.11557173494433e-05	7.38868786252865e-06	3.07601757904152e-02
2.74593817671167e-01	-8.33649114211667e-02	4.26711184796591e-02	4.59065603222324e-05	5.99831063082431e-06	3.16764365544188e-02	3.42832523592923e-02	3.68827030682216e-05	6.57106908572512e-06	3.47011126631282e-02
3.08799322613512e-01	-9.21586976135123e-02	4.69767992671695e-02	5.31372756400188e-05	4.47803495900737e-06	3.54144409444482e-02	3.69358447263171e-02	4.17795633767430e-05	4.95823240465574e-06	3.92120718777178e-02
3.43743843707190e-01	-1.00858687457190e-01	5.11065731077216e-02	6.30337827612944e-05	7.88400812822785e-06	4.00243229991737e-02	3.93420018481808e-02	4.85236056165541e-05	8.82406553650350e-06	4.47966622376225e-02
3.79427380952200e-01	-1.09464880952200e-01	5.51491961806653e-02	8.61058563655609e-05	1.34474727973923e-05	4.51014995503894e-02	4.15838022957429e-02	6.49258584999367e-05	1.52158293734197e-05	5.10323933711297e-02
4.15849934348542e-01	-1.17977278098542e-01	-2.28394736966227e-03	8.60348918270243e-06	4.21726489770379e-06	-5.31837588291149e-03	0.0488187377980351	6.35693044902968e-06	4.82471079675986e-06	0.0541753613208773
4.53011503896216e-01	-1.26395878896216e-01	-2.60616514806727e-03	1.48911220920460e-05	8.00144574543515e-06	-7.09285132599267e-03	0.0528953619774149	1.07860729945772e-05	9.25651774244010e-06	0.0590881208150798
4.90912089595222e-01	-1.34720683345222e-01	-1.49623531368461e-03	9.62387865926740e-06	4.80266874410438e-06	-7.01401814199166e-03	0.0570530562285959	6.83624434765547e-06	5.61894905178943e-06	0.0640985782444883
5.29551691445560e-01	-1.42951691445560e-01	-9.22751464711607e-04	1.96194232223062e-05	9.53174761110237e-06	-6.10198899785706e-03	0.0612918205515779	1.36724756837001e-05	1.12796090263158e-05	0.0692067336091031
5.68930309447230e-01	-1.51088903197230e-01	-5.42006546134738e-04	3.63345849236685e-05	1.77429122841661e-05	-4.87294739642056e-03	0.0656116549463611	2.48502355485308e-05	2.12399023956596e-05	0.0744125869089238
6.09047943600233e-01	-1.59132318600233e-01	-3.45167306580643e-03	3.59716869388730e-03	1.90412844512292e-03	-6.89220110603051e-03	0.0700125594129456	2.41529758332526e-03	2.30615413054567e-03	0.0797161381439508
6.49904593904567e-01	-1.67081937654567e-01	-5.46566593913046e-04	4.98317676259985e-03	2.60131743375266e-03	-2.48860989972227e-03	0.074494533951331	3.28594575958889e-03	3.18793659108156e-03	0.0851173873141838
6.91500260360234e-01	-1.74937760360233e-01	-6.38576949119435e-06	6.75607704100187e-03	3.38758103508850e-03	-5.94271656133398e-03	0.0790575785615177	4.37655635095138e-03	4.20137486965062e-03	0.090616334419623

2.39974089167064e-03	2.68231071167820e-04	-0.00000000000000e+00	-0.00000000000000e+00	-0.00000000000000e+00	-0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00
2.42559329329788e-02	2.68554749936867e-03	7.62268690186082e-03	8.08497284914396e-14	1.77861431938379e-14	1.05695085408676e-02	7.44425783793521e-03	7.89572276503194e-14	1.77385692191651e-14	1.05412374578032e-02
4.90863636798963e-02	5.37828786027172e-03	1.52868373095753e-02	1.13435970313231e-05	-3.98641176853274e-07	2.85544204743017e-02	1.45875486222918e-02	1.08246898881079e-05	-3.96514312882969e-07	2.84020745260504e-02
7.44912922407525e-02	8.07822108270913e-03	2.35377186981755e-02	-2.11362252701200e-06	-4.08821497924660e-06	4.44721373373528e-02	2.19587515646027e-02	-1.97183561275214e-06	-4.05558434295939e-06	4.41171770072976e-02
1.00470718615547e-01	1.07853471666809e-02	3.20012288860989e-02	-6.66932725843095e-06	-5.18821213903380e-06	6.02343327509120e-02	2.92015390370865e-02	-6.08584817106121e-06	-5.13314476666483e-06	5.95950091569449e-02
1.27024642804281e-01	1.34996661121871e-02	4.05468747005694e-02	-8.34236884968405e-06	-7.82804691318916e-06	7.65603467141576e-02	3.62076286485307e-02	-7.44958509352607e-06	-7.72446374422319e-06	7.55472762231742e-02
1.54153064806953e-01	1.62211779192276e-02	4.83090896616940e-02	-1.06939350908859e-05	-8.84651485617920e-06	9.28457561689158e-02	4.22351621268583e-02	-9.34938094467559e-06	-8.70641380138927e-06	9.13753705330461e-02
1.81855984623564e-01	1.89498825878025e-02	5.59566618889046e-02	-9.48436878290692e-06	-1.01371093818221e-05	1.08460612194761e-01	4.79170940772323e-02	-8.12170304468841e-06	-9.95030574985102e-06	1.06461932342286e-01
2.10133402254114e-01	2.16857801179118e-02	6.17071912668194e-02	-1.77313037716847e-04	3.27780222520997e-06	1.22581198448514e-01	5.17786604532647e-02	-1.48783818958460e-04	3.20895220289286e-06	1.20006388356578e-01
2.38985317698602e-01	2.44288705095555e-02	-4.39984911999822e-03	-7.52520218687260e-03	-5.04274874981137e-03	7.37030727964585e-03	0.0624349809730559	-6.18992333731638e-03	-4.92389787139062e-03	0.140025235973945
2.68411730957029e-01	2.71791537627335e-02	-3.79092872683833e-03	-7.37638392259074e-03	-5.65149924626056e-03	4.56112232748985e-03	0.0698886914514155	-5.95019942378603e-03	-5.50388767202603e-03	0.157389762437743
2.98412642029395e-01	2.99366298774459e-02	1.46118209534868e-04	-8.25655609055182e-03	-6.21644530732944e-03	1.09825278168361e-02	0.0774879222260458	-6.53386617782272e-03	-6.03830644080343e-03	0.175093300061546
3.28988050915699e-01	3.27012988536926e-02	-2.50055848564479e-03	-9.30730305536308e-03	-6.95117977007055e-03	7.61048558025242e-03	0.0852326732969466	-7.22827591721313e-03	-6.73444242923624e-03	0.193135848845354
3.60137957615942e-01	3.54731606914738e-02	4.42712840265609e-04	-1.03210203278491e-02	-7.58637292139464e-03	1.10571061160938e-02	0.0931229446641181	-7.86907308520881e-03	-7.33078252118185e-03	0.211517408789167
3.91862362130124e-01	3.82522153907893e-02	-2.08404684456782e-04	-1.13646935770448e-02	-8.22751582235646e-03	1.72515285352439e-02	0.10115873632756	-8.50929959214871e-03	-7.92977409677969e-03	0.230237979892986
4.24161264458244e-01	4.10384629516392e-02	-5.67985460649902e-04	-1.25371599532094e-02	-9.04601950941085e-03	1.53910607958626e-02	0.109340048287273	-9.22168510586265e-03	-8.69617862602846e-03	0.24929756215681
4.57034664600303e-01	4.38319033740234e-02	-6.32566765495716e-04	-1.39815901612293e-02	-9.87806439407420e-03	1.46048405284478e-02	0.117666880543257	-1.01059637361195e-02	-9.47162541943352e-03	0.268696155580639
4.90482562556301e-01	4.66325366579421e-02	-8.63746777723226e-04	-1.53545379554940e-02	-1.07037856151398e-02	1.57276031538392e-02	0.126139233095511	-1.09093364886047e-02	-1.02370462442024e-02	0.288433760164473
