C_11	C_12	C_44	D_212	D_122	D_123	D_212313	D_212122	D_212133	D_122133	D_123231	E	G	nu
7.85398163421e-07	2.64132670228e-17	2.94633895343e-13	9.81747939215e-08	4.90876376756e-14	8.28613133027e-14	-3.43102865265e-20	9.61279504369e-15	-1.74115168754e-19	3.17420179246e-19	3.22020452818e-14	7.85398163421e-07	2.94633895343e-13	3.3630416077e-11
4.90873852138e-06	1.65082920892e-16	1.15053727378e-11	6.13593152915e-07	1.91746026938e-12	3.23661693573e-12	-2.13469367828e-23	7.20685992886e-13	4.18057098823e-19	5.65708902236e-18	1.25787200392e-12	4.90873852138e-06	1.15053727378e-11	3.36304164843e-11
1.96349540855e-05	6.60331673644e-16	1.84069428245e-10	2.45438448999e-06	3.06782405925e-11	5.17835915808e-11	7.21612537826e-23	1.08847200278e-11	-6.50063144022e-19	1.30506480575e-18	2.01249139995e-11	1.96349540855e-05	1.84069428245e-10	3.36304159788e-11
7.85398163421e-05	2.64132651405e-15	2.94454909125e-09	9.81772232623e-06	4.90785816502e-10	8.28404355111e-10	1.86918662743e-21	1.73526409151e-10	-1.53552801598e-17	7.73813480391e-17	3.21932520295e-10	7.85398163421e-05	2.94454909125e-09	3.36304136803e-11
0.000490873852138	1.65082833579e-14	1.14876738655e-07	6.13688080436e-05	1.91532744453e-08	3.23234488706e-08	3.65594874029e-20	6.76414746437e-09	-1.18314722867e-16	1.09918817293e-16	1.25574453186e-08	0.000490873852138	1.14876738655e-07	3.36303986971e-11
0.00196349540855	6.60330543151e-14	1.82982563368e-06	0.000245589639563	3.0542722082e-07	5.15124818095e-07	-3.60551016177e-18	1.0750087572e-07	7.88912242571e-18	1.35376355832e-15	1.99893954861e-07	0.00196349540855	1.82982563368e-06	3.36303584033e-11
0.00785398163421	2.64129602296e-13	2.87638249619e-05	0.000984159035526	4.82266277066e-06	8.11365151801e-06	5.2461919505e-18	1.67463644453e-06	-7.53317566297e-16	-3.84843486071e-15	3.1341305394e-06	0.00785398163421	2.87638249619e-05	3.36300254557e-11
0.0314159265368	1.05652940618e-12	0.000430056678391	0.00396368683588	7.33920379912e-05	0.000122277291298	6.99391534265e-17	2.41279894303e-05	-1.96939629315e-15	3.27829531011e-15	4.63755222163e-05	0.0314159265368	0.000430056678391	3.36303755011e-11
