C_11	C_12	C_44	D_212	D_122	D_123	D_212313	D_212122	D_212133	D_122133	D_123231	E	G	nu
1.20922354819e-06	1.20919468336e-06	2.17657850748e-11	1.41571133909e-12	2.78058844429e-13	3.77885357555e-08	8.0334348757e-13	2.56116392816e-13	1.55770359241e-13	7.77158910264e-14	3.77879189079e-08	4.32970789936e-11	2.17657850748e-11	0.499994032291
7.55796565207e-06	7.55730837111e-06	8.50112126484e-10	5.52795223132e-11	1.08611318836e-11	2.36227573021e-07	3.13706757238e-11	1.00035811164e-11	6.0840147127e-12	3.0354239702e-12	2.36196703531e-07	9.85907149962e-10	8.50112126484e-10	0.499978257723
3.02363959024e-05	3.0226967311e-05	1.35964516605e-08	8.8413636728e-10	1.73748325378e-10	9.45583881148e-07	5.01694125369e-10	1.60006237672e-10	9.73013230975e-11	4.85466845714e-11	9.45088261932e-07	1.41421519828e-08	1.35964516605e-08	0.499922030541
0.000121018019446	0.000120871651248	2.17204892208e-07	1.41269751509e-08	2.778072675e-09	3.7930792153e-06	8.01281445224e-09	2.55685069053e-09	1.55408236212e-09	7.75463362457e-10	3.78515838261e-06	2.19508013622e-07	2.17204892208e-07	0.499697448432
0.000759507575307	0.000753875318515	8.39324048474e-06	5.46683009539e-07	1.0800382233e-07	2.41712196789e-05	3.09158101417e-07	9.89985616415e-08	5.99668134369e-08	2.99449976612e-08	2.38647362042e-05	8.43790459028e-06	8.39324048474e-06	0.498139183145
0.00308162404367	0.0029937040439	0.00012932062439	8.46576458174e-06	1.69973654118e-06	0.000103019947292	4.7380529923e-06	1.53591957889e-06	9.19249852469e-07	4.60277969073e-07	9.82756405288e-05	0.000131243826075	0.00012932062439	0.492764176807
0.0129499582496	0.0116630799069	0.00180226484236	0.000120201157547	2.56112275104e-05	0.000497859999372	6.47455873426e-05	2.19450823115e-05	1.25567484178e-05	6.35758696324e-06	0.000430523855759	0.00189667567225	0.00180226484236	0.473857791661
0.0586136694385	0.0432453413326	0.0190225416456	0.00134338965323	0.000342610126386	0.00281110862588	0.00064396295049	0.000247465451097	0.000122935365462	6.53684532885e-05	0.00205060375553	0.0218931175145	0.0190225416456	0.424560782647
