lambda	F11	F12	F13	F21	F22	F23	F31	F32	F33	J	P11	P12	P13	P21	P22	P23	P31	P32	P33	p	StrEn	t(1)	t(2)	d
0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-0	0	inf	inf	inf
0.002	1.002	0.0016	0	0	0.99921006	0	0	0	0.99925245	1.00046	7.2264606e-06	6.90208e-06	-3.9033643e-08	6.8790351e-06	-1.6708809e-09	8.0175039e-09	-4.6488634e-08	2.968717e-09	-4.3705105e-09	-2.4068064e-06	1.2685198e-08	1.2750443e-05	1.2761488e-05	0.0008654743
0.004	1.004	0.0032	0	0	0.99837301	0	0	0	0.99850039	1.0008633	1.4502683e-05	1.3951657e-05	-8.5444632e-08	1.3865684e-05	-2.9619417e-09	3.2319047e-08	-9.9362474e-08	2.037094e-08	-8.8816256e-09	-4.8302797e-06	5.104595e-08	2.5668694e-05	2.5610646e-05	-0.002266565
0.006	1.006	0.0048	0	0	0.9974608	0	0	0	0.99772542	1.0011631	2.1566913e-05	2.1088638e-05	-1.3556276e-07	2.0898617e-05	-3.324848e-09	5.9840219e-08	-1.5175949e-07	3.8657002e-08	-1.3440062e-08	-7.1833825e-06	1.1512778e-07	3.8444671e-05	3.8342787e-05	-0.0026571845
0.008	1.008	0.0064	0	0	0.99643026	0	0	0	0.99694289	1.0013311	2.8359062e-05	2.818452e-05	-1.9374585e-07	2.784752e-05	-2.728022e-09	6.7332566e-08	-2.0353886e-07	3.0075708e-08	-1.7943477e-08	-9.4461301e-06	2.044171e-07	5.0915075e-05	5.0824546e-05	-0.0017811946
0.01	1.01	0.008	0	0	0.99528865	0	0	0	0.99618383	1.0014054	3.5010178e-05	3.5235472e-05	-2.5060691e-07	3.4706728e-05	-1.5220838e-09	5.2026658e-08	-2.5272636e-07	-9.9708493e-10	-2.1989916e-08	-1.1662222e-05	3.1842597e-07	6.3207625e-05	6.3105618e-05	-0.0016164553
0.012	1.012	0.0096	0	0	0.99403652	0	0	0	0.9954589	1.0013968	4.1498935e-05	4.228818e-05	-3.0291226e-07	4.1520749e-05	5.3390768e-10	2.1687029e-08	-2.9774314e-07	-4.6281295e-08	-2.5693804e-08	-1.3824592e-05	4.5683957e-07	7.5338255e-05	7.5216263e-05	-0.0016218836
0.014	1.014	0.0112	0	0	0.99267118	0	0	0	0.99476328	1.0012975	4.7777263e-05	4.9341948e-05	-3.479666e-07	4.828684e-05	3.5522429e-09	-1.9964245e-08	-3.3571266e-07	-1.0326969e-07	-2.9259217e-08	-1.5917185e-05	6.1929102e-07	8.7258625e-05	8.7126312e-05	-0.0015186438
0.016	1.016	0.0128	0	0	0.99123663	0	0	0	0.9940521	1.0011063	5.3819564e-05	5.6409076e-05	-3.8092162e-07	5.5016948e-05	7.1197637e-09	-7.199849e-08	-3.6226992e-07	-1.7094101e-07	-3.2874657e-08	-1.793127e-05	8.0534482e-07	9.8954052e-05	9.8821926e-05	-0.0013370131
0.018	1.018	0.0144	0	0	0.98980439	0	0	0	0.99326303	1.0008326	5.9636266e-05	6.351353e-05	-3.9767048e-07	6.1736974e-05	1.066742e-08	-1.3348792e-07	-3.7378036e-07	-2.4767012e-07	-3.6594612e-08	-1.9870113e-05	1.0145787e-06	0.00011045476	0.00011033029	-0.0011281415
0.02	1.02	0.016	0	0	0.98840002	0	0	0	0.9923874	1.0004932	6.5289902e-05	7.0662225e-05	-3.9898681e-07	6.845503e-05	1.3899163e-08	-2.0333578e-07	-3.7084001e-07	-3.3200077e-07	-4.0259089e-08	-2.1754514e-05	1.246666e-06	0.00012182811	0.0001217107	-0.0009646388
0.022	1.022	0.0176	0	0	0.98700519	0	0	0	0.99145959	1.0001044	7.0857482e-05	7.7844474e-05	-3.8835521e-07	7.5159731e-05	1.6743683e-08	-2.8087373e-07	-3.565285e-07	-4.2335377e-07	-4.3737194e-08	-2.3610163e-05	1.5014215e-06	0.00013314192	0.00013302567	-0.00087385721
0.024	1.024	0.0192	0	0	0.98560207	0	0	0	0.99050648	0.99967513	7.6387221e-05	8.5048694e-05	-3.6783072e-07	8.1838574e-05	1.918785e-08	-3.6598435e-07	-3.3271959e-07	-5.2179443e-07	-4.7012911e-08	-2.5453132e-05	1.7787686e-06	0.00014443519	0.00014431576	-0.00082751235
0.026	1.026	0.0208	0	0	0.98418194	0	0	0	0.9895407	0.99920918	8.1902951e-05	9.2265714e-05	-3.3773538e-07	8.8481861e-05	2.12261e-08	-4.5902453e-07	-2.9972843e-07	-6.2782792e-07	-5.0112675e-08	-2.7291355e-05	2.0786846e-06	0.00015572463	0.00015559954	-0.00080391496
0.028	1.028	0.0224	0	0	0.98274078	0	0	0	0.98856735	0.9987076	8.7416145e-05	9.9486934e-05	-2.9727078e-07	9.5080783e-05	2.2853383e-08	-5.6082728e-07	-2.5683015e-07	-7.4240594e-07	-5.3065685e-08	-2.9128644e-05	2.4011668e-06	0.00016701499	0.00016688261	-0.00079325561
0.03	1.03	0.024	0	0	0.98127621	0	0	0	0.98758825	0.99816977	9.2932269e-05	0.0001067028	-2.4477293e-07	0.0001016258	2.4062845e-08	-6.7279473e-07	-2.0247922e-07	-8.6703612e-07	-5.5893426e-08	-3.0966813e-05	2.746215e-06	0.00017830417	0.00017816318	-0.00079134845
0.032	1.032	0.0256	0	0	0.9797861	0	0	0	0.98660369	0.99759372	9.8453597e-05	0.00011390167	-1.7764686e-07	0.00010810551	2.4843572e-08	-7.9708442e-07	-1.3423949e-07	-1.0039801e-06	-5.8606672e-08	-3.2806611e-05	3.1138195e-06	0.00018958519	0.0001894343	-0.00079653588
0.034	1.034	0.0272	0	0	0.97826789	0	0	0	0.98561309	0.99697623	0.00010398043	0.0001210687	-9.1997008e-08	0.00011450551	2.5177909e-08	-9.3694958e-07	-4.8426854e-08	-1.1566071e-06	-6.1200986e-08	-3.4648137e-05	3.5039522e-06	0.00020084651	0.00020068424	-0.00080858286
0.036	1.036	0.0288	0	0	0.97671813	0	0	0	0.98461524	0.99631246	0.0001095116	0.00012818426	1.8604978e-08	0.00012080695	2.5036278e-08	-1.0975964e-06	6.1081489e-08	-1.3302939e-06	-6.3636045e-08	-3.6490999e-05	3.9165565e-06	0.00021207129	0.00021189576	-0.00082840642
0.038	1.038	0.0304	0	0	0.97513288	0	0	0	0.98360732	0.99559545	0.00011504408	0.00013522184	1.7623612e-07	0.00012698451	2.4337464e-08	-1.2940915e-06	2.1557106e-07	-1.5408916e-06	-6.5564562e-08	-3.8334285e-05	4.3515352e-06	0.00022323511	0.00022304394	-0.00085706734
0.04	1.04	0.032	0	0	0.97349727	0	0	0	0.98259285	0.99481352	0.00012057742	0.00014213737	2.899374e-07	0.00013299624	2.3313315e-08	-1.4751327e-06	3.2655479e-07	-1.7328032e-06	-6.904841e-08	-4.017723e-05	4.8087323e-06	0.00023430335	0.00023409292	-0.0008989006
0.042	1.042	0.0336	0	0	0.97181224	0	0	0	0.98155765	0.99395311	0.00012610028	0.00014888392	5.2994441e-07	0.00013879794	2.1429705e-08	-1.744836e-06	5.5905301e-07	-2.0172259e-06	-7.0658051e-08	-4.2017016e-05	5.2879069e-06	0.00024522593	0.00024498891	-0.00096746461
0.044	1.044	0.0352	0	0	0.97005337	0	0	0	0.98050022	0.99298759	0.00013160699	0.0001553666	8.1506792e-07	0.00014429995	1.8849291e-08	-2.0578289e-06	8.3395725e-07	-2.344704e-06	-7.2223126e-08	-4.3851204e-05	5.7886879e-06	0.00025592203	0.00025564949	-0.0010660809
0.046	1.046	0.0368	0	0	0.96819486	0	0	0	0.97940815	0.9918778	0.00013708455	0.00016145005	1.1616463e-06	0.00014937509	1.5425216e-08	-2.4235914e-06	1.1668232e-06	-2.7249657e-06	-7.3326751e-08	-4.567555e-05	6.3105049e-06	0.00026627074	0.00026595024	-0.0012050939
0.048	1.048	0.0384	0	0	0.96619825	0	0	0	0.97826283	0.99056524	0.00014251625	0.00016693567	1.5549987e-06	0.00015383767	1.110112e-08	-2.8247451e-06	1.5432376e-06	-3.1400022e-06	-7.3704875e-08	-4.748455e-05	6.8524889e-06	0.00027609683	0.00027572019	-0.0013660321
0.05	1.05	0.04	0	0	0.96402058	0	0	0	0.97704061	0.98898162	0.00014788587	0.00017159773	1.9440564e-06	0.00015747887	6.0449884e-09	-3.208781e-06	1.913905e-06	-3.5362476e-06	-7.3095912e-08	-4.9272938e-05	7.4133856e-06	0.00028520354	0.0002847833	-0.0014756665
0.052	1.052	0.0416	0	0	0.96164071	0	0	0	0.97572458	0.98708789	0.00015318905	0.00017531746	2.2573261e-06	0.00016019431	7.5320166e-10	-3.5054239e-06	2.2102962e-06	-3.8426201e-06	-7.1408368e-08	-5.1039465e-05	7.9916221e-06	0.00029349069	0.00029305882	-0.0014736911
0.054	1.054	0.0432	0	0	0.95908045	0	0	0	0.97431802	0.98490964	0.00015843934	0.00017819626	2.4544395e-06	0.00016208894	-4.2000002e-09	-3.6785957e-06	2.3942558e-06	-4.0231916e-06	-6.8864323e-08	-5.2788758e-05	8.5856209e-06	0.00030105153	0.00030062804	-0.0014086621
0.056	1.056	0.0448	0	0	0.95638631	0	0	0	0.97283972	0.98251358	0.00016365765	0.00018046778	2.545265e-06	0.00016339078	-8.5247857e-09	-3.7430817e-06	2.4759794e-06	-4.09354e-06	-6.5844643e-08	-5.4527762e-05	9.1941342e-06	0.00030809308	0.0003076766	-0.001353621
0.058	1.058	0.0464	0	0	0.9536003	0	0	0	0.97130971	0.97996322	0.00016886064	0.00018234809	2.5614741e-06	0.00016430821	-1.2226045e-08	-3.7336813e-06	2.486359e-06	-4.0892038e-06	-6.2659038e-08	-5.6261917e-05	9.8163273e-06	0.00031480485	0.00031438717	-0.001328544
0.06	1.06	0.048	0	0	0.9507505	0	0	0	0.96974276	0.97730242	0.00017405834	0.00018398402	2.5320519e-06	0.00016498212	-1.5428299e-08	-3.680546e-06	2.4534394e-06	-4.0407857e-06	-5.9485828e-08	-5.7994477e-05	1.0451683e-05	0.00032131474	0.00032088944	-0.001325366
0.062	1.062	0.0496	0	0	0.94785373	0	0	0	0.96814841	0.97455819	0.0001792563	0.00018546534	2.4769712e-06	0.00016549841	-1.8263325e-08	-3.6037011e-06	2.3964488e-06	-3.9685386e-06	-5.6409496e-08	-5.9727208e-05	1.1099885e-05	0.00032770046	0.00032726387	-0.0013340429
0.064	1.064	0.0512	0	0	0.94491994	0	0	0	0.96653263	0.9717469	0.00018445749	0.00018684611	2.4086258e-06	0.00016590868	-2.0835301e-08	-3.5151692e-06	2.3272613e-06	-3.8845877e-06	-5.3463459e-08	-6.1461064e-05	1.1760738e-05	0.00033400853	0.0003335588	-0.0013482763
0.066	1.066	0.0528	0	0	0.94195508	0	0	0	0.96489922	0.96887857	0.0001896636	0.00018815963	2.3343907e-06	0.00016624465	-2.3218973e-08	-3.4218764e-06	2.2529039e-06	-3.795899e-06	-5.0656312e-08	-6.3196575e-05	1.243412e-05	0.00034026745	0.00033980372	-0.0013647134
0.068	1.068	0.0544	0	0	0.93896285	0	0	0	0.96325062	0.9659596	0.00019487561	0.00018942715	2.2585668e-06	0.0001665265	-2.5466196e-08	-3.3277266e-06	2.177445e-06	-3.7063873e-06	-4.7985416e-08	-6.4934053e-05	1.3119953e-05	0.00034649531	0.00034601723	-0.0013816573
0.07	1.07	0.056	0	0	0.93594562	0	0	0	0.96158848	0.96299414	0.00020009414	0.00019066275	2.1836179e-06	0.00016676757	-2.7612685e-08	-3.2348723e-06	2.1031924e-06	-3.6182033e-06	-4.5443505e-08	-6.6673695e-05	1.3818189e-05	0.00035270406	0.00035221158	-0.0013982668
0.072	1.072	0.0576	0	0	0.93290496	0	0	0	0.9599139	0.95998504	0.00020531961	0.00019187611	2.1109152e-06	0.00016697701	-2.9683163e-08	-3.1444553e-06	2.0314105e-06	-3.5324815e-06	-4.3021814e-08	-6.8415635e-05	1.45288e-05	0.00035890194	0.00035839512	-0.0014141361
0.074	1.074	0.0592	0	0	0.92984193	0	0	0	0.95822766	0.95693427	0.00021055231	0.00019307414	2.0411796e-06	0.00016716128	-3.169494e-08	-3.0570334e-06	1.9627462e-06	-3.4497715e-06	-4.0711518e-08	-7.0159969e-05	1.525177e-05	0.00036509477	0.00036457377	-0.001429083
0.076	1.076	0.0608	0	0	0.92675726	0	0	0	0.95653032	0.95384324	0.00021579249	0.00019426188	1.9747438e-06	0.00016732509	-3.3660335e-08	-2.972828e-06	1.8974801e-06	-3.3702862e-06	-3.8504358e-08	-7.1906776e-05	1.5987095e-05	0.00037128687	0.00037075186	-0.0014430413
0.078	1.078	0.0624	0	0	0.92365147	0	0	0	0.95482227	0.95071298	0.00022104034	0.00019544317	1.9117099e-06	0.00016747194	-3.558829e-08	-2.8918678e-06	1.8356767e-06	-3.2940465e-06	-3.6392876e-08	-7.365612e-05	1.6734777e-05	0.0003774815	0.00037693269	-0.0014560055
0.08	1.08	0.064	0	0	0.92052491	0	0	0	0.9531038	0.94754425	0.00022629603	0.00019662095	1.8520441e-06	0.00016760452	-3.7485456e-08	-2.8140733e-06	1.7772752e-06	-3.2209666e-06	-3.4370458e-08	-7.5408059e-05	1.7494825e-05	0.0003836812	0.00038311879	-0.0014680017
0.082	1.082	0.0656	0	0	0.91737785	0	0	0	0.9513751	0.94433763	0.00023155973	0.00019779755	1.795635e-06	0.0001677249	-3.9356922e-08	-2.7393074e-06	1.7221441e-06	-3.1509033e-06	-3.2431305e-08	-7.7162646e-05	1.8267252e-05	0.00038988801	0.00038931219	-0.001479072
0.084	1.084	0.0672	0	0	0.91421047	0	0	0	0.94963634	0.94109355	0.00023683157	0.00019897485	1.7423291e-06	0.00016783472	-4.1206714e-08	-2.6674049e-06	1.670115e-06	-3.0836865e-06	-3.0570364e-08	-7.8919932e-05	1.9052074e-05	0.00039610357	0.00039551454	-0.0014892658
0.086	1.086	0.0688	0	0	0.91102288	0	0	0	0.9478876	0.93781236	0.00024211172	0.00020015439	1.6919523e-06	0.0001679353	-4.3038132e-08	-2.5981901e-06	1.6210025e-06	-3.0191363e-06	-2.8783244e-08	-8.0679965e-05	1.984931e-05	0.00040232928	0.00040172723	-0.0014986348
0.088	1.088	0.0704	0	0	0.90781516	0	0	0	0.94612895	0.93449431	0.0002474003	0.00020133746	1.6443233e-06	0.0001680277	-4.4853988e-08	-2.5314873e-06	1.5746167e-06	-2.9570731e-06	-2.7066143e-08	-8.2442793e-05	2.0658983e-05	0.0004085663	0.00040795142	-0.0015072312
0.09	1.09	0.072	0	0	0.90458736	0	0	0	0.94436044	0.9311396	0.00025269747	0.00020252516	1.5992617e-06	0.00016811279	-4.6656759e-08	-2.4671265e-06	1.5307709e-06	-2.8973238e-06	-2.5415773e-08	-8.4208464e-05	2.1481116e-05	0.00041481566	0.00041418812	-0.0015151053
0.092	1.092	0.0736	0	0	0.90133948	0	0	0	0.94258208	0.92774839	0.00025800335	0.00020371842	1.5565924e-06	0.0001681913	-4.8448705e-08	-2.4049469e-06	1.4892849e-06	-2.8397244e-06	-2.3829293e-08	-8.5977024e-05	2.2315736e-05	0.00042107826	0.00042043822	-0.0015223055
0.094	1.094	0.0752	0	0	0.89807152	0	0	0	0.94079387	0.9243208	0.0002633181	0.00020491806	1.5161488e-06	0.00016826381	-5.0231939e-08	-2.344798e-06	1.4499882e-06	-2.7841222e-06	-2.2304253e-08	-8.7748521e-05	2.3162869e-05	0.00042735488	0.0004267025	-0.0015288777
0.096	1.096	0.0768	0	0	0.89478346	0	0	0	0.93899579	0.92085691	0.00026864185	0.0002061248	1.477773e-06	0.00016833083	-5.2008478e-08	-2.2865408e-06	1.4127204e-06	-2.7303756e-06	-2.0838542e-08	-8.9523001e-05	2.4022546e-05	0.00043364624	0.00043298167	-0.0015348649
0.098	1.098	0.0784	0	0	0.89147526	0	0	0	0.93718784	0.91735679	0.00027397474	0.00020733929	1.4413172e-06	0.00016839278	-5.3780271e-08	-2.2300478e-06	1.3773314e-06	-2.6783549e-06	-1.9430342e-08	-9.1300511e-05	2.4894796e-05	0.00043995301	0.00043927639	-0.0015403077
0.1	1.1	0.08	0	0	0.88814687	0	0	0	0.93536996	0.9138205	0.00027931693	0.00020856209	1.4066432e-06	0.00016845	-5.5549218e-08	-2.1752021e-06	1.3436818e-06	-2.6279415e-06	-1.8078086e-08	-9.30811e-05	2.5779651e-05	0.0004462758	0.00044558726	-0.0015452442
0.102	1.102	0.0816	0	0	0.88479822	0	0	0	0.93354213	0.91024805	0.00028466854	0.00020979373	1.3736219e-06	0.0001685028	-5.7317177e-08	-2.121898e-06	1.3116418e-06	-2.5790277e-06	-1.6780424e-08	-9.4864815e-05	2.6677145e-05	0.00045261516	0.00045191483	-0.00154971
0.104	1.104	0.0832	0	0	0.88142925	0	0	0	0.93170428	0.90663948	0.00029002974	0.00021103469	1.3421328e-06	0.00016855142	-5.908596e-08	-2.0700397e-06	1.2810907e-06	-2.5315164e-06	-1.5536183e-08	-9.6651705e-05	2.758731e-05	0.00045897164	0.00045825962	-0.0015537384
0.106	1.106	0.0848	0	0	0.87803988	0	0	0	0.92985637	0.90299478	0.00029540066	0.00021228542	1.3120634e-06	0.00016859606	-6.0857324e-08	-2.0195411e-06	1.2519164e-06	-2.4853202e-06	-1.4344341e-08	-9.8441819e-05	2.8510183e-05	0.00046534573	0.00046462215	-0.0015573608
0.108	1.108	0.0864	0	0	0.87463001	0	0	0	0.92799834	0.89931396	0.00030078146	0.00021354634	1.2833083e-06	0.00016863691	-6.2632959e-08	-1.9703257e-06	1.2240147e-06	-2.4403616e-06	-1.3203994e-08	-0.00010023521	2.9445799e-05	0.00047173793	0.00047100288	-0.0015606065
0.11	1.11	0.088	0	0	0.87119957	0	0	0	0.92613012	0.89559701	0.00030617228	0.00021481782	1.2557686e-06	0.00016867412	-6.441447e-08	-1.9223256e-06	1.1972883e-06	-2.3965721e-06	-1.2114326e-08	-0.00010203192	3.0394195e-05	0.0004781487	0.00047740228	-0.0015635031
0.112	1.112	0.0896	0	0	0.86774844	0	0	0	0.92425163	0.89184392	0.00031157329	0.00021610023	1.2293512e-06	0.00016870779	-6.6203355e-08	-1.8754816e-06	1.1716464e-06	-2.353892e-06	-1.1074582e-08	-0.000103832	3.1355408e-05	0.00048457849	0.00048382079	-0.0015660764
0.114	1.114	0.0912	0	0	0.86427654	0	0	0	0.92236282	0.88805467	0.00031698463	0.00021739394	1.2039676e-06	0.00016873804	-6.8000982e-08	-1.8297423e-06	1.1470039e-06	-2.3122705e-06	-1.008404e-08	-0.00010563551	3.2329478e-05	0.00049102773	0.00049025884	-0.0015683508
0.116	1.116	0.0928	0	0	0.86078375	0	0	0	0.9204636	0.88422925	0.00032240647	0.00021869928	1.179534e-06	0.00016876495	-6.9808564e-08	-1.7850643e-06	1.1232808e-06	-2.2716646e-06	-9.1419878e-09	-0.00010744251	3.3316444e-05	0.00049749687	0.00049671685	-0.0015703492
0.118	1.118	0.0944	0	0	0.85726997	0	0	0	0.9185539	0.88036762	0.00032783896	0.00022001657	1.15597e-06	0.00016878858	-7.1627136e-08	-1.7414116e-06	1.1004017e-06	-2.2320397e-06	-8.2476911e-09	-0.00010925303	3.4316345e-05	0.00050398633	0.00050319526	-0.0015720935
0.12	1.12	0.096	0	0	0.85373509	0	0	0	0.91663363	0.87646976	0.00033328227	0.00022134614	1.1331984e-06	0.000168809	-7.3457532e-08	-1.6987553e-06	1.0782955e-06	-2.1933686e-06	-7.4003757e-09	-0.00011106714	3.5329225e-05	0.00051049653	0.00050969447	-0.0015736039
0.122	1.122	0.0976	0	0	0.85017898	0	0	0	0.91470271	0.87253566	0.00033873656	0.0002226883	1.1111446e-06	0.00016882623	-7.5300361e-08	-1.657073e-06	1.0568944e-06	-2.1556318e-06	-6.5992031e-09	-0.00011288489	3.6355123e-05	0.00051702788	0.00051621489	-0.0015748998
0.124	1.124	0.0992	0	0	0.84660155	0	0	0	0.91276105	0.8685653	0.000344202	0.00022404338	1.0897359e-06	0.00016884033	-7.7155998e-08	-1.6163486e-06	1.0361343e-06	-2.1188164e-06	-5.8432523e-09	-0.00011470633	3.7394084e-05	0.00052358081	0.00052275695	-0.0015759995
0.126	1.126	0.1008	0	0	0.84300268	0	0	0	0.91080857	0.86455864	0.00034967877	0.00022541167	1.0689016e-06	0.00016885132	-7.9024566e-08	-1.5765718e-06	1.0159536e-06	-2.0829163e-06	-5.131504e-09	-0.00011653154	3.8446151e-05	0.00053015575	0.00052932106	-0.00157692
0.128	1.128	0.1024	0	0	0.83938226	0	0	0	0.90884518	0.86051569	0.00035516703	0.0002267935	1.0485722e-06	0.00016885923	-8.0905937e-08	-1.5377373e-06	9.9629373e-07	-2.0479311e-06	-4.4628296e-09	-0.00011836056	3.9511368e-05	0.00053675312	0.00053590763	-0.0015776774
0.13	1.13	0.104	0	0	0.83574017	0	0	0	0.90687078	0.85643642	0.00036066698	0.00022818919	1.0286797e-06	0.00016886408	-8.2799736e-08	-1.4998443e-06	9.7709853e-07	-2.0138659e-06	-3.8359848e-09	-0.00012019345	4.0589782e-05	0.00054337336	0.00054251711	-0.0015782865
0.132	1.132	0.1056	0	0	0.83207632	0	0	0	0.90488528	0.85232084	0.00036617879	0.00022959906	1.0091568e-06	0.00016886589	-8.4705349e-08	-1.4628958e-06	9.5831412e-07	-1.9807301e-06	-3.2496082e-09	-0.00012203028	4.1681437e-05	0.00055001691	0.00054914993	-0.0015787612
0.134	1.134	0.1072	0	0	0.82839059	0	0	0	0.90288858	0.84816895	0.00037170264	0.00023102345	9.8993751e-07	0.00016886468	-8.6621949e-08	-1.4268977e-06	9.3988888e-07	-1.9485371e-06	-2.7022255e-09	-0.00012387111	4.2786381e-05	0.00055668422	0.00055580654	-0.0015791141
0.136	1.136	0.1088	0	0	0.8246829	0	0	0	0.90088058	0.84398076	0.00037723874	0.0002324627	9.709568e-07	0.00016886048	-8.8548518e-08	-1.3918583e-06	9.2177335e-07	-1.917303e-06	-2.1922595e-09	-0.000125716	4.3904663e-05	0.00056337575	0.00056248738	-0.0015793566
0.138	1.138	0.1104	0	0	0.82095315	0	0	0	0.89886118	0.83975628	0.00038278728	0.00023391715	9.521507e-07	0.0001688533	-9.0483887e-08	-1.3577871e-06	9.0392022e-07	-1.8870458e-06	-1.7180438e-09	-0.00012756503	4.5036331e-05	0.00057009198	0.00056919294	-0.0015794986
0.14	1.14	0.112	0	0	0.81720125	0	0	0	0.89683028	0.83549554	0.00038834846	0.00023538716	9.3345654e-07	0.00016884318	-9.2426773e-08	-1.3246942e-06	8.8628432e-07	-1.8577847e-06	-1.2778418e-09	-0.00012941825	4.6181435e-05	0.0005768334	0.0005759237	-0.0015795489
0.142	1.142	0.1136	0	0	0.81342712	0	0	0	0.89478777	0.83119858	0.0003939225	0.00023687311	9.1481301e-07	0.00016883012	-9.437582e-08	-1.2925895e-06	8.6882262e-07	-1.829539e-06	-8.6986835e-10	-0.00013127575	4.7340026e-05	0.0005836005	0.00058268015	-0.0015795151
0.144	1.144	0.1152	0	0	0.80963069	0	0	0	0.89273355	0.82686545	0.0003995096	0.00023837537	8.9616044e-07	0.00016881416	-9.6329645e-08	-1.261482e-06	8.5149431e-07	-1.8023275e-06	-4.9231311e-10	-0.00013313759	4.8512155e-05	0.00059039379	0.0005894628	-0.0015794032
0.146	1.146	0.1168	0	0	0.80581189	0	0	0	0.8906675	0.82249619	0.00040510998	0.00023989433	8.7744092e-07	0.00016879532	-9.8286878e-08	-1.2313793e-06	8.3426077e-07	-1.7761675e-06	-1.4336521e-10	-0.00013500385	4.9697877e-05	0.00059721382	0.00059627217	-0.0015792182
0.148	1.148	0.1184	0	0	0.80197065	0	0	0	0.88858951	0.81809087	0.00041072388	0.00024143039	8.5859851e-07	0.00016877362	-1.002462e-07	-1.2022869e-06	8.1708565e-07	-1.7510744e-06	1.7876286e-10	-0.0001368746	5.0897244e-05	0.0006040611	0.00060310881	-0.0015789638
0.15	1.15	0.12	0	0	0.79810693	0	0	0	0.88649946	0.81364956	0.00041635152	0.00024298395	8.3957945e-07	0.00016874909	-1.0220639e-07	-1.1742082e-06	7.9993482e-07	-1.7270612e-06	4.7581281e-10	-0.00013874993	5.2110312e-05	0.0006109362	0.00060997327	-0.0015786427
0.152	1.152	0.1216	0	0	0.79422066	0	0	0	0.88439723	0.80917235	0.00042199314	0.00024455542	8.2033223e-07	0.00016872176	-1.0416633e-07	-1.1471437e-06	7.8277641e-07	-1.704138e-06	7.4946042e-10	-0.00014062991	5.3337137e-05	0.00061783968	0.00061686611	-0.0015782568
0.154	1.154	0.1232	0	0	0.79031182	0	0	0	0.8822827	0.80465932	0.00042764898	0.00024614524	8.0080772e-07	0.00016869163	-1.0612505e-07	-1.1210911e-06	7.6558079e-07	-1.6823121e-06	1.0012985e-09	-0.00014251462	5.4577776e-05	0.00062477213	0.00062378791	-0.0015778069
0.156	1.156	0.1248	0	0	0.78638034	0	0	0	0.88015574	0.80011057	0.0004333193	0.00024775383	7.8095926e-07	0.00016865874	-1.0808172e-07	-1.0960455e-06	7.483205e-07	-1.6615874e-06	1.2328229e-09	-0.00014440415	5.5832289e-05	0.00063173413	0.00063073927	-0.0015772934
0.158	1.158	0.1264	0	0	0.78242622	0	0	0	0.87801622	0.79552621	0.00043900436	0.00024938163	7.6074266e-07	0.0001686231	-1.1003571e-07	-1.0719992e-06	7.309702e-07	-1.6419647e-06	1.4454229e-09	-0.00014629859	5.7100734e-05	0.00063872628	0.00063772078	-0.0015767163
0.16	1.16	0.128	0	0	0.77844941	0	0	0	0.875864	0.79090635	0.00044470441	0.00025102909	7.401162e-07	0.00016858472	-1.1198651e-07	-1.0489414e-06	7.1350662e-07	-1.623442e-06	1.6403734e-09	-0.00014819802	5.8383172e-05	0.00064574921	0.00064473307	-0.001576075
