lambda	F11	F12	F13	F21	F22	F23	F31	F32	F33	J	P11	P12	P13	P21	P22	P23	P31	P32	P33	p	StrEn	t(1)	t(2)	d
0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-0	0	inf	inf	inf
0.002	1.002	0.0016	0	0	0.99935032	0	0	0	0.99929964	1.0006477	1.1608887e-05	6.1168615e-06	6.6718008e-08	6.0934917e-06	-1.2114403e-09	-2.4301065e-07	7.7774939e-08	-2.2909581e-07	-2.4193902e-10	-3.8691446e-06	1.6431211e-08	1.6502861e-05	1.6521609e-05	0.0011348074
0.004	1.004	0.0032	0	0	0.99868378	0	0	0	0.99858828	1.001263	2.3369352e-05	1.2323394e-05	1.3550583e-07	1.2238171e-05	-3.472878e-09	-4.9254418e-07	1.6821373e-07	-4.5324305e-07	-9.1456712e-10	-7.7883216e-06	6.6086437e-08	3.322957e-05	3.3213806e-05	-0.00047464602
0.006	1.006	0.0048	0	0	0.99799845	0	0	0	0.99786165	1.0018396	3.5193733e-05	1.8585014e-05	2.1202981e-07	1.8401306e-05	-6.6435422e-09	-7.601986e-07	2.7164715e-07	-6.90225e-07	-2.2412625e-09	-1.1728283e-05	1.4928643e-07	5.0064887e-05	5.002067e-05	-0.00088397413
0.008	1.008	0.0064	0	0	0.99728875	0	0	0	0.99711466	1.0023665	4.7023883e-05	2.4875716e-05	2.9820697e-07	2.4557357e-05	-1.0683083e-08	-1.0522272e-06	3.8987387e-07	-9.4722236e-07	-4.4436066e-09	-1.5669586e-05	2.6616912e-07	6.6930033e-05	6.6855636e-05	-0.0011127954
0.01	1.01	0.008	0	0	0.99654321	0	0	0	0.99634044	1.0028253	5.8798753e-05	3.1160499e-05	3.9568253e-07	3.0671304e-05	-1.5584942e-08	-1.3732238e-06	5.2600222e-07	-1.2286711e-06	-7.8220727e-09	-1.9591782e-05	4.1670898e-07	8.373629e-05	8.3624424e-05	-0.0013377232
0.012	1.012	0.0096	0	0	0.99573898	0	0	0	0.99552945	1.0031829	7.043483e-05	3.7380308e-05	5.070225e-07	3.6683907e-05	-2.1310115e-08	-1.7240773e-06	6.849864e-07	-1.5349438e-06	-1.2768195e-08	-2.3466917e-05	6.0066681e-07	0.00010035353	0.00010018857	-0.0016465571
0.014	1.014	0.0112	0	0	0.99483198	0	0	0	0.99466712	1.00338	8.1794998e-05	4.3431234e-05	6.3675872e-07	4.2491094e-05	-2.7639014e-08	-2.0942492e-06	8.7382435e-07	-1.8548711e-06	-1.9658892e-08	-2.7249233e-05	8.1746325e-07	0.00011656261	0.0001163165	-0.0021159169
0.016	1.016	0.0128	0	0	0.99374562	0	0	0	0.99372796	1.003313	9.263273e-05	4.9148669e-05	7.917772e-07	4.7928357e-05	-3.3867196e-08	-2.4480515e-06	1.099969e-06	-2.1528322e-06	-2.8503068e-08	-3.0856786e-05	1.0659328e-06	0.00013198665	0.0001316311	-0.002701154
0.018	1.018	0.0144	0	0	0.99237689	0	0	0	0.99267401	1.0028387	0.00010259469	5.4318467e-05	9.7633714e-07	5.2782635e-05	-3.8658552e-08	-2.7289839e-06	1.3645798e-06	-2.3750984e-06	-3.8546072e-08	-3.4172495e-05	1.3439876e-06	0.00014610105	0.00014566144	-0.0030180378
