lambda	F11	F12	F13	F21	F22	F23	F31	F32	F33	J	P11	P12	P13	P21	P22	P23	P31	P32	P33	p	StrEn	t(1)	t(2)	d
0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-0	0	inf	inf	inf
0.002	1.002	0	0	0	0.99962956	0	0	0	0.99970511	1.0013334	1.3551559e-05	-6.2903565e-08	1.6507812e-07	-7.1652689e-08	3.3035091e-09	-1.1736195e-08	1.5380767e-07	-1.6935619e-08	-6.6572303e-10	-4.5180657e-06	1.3487304e-08	1.3551043e-05	1.3580596e-05	0.0021761195
0.004	1.004	0	0	0	0.99925319	0	0	0	0.99939514	1.0026434	2.7349822e-05	-1.1626046e-07	2.9674906e-07	-1.3893379e-07	6.4011479e-09	-2.4869521e-08	2.7191634e-07	-3.6431652e-08	-9.6015486e-10	-9.118421e-06	5.4322385e-08	2.734876e-05	2.7355333e-05	0.00024028584
0.006	1.006	0	0	0	0.99887121	0	0	0	0.9990732	1.0039331	4.1314218e-05	-1.6156717e-07	4.0915521e-07	-1.9965789e-07	9.3401994e-09	-3.9294555e-08	3.7047736e-07	-5.7457265e-08	-1.1378009e-09	-1.377414e-05	1.2290864e-07	4.1312606e-05	4.1302877e-05	-0.00023555654
0.008	1.008	0	0	0	0.99848318	0	0	0	0.99874002	1.0052029	5.5402223e-05	-1.9992923e-07	5.0693771e-07	-2.5376591e-07	1.2172817e-08	-5.5330805e-08	4.545638e-07	-8.0103797e-08	-1.3164777e-09	-1.8471027e-05	2.1953389e-07	5.5400064e-05	5.5377002e-05	-0.00041645901
0.01	1.01	0	0	0	0.99808842	0	0	0	0.99839562	1.006452	6.9585408e-05	-2.3227172e-07	5.9245839e-07	-3.0171718e-07	1.4947323e-08	-7.3395306e-08	5.266519e-07	-1.047756e-07	-1.5616278e-09	-2.3199598e-05	3.4441665e-07	6.9582703e-05	6.9548191e-05	-0.00049622206
0.012	1.012	0	0	0	0.99768614	0	0	0	0.99803977	1.0076792	8.3842954e-05	-2.5935964e-07	6.6730727e-07	-3.440683e-07	1.7704662e-08	-9.379921e-08	5.8836132e-07	-1.318308e-07	-1.9115837e-09	-2.7952916e-05	4.9772666e-07	8.3839703e-05	8.3795167e-05	-0.00053147852
0.014	1.014	0	0	0	0.99727566	0	0	0	0.9976722	1.0088836	9.815914e-05	-2.8181387e-07	7.3273468e-07	-3.8134772e-07	2.0476227e-08	-1.1660395e-07	6.4095116e-07	-1.6138643e-07	-2.3841295e-09	-3.2725744e-05	6.7959731e-07	9.8155338e-05	9.8101963e-05	-0.00054407292
0.016	1.016	0	0	0	0.99685653	0	0	0	0.99729282	1.0100644	0.00011252223	-3.0013539e-07	7.8980517e-07	-4.1402561e-07	2.3282607e-08	-1.415581e-07	6.8549472e-07	-1.9323753e-07	-2.9784936e-09	-3.7514179e-05	8.9013451e-07	0.00011251788	0.00011245668	-0.00054421996
0.018	1.018	0	0	0	0.99642872	0	0	0	0.99690182	1.0112218	0.0001269239	-3.1473054e-07	8.3945817e-07	-4.4251444e-07	2.6133759e-08	-1.6812933e-07	7.2294561e-07	-2.2688491e-07	-3.6783346e-09	-4.2315452e-05	1.129424e-06	0.00012691898	0.0001268508	-0.00053754112
0.02	1.02	0	0	0	0.99599257	0	0	0	0.99649975	1.0123565	0.00014135863	-3.2593218e-07	8.8253237e-07	-4.6717583e-07	2.9030876e-08	-1.9561499e-07	7.541606e-07	-2.6164817e-07	-4.4571562e-09	-4.7127736e-05	1.3975377e-06	0.00014135315	0.00014127863	-0.00052747116
0.022	1.022	0	0	0	0.99554876	0	0	0	0.99608735	1.0134699	0.00015582308	-3.3401513e-07	9.1977619e-07	-4.8832593e-07	3.1969394e-08	-2.2327979e-07	7.7990597e-07	-2.9680862e-07	-5.284767e-09	-5.1949922e-05	1.6945386e-06	0.00015581704	0.00015573666	-0.00051611989
0.024	1.024	0	0	0	0.99509814	0	0	0	0.99566551	1.0145637	0.00017031532	-3.3920699e-07	9.5185408e-07	-5.062389e-07	3.4942037e-08	-2.5046616e-07	8.0086042e-07	-3.3172455e-07	-6.1325789e-09	-5.6781377e-05	2.0204843e-06	0.0001703087	0.0001702228	-0.0005046786
0.026	1.026	0	0	0	0.99464159	0	0	0	0.99523507	1.0156396	0.00018483423	-3.4169594e-07	9.7935302e-07	-5.211501e-07	3.7941053e-08	-2.7665117e-07	8.1761991e-07	-3.6589138e-07	-6.9765471e-09	-6.1621731e-05	2.3754297e-06	0.00018482703	0.00018473583	-0.00049372598
0.028	1.028	0	0	0	0.99417993	0	0	0	0.99479674	1.0166991	0.00019937903	-3.4163697e-07	1.00279e-06	-5.3325974e-07	4.095941e-08	-3.0145625e-07	8.3070513e-07	-3.9895286e-07	-7.7979341e-09	-6.6470732e-05	2.7594276e-06	0.00019937126	0.00019927491	-0.00048348166
0.03	1.03	0	0	0	0.99371392	0	0	0	0.99435107	1.0177435	0.00021394904	-3.3915678e-07	1.0226199e-06	-5.42737e-07	4.3991172e-08	-3.2462922e-07	8.4057041e-07	-4.3068343e-07	-8.5827363e-09	-7.1328149e-05	3.1725294e-06	0.00021394067	0.00021383932	-0.00047398705
0.032	1.032	0	0	0	0.99324414	0	0	0	0.99389842	1.0187737	0.00022854346	-3.3435804e-07	1.0392434e-06	-5.4972416e-07	4.7031384e-08	-3.4601661e-07	8.4761274e-07	-4.6096041e-07	-9.3205726e-09	-7.6193724e-05	3.6147849e-06	0.0002285345	0.00022842823	-0.00046521313
0.034	1.034	0	0	0	0.99277112	0	0	0	0.99343894	1.0197902	0.00024316135	-3.2732267e-07	1.0530139e-06	-5.543404e-07	5.0075741e-08	-3.6553669e-07	8.5217991e-07	-4.8973678e-07	-1.000352e-08	-8.1067142e-05	4.0862423e-06	0.00024315179	0.00024304069	-0.0004571154
0.036	1.036	0	0	0	0.99229525	0	0	0	0.99297256	1.0207935	0.00025780155	-3.1811471e-07	1.0642438e-06	-5.5668509e-07	5.3120176e-08	-3.8315755e-07	8.5457768e-07	-5.1701913e-07	-1.0625108e-08	-8.5948014e-05	4.5869477e-06	0.00025779137	0.00025767551	-0.00044965781
0.038	1.038	0	0	0	0.99181685	0	0	0	0.99249899	1.0217836	0.00027246261	-3.0678239e-07	1.0732097e-06	-5.5684053e-07	5.6160452e-08	-3.9888106e-07	8.5507577e-07	-5.428516e-07	-1.117952e-08	-9.0835865e-05	5.1169443e-06	0.00027245182	0.00027233122	-0.00044282132
0.04	1.04	0	0	0	0.99133617	0	0	0	0.99201768	1.0227599	0.00028714281	-2.9336003e-07	1.0801573e-06	-5.5487421e-07	5.9191756e-08	-4.1273212e-07	8.5391292e-07	-5.6730522e-07	-1.1660981e-08	-9.5730114e-05	5.6762726e-06	0.00028713139	0.00028700608	-0.00043660599
0.042	1.042	0	0	0	0.99085341	0	0	0	0.9915278	1.023722	0.00030184001	-2.778694e-07	1.0853045e-06	-5.5084064e-07	6.2208304e-08	-4.2475219e-07	8.5130111e-07	-5.9047161e-07	-1.206328e-08	-0.00010063005	6.2649687e-06	0.00030182795	0.0003016979	-0.00043103065
0.044	1.044	0	0	0	0.99036871	0	0	0	0.99102816	1.0246685	0.00031655159	-2.6032108e-07	1.0888455e-06	-5.4478292e-07	6.5202926e-08	-4.3499639e-07	8.4742915e-07	-6.1246017e-07	-1.2379401e-08	-0.0001055348	6.8830642e-06	0.00031653888	0.00031640405	-0.00042613172
