lambda	F11	F12	F13	F21	F22	F23	F31	F32	F33	J	P11	P12	P13	P21	P22	P23	P31	P32	P33	p	StrEn	t(1)	t(2)	d
0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-0	0	inf	inf	inf
0.002	1.002	0	0	0	1.002	0	0	0	0.99717365	1.0011663	5.5538879e-06	-5.2621592e-08	-5.7460084e-08	-4.8952273e-08	5.6336965e-06	-6.5162024e-08	-5.1908996e-08	-6.3526791e-08	1.3425412e-09	-3.7296423e-06	1.1212251e-08	1.1185458e-05	1.060028e-05	-0.055203982
0.004	1.004	0	0	0	1.004	0	0	0	0.9936642	1.0016294	9.5014537e-06	-5.5486743e-08	-1.1123021e-07	-4.8330384e-08	9.69771e-06	-1.3572057e-07	-9.9218304e-08	-1.3109951e-07	3.6084108e-09	-6.400924e-06	4.2401121e-08	1.919245e-05	1.8916106e-05	-0.014608909
0.006	1.006	0	0	0	1.006	0	0	0	0.98973149	1.0016439	1.2467398e-05	-1.6995514e-08	-1.6335953e-07	-7.0693011e-09	1.2777381e-05	-2.1177479e-07	-1.4613982e-07	-2.0421591e-07	4.8236148e-09	-8.4165342e-06	8.6876677e-08	2.5235211e-05	2.5215305e-05	-0.00078943636
0.008	1.008	0	0	0	1.008	0	0	0	0.98573032	1.0015651	1.5381298e-05	3.2309995e-08	-2.1523066e-07	4.4542892e-08	1.5795982e-05	-2.884892e-07	-1.9319989e-07	-2.7738851e-07	5.6619262e-09	-1.0394314e-05	1.4326234e-07	3.1165897e-05	3.115768e-05	-0.00026372984
0.01	1.01	0	0	0	1.01	0	0	0	0.9816901	1.0014221	1.8307078e-05	8.7334493e-08	-2.6675381e-07	1.0141636e-07	1.8814956e-05	-3.6550314e-07	-2.4000075e-07	-3.500767e-07	6.3066918e-09	-1.2376114e-05	2.115074e-07	3.7109242e-05	3.709916e-05	-0.00027175628
0.012	1.012	0	0	0	1.012	0	0	0	0.97761683	1.0012204	2.125172e-05	1.4606627e-07	-3.1800008e-07	1.6164053e-07	2.1841962e-05	-4.4273898e-07	-2.8641304e-07	-4.2213858e-07	6.8281937e-09	-1.4366837e-05	2.9165898e-07	4.3079722e-05	4.3066664e-05	-0.00030320941
0.014	1.014	0	0	0	1.014	0	0	0	0.97351238	1.0009615	2.4214767e-05	2.0747257e-07	-3.6901776e-07	2.2426716e-07	2.4877834e-05	-5.2015716e-07	-3.3235112e-07	-4.9350256e-07	7.2612747e-09	-1.6366621e-05	3.8377405e-07	4.9077644e-05	4.9061909e-05	-0.00032070517
0.016	1.016	0	0	0	1.016	0	0	0	0.96937737	1.0006456	2.7194544e-05	2.7094537e-07	-4.198328e-07	2.8875286e-07	2.7922236e-05	-5.9772397e-07	-3.7774775e-07	-5.6411536e-07	7.6265048e-09	-1.8374802e-05	4.8790662e-07	5.5100954e-05	5.5083002e-05	-0.00032591694
0.018	1.018	0	0	0	1.018	0	0	0	0.96521194	1.0002723	3.0189381e-05	3.3609372e-07	-4.7045452e-07	3.5475511e-07	3.0974695e-05	-6.7540489e-07	-4.2254657e-07	-6.339295e-07	7.9373922e-09	-2.0390671e-05	6.0410606e-07	6.1147484e-05	6.112773e-05	-0.00032316788
