lambda	F11	F12	F13	F21	F22	F23	F31	F32	F33	J	P11	P12	P13	P21	P22	P23	P31	P32	P33	p	StrEn	t(1)	t(2)	d
0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-0	0	inf	inf	inf
-0.002	0.998	0	0	0	0.998	0	0	0	1.0000065	0.99601044	-1.5062435e-05	1.9595281e-08	-1.8225922e-08	3.023253e-08	-1.346515e-05	-1.0135296e-07	-1.3744283e-08	-1.1012667e-07	-1.7478015e-09	9.5097775e-06	2.8595544e-08	-2.8527579e-05	-2.8439659e-05	-0.0030914601
-0.004	0.996	0	0	0	0.996	0	0	0	1.0000125	0.99202839	-2.9993894e-05	4.3102402e-08	-3.6830915e-08	6.5998091e-08	-2.656418e-05	-2.0755347e-07	-2.7541171e-08	-2.2689622e-07	-3.5734534e-09	1.8853883e-05	1.1375864e-07	-5.6558064e-05	-5.6444361e-05	-0.0020144273
-0.006	0.994	0	0	0	0.994	0	0	0	1.0000179	0.98805373	-4.4751087e-05	7.1946728e-08	-5.5745444e-08	1.090376e-07	-3.9209443e-05	-3.1806887e-07	-4.1251405e-08	-3.5007345e-07	-5.4821405e-09	2.7988671e-05	2.5437299e-07	-8.3960516e-05	-8.3816962e-05	-0.0017127056
-0.008	0.992	0	0	0	0.992	0	0	0	1.0000227	0.98408635	-5.9272824e-05	1.0810781e-07	-7.4871898e-08	1.6171597e-07	-5.1294645e-05	-4.318625e-07	-5.4689147e-08	-4.7896885e-07	-7.4753673e-09	3.6858315e-05	4.4902649e-07	-0.00011056745	-0.00011038983	-0.0016090364
-0.01	0.99	0	0	0	0.99	0	0	0	1.0000267	0.98012612	-7.3472337e-05	1.5424878e-07	-9.4077106e-08	2.2715347e-07	-6.2696598e-05	-5.4722668e-07	-6.7613151e-08	-6.1226582e-07	-9.5479003e-09	4.5392828e-05	6.9593231e-07	-0.00013616892	-0.00013595365	-0.0015833967
-0.012	0.988	0	0	0	0.988	0	0	0	1.0000297	0.97617298	-8.722743e-05	2.1373972e-07	-1.1318416e-07	3.092322e-07	-7.3282555e-05	-6.6166977e-07	-7.972302e-08	-7.4788541e-07	-1.1683772e-08	5.3507223e-05	9.9284109e-07	-0.00016050997	-0.00016025546	-0.0015881484
-0.014	0.986	0	0	0	0.986	0	0	0	1.0000318	0.97222691	-0.00010037003	2.903873e-07	-1.3196491e-07	4.1226983e-07	-8.2925194e-05	-7.7196703e-07	-9.0669023e-08	-8.8298537e-07	-1.3852187e-08	6.1103025e-05	1.3369542e-06	-0.00018329521	-0.00018300386	-0.0015920332
-0.016	0.984	0	0	0	0.984	0	0	0	1.000033	0.96828797	-0.00011268063	3.8760186e-07	-1.5013604e-07	5.400636e-07	-9.1524859e-05	-8.7450386e-07	-1.0008791e-07	-1.0142046e-06	-1.6005334e-08	6.8073832e-05	1.7248565e-06	-0.00020420548	-0.00020388646	-0.0015646973
-0.018	0.982	0	0	0	0.982	0	0	0	1.0000335	0.96435632	-0.00012389947	5.0683078e-07	-1.6736339e-07	6.9411572e-07	-9.903419e-05	-9.6596735e-07	-1.0767358e-07	-1.1381995e-06	-1.8081102e-08	7.4317246e-05	2.1525e-06	-0.00022293365	-0.00022260603	-0.001471782
