lambda	F11	F12	F13	F21	F22	F23	F31	F32	F33	J	P11	P12	P13	P21	P22	P23	P31	P32	P33	p	StrEn	t(1)	t(2)	d
0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-0	0	inf	inf	inf
-0.002	0.998	-0.0016	0	-0	1.0001665	-0	-0	-0	1.000304	0.99846955	-6.9236008e-06	-4.7476724e-07	4.1130128e-08	-5.0283992e-07	-4.6558791e-09	2.6333811e-08	6.7876338e-08	5.8984455e-08	2.7597756e-09	2.308499e-06	7.8466885e-09	-7.3033057e-06	-6.8442267e-06	-0.06707536
-0.004	0.996	-0.0032	0	-0	1.0002592	-0	-0	-0	1.0002794	0.99653649	-1.1833058e-05	-3.5283695e-07	4.1312813e-08	-4.4317857e-07	-8.9809635e-09	3.6998618e-08	9.2880539e-08	1.0467997e-07	9.8407454e-09	3.9440661e-06	2.7376907e-08	-1.211484e-05	-1.2033285e-05	-0.0067774917
-0.006	0.994	-0.0048	0	-0	1.0003272	-0	-0	-0	1.0002525	0.99457632	-1.6119741e-05	-2.3806245e-07	5.9299266e-08	-3.6120606e-07	-1.2475161e-08	4.5848233e-08	1.2645511e-07	1.3846682e-07	1.4016455e-08	5.3727333e-06	5.5979827e-08	-1.6309642e-05	-1.6153474e-05	-0.009667751
-0.008	0.992	-0.0064	0	-0	1.0003792	-0	-0	-0	1.0002295	0.99260391	-1.932388e-05	-1.4233484e-07	7.7861347e-08	-2.8851318e-07	-1.5616619e-08	5.5222074e-08	1.5815677e-07	1.697107e-07	1.741962e-08	6.4406922e-06	9.1990804e-08	-1.9437228e-05	-1.9262602e-05	-0.0090655037
-0.01	0.99	-0.008	0	-0	1.0004143	-0	-0	-0	1.0002112	0.99061936	-2.1305867e-05	-6.7844934e-08	9.0194458e-08	-2.3053394e-07	-1.8420456e-08	6.2418953e-08	1.8375902e-07	1.9691205e-07	2.0477535e-08	7.1012701e-06	1.3303024e-07	-2.1359719e-05	-2.125995e-05	-0.0046928057
-0.012	0.988	-0.0096	0	-0	1.0004354	-0	-0	-0	1.0001972	0.98862505	-2.2464779e-05	-9.6400366e-09	9.5914422e-08	-1.8514991e-07	-2.0939482e-08	6.6599336e-08	2.0257817e-07	2.1954492e-07	2.3320014e-08	7.4874663e-06	1.7703061e-07	-2.2472174e-05	-2.2438222e-05	-0.0015131284
-0.014	0.986	-0.0112	0	-0	1.0004464	-0	-0	-0	1.0001857	0.98662335	-2.3189885e-05	3.6913235e-08	9.7737049e-08	-1.4952081e-07	-2.324837e-08	6.8600043e-08	2.1672076e-07	2.3869441e-07	2.5983537e-08	7.72905e-06	2.2278313e-07	-2.3160133e-05	-2.3157956e-05	-9.4028945e-05
-0.016	0.984	-0.0128	0	-0	1.0004498	-0	-0	-0	1.0001759	0.98461579	-2.3685518e-05	7.5124101e-08	9.7557574e-08	-1.2114643e-07	-2.5396921e-08	6.9268343e-08	2.2794949e-07	2.5540389e-07	2.8490109e-08	7.8941417e-06	2.6966243e-07	-2.3625283e-05	-2.3636599e-05	0.0004787364
-0.018	0.982	-0.0144	0	-0	1.0004471	-0	-0	-0	1.0001673	0.98260337	-2.4049686e-05	1.0734471e-07	9.63537e-08	-9.8039064e-08	-2.7416671e-08	6.9136867e-08	2.3731391e-07	2.7036208e-07	3.0859586e-08	8.0154144e-06	3.1732952e-07	-2.3963754e-05	-2.3980557e-05	0.00070069925
-0.02	0.98	-0.016	0	-0	1.0004393	-0	-0	-0	1.0001593	0.98058674	-2.4332258e-05	1.3521213e-07	9.4626317e-08	-7.8747066e-08	-2.9329379e-08	6.8518809e-08	2.454265e-07	2.8401108e-07	3.3109557e-08	8.1094925e-06	3.6558466e-07	-2.4224108e-05	-2.4242847e-05	0.00077295614
-0.022	0.978	-0.0176	0	-0	1.0004271	-0	-0	-0	1.0001519	0.97856634	-2.4560739e-05	1.5985514e-07	9.2645345e-08	-6.2248938e-08	-3.1151083e-08	6.7601789e-08	2.5266099e-07	2.966457e-07	3.5255009e-08	8.1855452e-06	4.1430091e-07	-2.4432951e-05	-2.4451982e-05	0.00077828335
-0.024	0.976	-0.0192	0	-0	1.0004108	-0	-0	-0	1.000145	0.97654249	-2.4751441e-05	1.8205799e-07	9.0563906e-08	-4.7829403e-08	-3.2894078e-08	6.6502564e-08	2.5925753e-07	3.0847173e-07	3.7308476e-08	8.2490089e-06	4.6339258e-07	-2.4605966e-05	-2.4624511e-05	0.0007531044
-0.026	0.974	-0.0208	0	-0	1.0003908	-0	-0	-0	1.0001383	0.9745154	-2.491463e-05	2.0237495e-07	8.8472412e-08	-3.4982093e-08	-3.456804e-08	6.5296791e-08	2.6537782e-07	3.1963877e-07	3.92804e-08	8.3033058e-06	5.1279895e-07	-2.4752978e-05	-2.4770677e-05	0.00071452165
-0.028	0.972	-0.0224	0	-0	1.0003673	-0	-0	-0	1.0001319	0.97248526	-2.5057095e-05	2.2120617e-07	8.642573e-08	-2.3342148e-08	-3.6180738e-08	6.4035404e-08	2.7113515e-07	3.3025943e-07	4.1179499e-08	8.3506986e-06	5.6247529e-07	-2.4880456e-05	-2.4897162e-05	0.00067098104
-0.03	0.97	-0.024	0	-0	1.0003404	-0	-0	-0	1.0001257	0.97045219	-2.5183511e-05	2.3884686e-07	8.4457651e-08	-1.2641417e-08	-3.7738511e-08	6.2753898e-08	2.7661157e-07	3.4042088e-07	4.30131e-08	8.3927454e-06	6.123876e-07	-2.499284e-05	-2.5008515e-05	0.00062679146
-0.032	0.968	-0.0256	0	-0	1.0003103	-0	-0	-0	1.0001197	0.96841628	-2.5297207e-05	2.555195e-07	8.2589011e-08	-2.6788751e-09	-3.9246606e-08	6.1477804e-08	2.8186823e-07	3.5019234e-07	4.4787402e-08	8.4305553e-06	6.6250935e-07	-2.509328e-05	-2.5107948e-05	0.00058417633
