lambda	F11	F12	F13	F21	F22	F23	F31	F32	F33	J	P11	P12	P13	P21	P22	P23	P31	P32	P33	p	StrEn	t(1)	t(2)	d
0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-0	0	inf	inf	inf
0.002	1.002	0	0	0	1	0	0	0	0.99899642	1.0009944	5.0709526e-06	-1.1828364e-08	-8.9379253e-08	-1.0983897e-08	1.3561679e-06	-8.4755849e-08	-9.5093413e-08	-8.0999265e-08	4.6415916e-09	-2.1439207e-06	5.0188692e-09	5.0686074e-06	5.0876593e-06	0.0037447273
0.004	1.004	0	0	0	1	0	0	0	0.99797901	1.0019709	1.0330927e-05	-2.0077012e-08	-1.7086812e-07	-1.8236828e-08	2.7866358e-06	-1.7806343e-07	-1.8331669e-07	-1.6430357e-07	9.1721208e-09	-4.3755782e-06	2.0350637e-08	1.0326234e-05	1.0316852e-05	-0.00090937594
0.006	1.006	0	0	0	1	0	0	0	0.99695001	1.0029317	1.5700731e-05	-2.469994e-08	-2.4684417e-07	-2.1574071e-08	4.2753325e-06	-2.8097319e-07	-2.6535422e-07	-2.5455968e-07	1.3758648e-08	-6.6632739e-06	4.6286278e-08	1.5693614e-05	1.5664609e-05	-0.0018516291
0.008	1.008	0	0	0	1	0	0	0	0.99591019	1.0038775	2.1149546e-05	-2.7695729e-08	-3.1899135e-07	-2.306514e-08	5.8141135e-06	-3.943427e-07	-3.4253824e-07	-3.5354798e-07	1.8481889e-08	-8.9940472e-06	8.3009075e-08	2.1139888e-05	2.109383e-05	-0.0021834705
0.01	1.01	0	0	0	1	0	0	0	0.99485961	1.0048082	2.6663062e-05	-3.0516887e-08	-3.8865181e-07	-2.4171505e-08	7.3982184e-06	-5.1967617e-07	-4.1608401e-07	-4.6298978e-07	2.3387495e-08	-1.1361556e-05	1.306616e-07	2.6650711e-05	2.6588486e-05	-0.0023403135
0.012	1.012	0	0	0	1	0	0	0	0.99379769	1.0057233	3.2231098e-05	-3.4180911e-08	-4.5680506e-07	-2.5867136e-08	9.0252892e-06	-6.5931097e-07	-4.8688644e-07	-5.8514063e-07	2.8508723e-08	-1.3761632e-05	1.8936302e-07	3.221587e-05	3.2138071e-05	-0.0024207823
0.014	1.014	0	0	0	1	0	0	0	0.99272307	1.0066212	3.7844577e-05	-3.9422896e-08	-5.2419233e-07	-2.8804469e-08	1.069515e-05	-8.1680754e-07	-5.5561113e-07	-7.232873e-07	3.3867513e-08	-1.6191198e-05	2.5921388e-07	3.782625e-05	3.7733431e-05	-0.0024598688
0.016	1.016	0	0	0	1	0	0	0	0.99163318	1.0074993	4.349359e-05	-4.6814109e-08	-5.9139333e-07	-3.3427282e-08	1.2410419e-05	-9.9865288e-07	-6.2278898e-07	-8.834788e-07	3.9451056e-08	-1.864782e-05	3.4029674e-07	4.3471873e-05	4.3364661e-05	-0.002472325
0.018	1.018	0	0	0	1	0	0	0	0.99052119	1.0083506	4.9161151e-05	-5.6869957e-08	-6.5859168e-07	-4.0019223e-08	1.4181627e-05	-1.2251623e-06	-6.8880037e-07	-1.0855486e-06	4.5034583e-08	-2.1129271e-05	4.3267253e-07	4.9134142e-05	4.8998725e-05	-0.0027636761
0.02	1.02	0	0	0	1	0	0	0	0.9892342	1.0090189	5.455318e-05	-7.0573687e-08	-7.1502267e-07	-4.8745269e-08	1.6278199e-05	-1.6952149e-06	-7.4848534e-07	-1.533408e-06	4.6403727e-08	-2.3625927e-05	5.3629164e-07	5.4515851e-05	5.4197151e-05	-0.0058803844
0.022	1.022	0	0	0	1	0	0	0	0.98730343	1.0090241	5.8767841e-05	-8.8697026e-08	-7.3551769e-07	-6.2961843e-08	1.9549227e-05	-2.2261603e-06	-7.8247161e-07	-2.0583281e-06	4.0668004e-08	-2.6119245e-05	6.4946113e-07	5.8727665e-05	5.8634208e-05	-0.0015939027
0.024	1.024	0	0	0	1	0	0	0	0.98528257	1.0089293	6.2860364e-05	-1.0800899e-07	-7.548923e-07	-7.9529359e-08	2.299441e-05	-2.5497424e-06	-8.1281051e-07	-2.3758959e-06	3.6934222e-08	-2.8630569e-05	7.7082847e-07	6.2822877e-05	6.2726176e-05	-0.0015416302
0.026	1.026	0	0	0	1	0	0	0	0.98324358	1.0088079	6.6968037e-05	-1.2814048e-07	-7.7533765e-07	-9.7182428e-08	2.6476428e-05	-2.7947552e-06	-8.4265999e-07	-2.6142105e-06	3.4174389e-08	-3.1159546e-05	9.0036583e-07	6.6933096e-05	6.6823607e-05	-0.0016384761
0.028	1.028	0	0	0	1	0	0	0	0.98119287	1.0086663	7.1101921e-05	-1.4902567e-07	-7.9666032e-07	-1.1564732e-07	2.9980469e-05	-2.9967298e-06	-8.7230014e-07	-2.8090075e-06	3.1964538e-08	-3.3704785e-05	1.0381229e-06	7.1069065e-05	7.0947722e-05	-0.0017103143
0.03	1.03	0	0	0	1	0	0	0	0.979132	1.008506	7.5263798e-05	-1.7060944e-07	-8.1869861e-07	-1.3478576e-07	3.3501456e-05	-3.1705328e-06	-9.0178161e-07	-2.9752702e-06	3.0115163e-08	-3.6265123e-05	1.1841567e-06	7.5232694e-05	7.5100454e-05	-0.0017608402
