lambda	F11	F12	F13	F21	F22	F23	F31	F32	F33	J	P11	P12	P13	P21	P22	P23	P31	P32	P33	p	StrEn	t(1)	t(2)	d
0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-0	0	inf	inf	inf
-0.002	0.998	0	0	0	0.998	0	0	0	0.998	0.99401199	-3.2178772e-05	-2.6079068e-07	-2.1540833e-07	-2.4987476e-07	-3.2347612e-05	-1.1314839e-07	-2.1403394e-07	-1.3776963e-07	-3.2157734e-05	3.2228039e-05	9.7525069e-08	-9.6684118e-05	-9.4717387e-05	-0.020764205
-0.004	0.996	0	0	0	0.996	0	0	0	0.996	0.98804794	-6.0653949e-05	-3.5435705e-07	-1.5259397e-07	-3.3721113e-07	-6.093707e-05	-4.9018446e-07	-1.5399767e-07	-5.3807417e-07	-6.0177485e-05	6.0589502e-05	3.7886955e-07	-0.0001817685	-0.00017826999	-0.019624805
-0.006	0.994	0	0	0	0.994	0	0	0	0.994	0.98210778	-8.1607203e-05	-7.9512833e-07	5.8567416e-07	-7.8053441e-07	-8.3205084e-05	-1.7855137e-06	5.7803256e-07	-1.8464702e-06	-8.2236248e-05	8.2349512e-05	8.1060503e-07	-0.00024704854	-0.00024158162	-0.022629677
-0.008	0.992	0	0	0	0.992	0	0	0	0.992	0.97619149	-9.2601809e-05	-2.01932e-06	2.6222749e-06	-2.0025315e-06	-9.5128387e-05	-3.9347882e-06	2.611595e-06	-4.0151557e-06	-9.4381702e-05	9.4037299e-05	1.345196e-06	-0.0002821119	-0.00027868502	-0.012296614
-0.01	0.99	0	0	0	0.99	0	0	0	0.99	0.970299	-9.7277407e-05	-2.6672401e-06	3.5104798e-06	-2.6507478e-06	-0.00010011956	-5.0698733e-06	3.4939014e-06	-5.1710826e-06	-9.9082411e-05	9.882646e-05	1.9253451e-06	-0.00029647938	-0.00029542566	-0.0035667972
-0.012	0.988	0	0	0	0.988	0	0	0	0.988	0.96443027	-0.0001000741	-2.9126546e-06	3.7430545e-06	-2.8980529e-06	-0.00010306178	-5.4473738e-06	3.7194627e-06	-5.5662006e-06	-0.00010139344	0.00010150977	2.5268987e-06	-0.00030452931	-0.00030400419	-0.0017273616
-0.014	0.986	0	0	0	0.986	0	0	0	0.986	0.95858526	-0.00010196664	-2.9931047e-06	3.7793908e-06	-2.9804999e-06	-0.00010499736	-5.5144557e-06	3.7484686e-06	-5.6490655e-06	-0.00010274126	0.00010323509	3.1413618e-06	-0.00030970527	-0.00030937753	-0.0010593341
-0.016	0.984	0	0	0	0.984	0	0	0	0.984	0.9527639	-0.00010332803	-3.0002515e-06	3.7260071e-06	-2.9893358e-06	-0.00010630954	-5.4557855e-06	3.6877256e-06	-5.6051376e-06	-0.00010363536	0.00010442431	3.7644088e-06	-0.00031327292	-0.00031304498	-0.00072813931
-0.018	0.982	0	0	0	0.982	0	0	0	0.982	0.94696617	-0.0001043617	-2.9736497e-06	3.6282083e-06	-2.9641029e-06	-0.00010722783	-5.3445135e-06	3.5826914e-06	-5.5078218e-06	-0.00010429481	0.00010529478	4.3935418e-06	-0.00031588434	-0.00031570943	-0.00055403101
-0.02	0.98	0	0	0	0.98	0	0	0	0.98	0.941192	-0.00010518421	-2.9316815e-06	3.5108043e-06	-2.9232677e-06	-0.00010789813	-5.2119627e-06	3.4582485e-06	-5.3885286e-06	-0.00010482002	0.00010596745	5.0272465e-06	-0.00031790236	-0.00031775561	-0.00046182718
-0.022	0.978	0	0	0	0.978	0	0	0	0.978	0.93544135	-0.00010586411	-2.8832418e-06	3.3875399e-06	-2.8758016e-06	-0.00010841072	-5.0724888e-06	3.3281682e-06	-5.2616694e-06	-0.00010526048	0.00010651177	5.6645642e-06	-0.00031953531	-0.00031940335	-0.00041314376
-0.024	0.976	0	0	0	0.976	0	0	0	0.976	0.92971418	-0.00010644347	-2.8327927e-06	3.2657166e-06	-2.8262173e-06	-0.00010882065	-4.9329892e-06	3.1997551e-06	-5.1341965e-06	-0.00010564294	0.00010696902	6.3048599e-06	-0.00032090705	-0.0003207826	-0.00038797035
-0.026	0.974	0	0	0	0.974	0	0	0	0.974	0.92401042	-0.00010694923	-2.7826362e-06	3.1489836e-06	-2.7768483e-06	-0.00010916174	-4.7968421e-06	3.0766502e-06	-5.0095421e-06	-0.0001059832	0.00010736472	6.9476946e-06	-0.00032209417	-0.00032197317	-0.00037581043
-0.028	0.972	0	0	0	0.972	0	0	0	0.972	0.91833005	-0.00010739944	-2.7339755e-06	3.0389769e-06	-2.7289176e-06	-0.00010945518	-4.665664e-06	2.9604771e-06	-4.889373e-06	-0.00010629139	0.00010771534	7.5927526e-06	-0.00032314602	-0.00032302616	-0.00037104247
-0.03	0.97	0	0	0	0.97	0	0	0	0.97	0.912673	-0.00010780662	-2.6874328e-06	2.9362442e-06	-2.6830623e-06	-0.00010971466	-4.5401515e-06	2.8517701e-06	-4.7744291e-06	-0.00010657435	0.00010803187	8.2397992e-06	-0.00032409562	-0.00032397558	-0.00037054984
-0.032	0.968	0	0	0	0.968	0	0	0	0.968	0.90703923	-0.0001081797	-2.6433168e-06	2.8407533e-06	-2.6396039e-06	-0.00010994923	-4.4205086e-06	2.7504849e-06	-4.6649495e-06	-0.00010683694	0.00010832196	8.8886549e-06	-0.00032496587	-0.00032484486	-0.0003725193
-0.034	0.966	0	0	0	0.966	0	0	0	0.966	0.9014287	-0.00010852528	-2.6017654e-06	2.7521658e-06	-2.5986942e-06	-0.00011016509	-4.3066762e-06	2.656273e-06	-4.5609013e-06	-0.0001070827	0.00010859103	9.5391787e-06	-0.00032577308	-0.00032565069	-0.00037581602
-0.036	0.964	0	0	0	0.964	0	0	0	0.964	0.89584134	-0.00010884828	-2.5628281e-06	2.6699775e-06	-2.5604003e-06	-0.00011036657	-4.1984602e-06	2.568624e-06	-4.4621061e-06	-0.00010731432	0.00010884306	1.0191258e-05	-0.00032652918	-0.00032640527	-0.0003796319
-0.038	0.962	0	0	0	0.962	0	0	0	0.962	0.89027713	-0.00010915251	-2.5265162e-06	2.5935767e-06	-2.5247586e-06	-0.00011055675	-4.0956085e-06	2.4869251e-06	-4.3683131e-06	-0.00010753383	0.00010908103	1.08448e-05	-0.0003272431	-0.00032711773	-0.00038324242
-0.04	0.96	0	0	0	0.96	0	0	0	0.96	0.884736	-0.00010944094	-2.4928406e-06	2.5222393e-06	-2.4918203e-06	-0.00011073782	-3.9978622e-06	2.4104588e-06	-4.2792436e-06	-0.00010774281	0.00010930719	1.1499729e-05	-0.00032792157	-0.00032779512	-0.00038574844
-0.042	0.958	0	0	0	0.958	0	0	0	0.958	0.87921791	-0.00010971594	-2.4618538e-06	2.4550433e-06	-2.4617089e-06	-0.00011091126	-3.9050052e-06	2.3383259e-06	-4.1946226e-06	-0.0001079425	0.00010952323	1.215598e-05	-0.00032856969	-0.00032844304	-0.00038562184
-0.044	0.956	0	0	0	0.956	0	0	0	0.956	0.87372282	-0.00010997948	-2.4337241e-06	2.3906262e-06	-2.4347316e-06	-0.00011107775	-3.8169405e-06	2.2692184e-06	-4.1142127e-06	-0.00010813392	0.00010973038	1.2813501e-05	-0.00032919115	-0.00032906622	-0.00037963414
-0.046	0.954	0	0	0	0.954	0	0	0	0.954	0.86825066	-0.00011023334	-2.4089159e-06	2.3265408e-06	-2.4116566e-06	-0.0001112365	-3.7338772e-06	2.2008211e-06	-4.0378889e-06	-0.00010831801	0.00010992929	1.3472245e-05	-0.00032978786	-0.00032966898	-0.00036057908
-0.048	0.952	0	0	0	0.952	0	0	0	0.952	0.86280141	-0.00011047966	-2.3886357e-06	2.2577798e-06	-2.3943951e-06	-0.00011138214	-3.6568437e-06	2.1284536e-06	-3.9658713e-06	-0.00010849625	0.00011011935	1.4132177e-05	-0.00033035805	-0.00033025236	-0.00032001842
-0.05	0.95	0	0	0	0.95	0	0	0	0.95	0.857375	-0.00011072202	-2.3749429e-06	2.1775412e-06	-2.3861068e-06	-0.00011149752	-3.5881764e-06	2.045881e-06	-3.8991843e-06	-0.00010867219	0.00011029724	1.4793255e-05	-0.00033089172	-0.00033080127	-0.00027342764
-0.052	0.948	0	0	0	0.948	0	0	0	0.948	0.85197139	-0.00011096361	-2.3669658e-06	2.0920997e-06	-2.3852723e-06	-0.00011156838	-3.5278762e-06	1.959244e-06	-3.8384738e-06	-0.00010884988	0.00011046062	1.5455382e-05	-0.00033138186	-0.00033129725	-0.00025537484
