lambda	F11	F12	F13	F21	F22	F23	F31	F32	F33	J	P11	P12	P13	P21	P22	P23	P31	P32	P33	p	StrEn	t(1)	t(2)	d
0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-0	0	inf	inf	inf
0.002	1.002	0	0	0	0.9992769	0	0	0	0.99932204	1.0005966	5.7731584e-06	1.4573249e-07	-3.9751307e-08	1.4129571e-07	-1.5060202e-09	-3.2680455e-08	-4.0864052e-08	-3.531635e-08	-2.401619e-09	-1.9230836e-06	5.7101969e-09	5.774544e-06	5.8083649e-06	0.0058227875
0.004	1.004	0	0	0	0.99853368	0	0	0	0.99861172	1.001136	1.1776914e-05	2.7511166e-07	-6.3214483e-08	2.6504157e-07	-3.7170908e-09	-5.5157854e-08	-6.3296148e-08	-6.2963297e-08	-5.2572922e-09	-3.9226466e-06	2.323346e-08	1.1780251e-05	1.1774739e-05	-0.00046811176
0.006	1.006	0	0	0	0.99776054	0	0	0	0.9978555	1.0015946	1.7798876e-05	3.9195707e-07	-7.412249e-08	3.751808e-07	-6.6696733e-09	-5.5875433e-08	-7.2875374e-08	-7.0938541e-08	-8.8242659e-09	-5.9277941e-06	5.2809153e-08	1.7805052e-05	1.7761277e-05	-0.002464634
0.008	1.008	0	0	0	0.99693074	0	0	0	0.99702373	1.0019153	2.362824e-05	4.9254496e-07	-7.7509617e-08	4.6830426e-07	-1.0309935e-08	-1.4777148e-08	-7.5613203e-08	-3.9231579e-08	-1.3374358e-08	-7.8681852e-06	9.4278569e-08	2.3638714e-05	2.3554816e-05	-0.0035617915
0.01	1.01	0	0	0	0.99600172	0	0	0	0.99607885	1.0020172	2.902599e-05	5.7121145e-07	-7.9292138e-08	5.3964315e-07	-1.4143268e-08	7.8294775e-08	-7.7562154e-08	4.2962387e-08	-1.856166e-08	-9.6644283e-06	1.4702842e-07	2.9042351e-05	2.8943684e-05	-0.0034089394
0.012	1.012	0	0	0	0.9949278	0	0	0	0.99502407	1.0018568	3.3860413e-05	6.2437093e-07	-8.3853423e-08	5.8667074e-07	-1.7545109e-08	2.0181071e-07	-8.1996941e-08	1.5585315e-07	-2.3015898e-08	-1.1273284e-05	2.100533e-07	3.3883084e-05	3.380328e-05	-0.0023608329
0.014	1.014	0	0	0	0.99370401	0	0	0	0.99389037	1.0014597	3.8181626e-05	6.5384368e-07	-9.2601101e-08	6.1141199e-07	-2.0609607e-08	3.2975447e-07	-8.9211236e-08	2.7522165e-07	-2.5724881e-08	-1.2711764e-05	2.8224154e-07	3.8209654e-05	3.8173199e-05	-0.00095499129
0.016	1.016	0	0	0	0.99240423	0	0	0	0.9926876	1.0009097	4.2192378e-05	6.6932091e-07	-1.0486263e-07	6.2308996e-07	-2.3495787e-08	4.491757e-07	-9.8456329e-08	3.8814427e-07	-2.6913623e-08	-1.4047323e-05	3.627461e-07	4.2224363e-05	4.2216374e-05	-0.00018925182
0.018	1.018	0	0	0	0.99107384	0	0	0	0.99143273	1.0002695	4.604601e-05	6.7725692e-07	-1.1932333e-07	6.2782684e-07	-2.621315e-08	5.5627974e-07	-1.0897074e-07	4.8986914e-07	-2.7258941e-08	-1.5330846e-05	4.5110703e-07	4.60809e-05	4.6086315e-05	0.00011748381
