lambda	F11	F12	F13	F21	F22	F23	F31	F32	F33	J	P11	P12	P13	P21	P22	P23	P31	P32	P33	p	StrEn	t(1)	t(2)	d
0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-0	0	inf	inf	inf
0.002	1.002	0	0	0	1.002	0	0	0	1.002	1.006012	2.3227156e-05	1.5269591e-07	1.3319937e-07	1.4405385e-07	2.2951807e-05	2.9703494e-07	1.2244819e-07	2.8378781e-07	2.4828052e-05	-2.3669005e-05	7.0638912e-08	7.1007015e-05	7.1359301e-05	0.0049367916
0.004	1.004	0	0	0	1.004	0	0	0	1.004	1.0120481	4.7137892e-05	2.7453935e-07	3.070065e-07	2.5705362e-07	4.6715893e-05	5.6747982e-07	2.8578969e-07	5.4232058e-07	5.0173692e-05	-4.8009159e-05	2.854372e-07	0.00014402748	0.0001442946	0.0018511915
0.006	1.006	0	0	0	1.006	0	0	0	1.006	1.0181082	7.1554174e-05	3.815829e-07	4.716696e-07	3.557e-07	7.1070347e-05	8.0493991e-07	4.4069344e-07	7.6879848e-07	7.5883674e-05	-7.2836065e-05	6.4781729e-07	0.0002185082	0.00021870741	0.00091085306
0.008	1.008	0	0	0	1.008	0	0	0	1.008	1.0241925	9.6343114e-05	4.7627816e-07	6.2594188e-07	4.4255815e-07	9.5855896e-05	1.0176359e-06	5.8576162e-07	9.7107026e-07	0.00010185052	-9.8016509e-05	1.1602668e-06	0.00029404953	0.0002942009	0.00051452992
0.01	1.01	0	0	0	1.01	0	0	0	1.01	1.030301	0.00012141677	5.578072e-07	7.7711953e-07	5.1672269e-07	0.00012096708	1.212804e-06	7.2822411e-07	1.156335e-06	0.00012800655	-0.00012346347	1.8246209e-06	0.0003703904	0.00037050778	0.00031681463
0.012	1.012	0	0	0	1.012	0	0	0	1.012	1.0364337	0.00014671864	6.2745829e-07	9.2742627e-07	5.7942508e-07	0.00014633555	1.3939696e-06	8.7028687e-07	1.3281168e-06	0.00015431064	-0.00014912161	2.642298e-06	0.00044736484	0.00044745531	0.0002022023
0.014	1.014	0	0	0	1.014	0	0	0	1.014	1.0425907	0.0001722095	6.8687412e-07	1.0769647e-06	6.3228524e-07	0.00017191401	1.5633533e-06	1.0120666e-06	1.48864e-06	0.00018073535	-0.00017495295	3.6144421e-06	0.00052485885	0.00052492631	0.00012851309
0.016	1.016	0	0	0	1.016	0	0	0	1.016	1.0487721	0.00019786038	7.3752238e-07	1.2253034e-06	6.7675864e-07	0.0001976678	1.7226356e-06	1.1531514e-06	1.6395873e-06	0.00020726085	-0.00020092967	4.7420032e-06	0.00060278902	0.00060283584	7.766667e-05
0.018	1.018	0	0	0	1.018	0	0	0	1.018	1.0549778	0.00022364894	7.8064067e-07	1.3719597e-06	7.1407055e-07	0.00022357055	1.8731614e-06	1.2930691e-06	1.7822996e-06	0.0002338721	-0.00022703053	6.0257855e-06	0.00068109159	0.00068111936	4.0764947e-05
