lambda	F11	F12	F13	F21	F22	F23	F31	F32	F33	J	P11	P12	P13	P21	P22	P23	P31	P32	P33	p	StrEn	t(1)	t(2)	d
0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-0	0	inf	inf	inf
-0.002	1	-0.002	0	0	1	0	0	0	1	1	-7.0084341e-09	-9.0245919e-06	9.1294838e-08	-9.0229894e-06	-9.8691965e-08	8.7008747e-08	9.2622437e-08	8.5639125e-08	-5.8925122e-09	3.7197637e-08	9.0165647e-09	-9.0245919e-06	-9.014448e-06	-0.0011252905
-0.004	1	-0.004	0	0	1	0	0	0	1	1	9.8261693e-08	-1.8040633e-05	1.8911907e-07	-1.8037447e-05	-9.4908778e-08	1.8304598e-07	1.9233135e-07	1.8058795e-07	2.2624991e-08	-8.659302e-09	3.6057792e-08	-1.8040633e-05	-1.8020081e-05	-0.0011405128
-0.006	1	-0.006	0	0	1	0	0	0	1	1	3.1882198e-07	-2.7038594e-05	2.9477115e-07	-2.7033224e-05	1.3943849e-08	2.884721e-07	3.0052368e-07	2.852613e-07	8.5950234e-08	-1.3957202e-07	8.1096889e-08	-2.7038594e-05	-2.7007448e-05	-0.0011532365
-0.008	1	-0.008	0	0	1	0	0	0	1	1	6.5974525e-07	-3.6008336e-05	4.0955227e-07	-3.5999524e-05	2.3246677e-07	4.0380447e-07	4.1861684e-07	4.0024424e-07	1.8517896e-07	-3.5913032e-07	1.4408758e-07	-3.6008336e-05	-3.5966378e-05	-0.0011665764
-0.01	1	-0.01	0	0	1	0	0	0	1	1	1.1284697e-06	-4.493854e-05	5.3476187e-07	-4.4924307e-05	5.675399e-07	5.2966434e-07	5.4804952e-07	5.2624392e-07	3.2219044e-07	-6.7273333e-07	2.249624e-07	-4.493854e-05	-4.4885526e-05	-0.0011811065
-0.012	1	-0.012	0	0	1	0	0	0	1	1	1.7353751e-06	-5.3815934e-05	6.7166371e-07	-5.3793491e-05	1.0288658e-06	6.6669177e-07	6.9025397e-07	6.6401077e-07	4.9981413e-07	-1.0880184e-06	3.2362969e-07	-5.3815934e-05	-5.375159e-05	-0.0011970505
-0.014	1	-0.014	0	0	1	0	0	0	1	1	2.4948233e-06	-6.2624078e-05	8.2139941e-07	-6.2589687e-05	1.6299823e-06	8.1539956e-07	8.4657697e-07	8.142006e-07	7.2213758e-07	-1.6156477e-06	4.3996876e-07	-6.2624078e-05	-6.2548093e-05	-0.0012148258
-0.016	1	-0.016	0	0	1	0	0	0	1	1	3.4270946e-06	-7.1341207e-05	9.8480531e-07	-7.1289969e-05	2.3902073e-06	9.759163e-07	1.0181046e-06	9.7712714e-07	9.9508901e-07	-2.270797e-06	5.7382206e-07	-7.1341207e-05	-7.1253165e-05	-0.0012356177
-0.018	1	-0.018	0	0	1	0	0	0	1	1	4.5620761e-06	-7.9936106e-05	1.1620526e-06	-7.9861606e-05	3.3384841e-06	1.1475502e-06	1.2053061e-06	1.1523312e-06	1.3275848e-06	-3.0760483e-06	7.2498143e-07	-7.9936106e-05	-7.9835404e-05	-0.0012613652
-0.02	1	-0.02	0	0	1	0	0	0	1	1	5.9454956e-06	-8.8360936e-05	1.3520071e-06	-8.8254631e-05	4.5202838e-06	1.3281794e-06	1.4073717e-06	1.3379458e-06	1.7337856e-06	-4.0665217e-06	8.9316368e-07	-8.8360936e-05	-8.8247263e-05	-0.0012881289
-0.022	1	-0.022	0	0	1	0	0	0	1	1	7.6436189e-06	-9.6544991e-05	1.5513373e-06	-9.6395263e-05	6.0041492e-06	1.5139182e-06	1.621209e-06	1.530237e-06	2.2369868e-06	-5.2949183e-06	1.0779705e-06	-9.6544991e-05	-9.6421349e-05	-0.0012823089
-0.024	1	-0.024	0	0	1	0	0	0	1	1	9.7280197e-06	-0.00010441005	1.7535731e-06	-0.00010420141	7.8684928e-06	1.6997521e-06	1.8402795e-06	1.7240243e-06	2.8746277e-06	-6.8237134e-06	1.2788491e-06	-0.00010441005	-0.0001042851	-0.0011982374
-0.026	1	-0.026	0	0	1	0	0	0	1	1	1.2242807e-05	-0.00011190995	1.9464536e-06	-0.00011162322	1.0165328e-05	1.8778477e-06	2.0519059e-06	1.9111443e-06	3.7056182e-06	-8.7045844e-06	1.4951109e-06	-0.00011190995	-0.0001117874	-0.0010962446
-0.028	1	-0.028	0	0	1	0	0	0	1	1	1.5223552e-05	-0.00011902031	2.1048554e-06	-0.00011863288	1.2931559e-05	2.0283125e-06	2.2303768e-06	2.0718073e-06	4.8244344e-06	-1.0993182e-05	1.7259987e-06	-0.00011902031	-0.00011889469	-0.00105654
-0.03	1	-0.03	0	0	1	0	0	0	1	1	1.8733963e-05	-0.00012569978	2.1899058e-06	-0.00012518476	1.622673e-05	2.1146384e-06	2.3357346e-06	2.169931e-06	6.3537728e-06	-1.3771489e-05	1.9706896e-06	-0.00012569978	-0.00012557451	-0.00099758981
-0.032	1	-0.032	0	0	1	0	0	0	1	1	2.2794061e-05	-0.00013194328	2.176181e-06	-0.00013127021	2.0070926e-05	2.1075159e-06	2.3407758e-06	2.1759893e-06	8.3566085e-06	-1.7073865e-05	2.2282967e-06	-0.00013194328	-0.00013183284	-0.0008377082
-0.034	1	-0.034	0	0	1	0	0	0	1	1	2.7299972e-05	-0.00013784491	2.080841e-06	-0.0001369834	2.4368283e-05	2.0162453e-06	2.2613264e-06	2.0982428e-06	1.075838e-05	-2.0808878e-05	2.498021e-06	-0.00013784491	-0.00013775226	-0.00067258172
-0.036	1	-0.036	0	0	1	0	0	0	1	1	3.2100096e-05	-0.00014353403	1.9424267e-06	-0.00014245602	2.8975512e-05	1.8743223e-06	2.1358189e-06	1.969282e-06	1.3424238e-05	-2.4833282e-05	2.7793058e-06	-0.00014353403	-0.00014345137	-0.00057625828
-0.038	1	-0.038	0	0	1	0	0	0	1	1	3.7082451e-05	-0.00014910494	1.7907266e-06	-0.00014778449	3.378467e-05	1.710663e-06	1.9945706e-06	1.8176556e-06	1.6249947e-05	-2.9039023e-05	3.0718264e-06	-0.00014910494	-0.00014902523	-0.00053484621
-0.04	1	-0.04	0	0	1	0	0	0	1	1	4.21819e-05	-0.0001546125	1.641898e-06	-0.00015302497	3.8731591e-05	1.5425011e-06	1.854317e-06	1.6605557e-06	1.9173649e-05	-3.336238e-05	3.3754067e-06	-0.0001546125	-0.00015453191	-0.00052152369
-0.042	1	-0.042	0	0	1	0	0	0	1	1	4.7362215e-05	-0.00016008752	1.5033587e-06	-0.00015820891	4.3779697e-05	1.378739e-06	1.7229303e-06	1.5069624e-06	2.2160533e-05	-3.7767481e-05	3.6899541e-06	-0.00016008752	-0.0001600042	-0.00052069644
-0.044	1	-0.044	0	0	1	0	0	0	1	1	5.2602662e-05	-0.00016554784	1.3779683e-06	-0.0001633545	4.8907482e-05	1.2235743e-06	1.6035995e-06	1.3611785e-06	2.5190537e-05	-4.223356e-05	4.0154235e-06	-0.00016554784	-0.00016546097	-0.00052503695
-0.046	1	-0.046	0	0	1	0	0	0	1	1	5.7890793e-05	-0.00017100442	1.2663556e-06	-0.0001684728	5.4101647e-05	1.0787038e-06	1.4971891e-06	1.2250029e-06	2.8251569e-05	-4.6748003e-05	4.3517979e-06	-0.00017100442	-0.00017091362	-0.00053124589
-0.048	1	-0.048	0	0	1	0	0	0	1	1	6.3218758e-05	-0.00017646432	1.1680981e-06	-0.0001735709	5.9353541e-05	9.4451927e-07	1.4034468e-06	1.098917e-06	3.1336002e-05	-5.1302767e-05	4.699078e-06	-0.00017646432	-0.00017636947	-0.00053784042
-0.05	1	-0.05	0	0	1	0	0	0	1	1	6.8581385e-05	-0.00018193234	1.0823114e-06	-0.00017865353	6.4657276e-05	8.207447e-07	1.3216131e-06	9.827213e-07	3.4438828e-05	-5.5892496e-05	5.0572758e-06	-0.00018193234	-0.0001818334	-0.0005441592
-0.052	1	-0.052	0	0	1	0	0	0	1	1	7.3975136e-05	-0.00018741185	1.0079435e-06	-0.00018372398	7.0008689e-05	7.0677904e-07	1.2507294e-06	8.7587913e-07	3.7556648e-05	-6.0513491e-05	5.4264116e-06	-0.00018741185	-0.00018730885	-0.00054992087
-0.054	1	-0.054	0	0	1	0	0	0	1	1	7.9397511e-05	-0.00019290531	9.4392121e-07	-0.00018878458	7.5404739e-05	6.0188169e-07	1.1897929e-06	7.7770417e-07	4.0687086e-05	-6.5163112e-05	5.8065112e-06	-0.00019290531	-0.0001927983	-0.0005550236
-0.056	1	-0.056	0	0	1	0	0	0	1	1	8.484669e-05	-0.00019841458	8.8921984e-07	-0.00019383706	8.0843138e-05	5.052732e-07	1.1378335e-06	6.8746286e-07	4.3828449e-05	-6.9839426e-05	6.1976048e-06	-0.00019841458	-0.00019830364	-0.00055945115
-0.058	1	-0.058	0	0	1	0	0	0	1	1	9.0321319e-05	-0.00020394109	8.428943e-07	-0.00019888269	8.6322123e-05	4.1618896e-07	1.0939486e-06	6.0442956e-07	4.6979503e-05	-7.4540982e-05	6.5997257e-06	-0.00020394109	-0.00020382629	-0.00056322742
-0.06	1	-0.06	0	0	1	0	0	0	1	1	9.5820366e-05	-0.00020948596	8.0408931e-07	-0.00020392246	9.1840307e-05	3.3390655e-07	1.0573166e-06	5.279151e-07	5.0139336e-05	-7.926667e-05	7.0129099e-06	-0.00020948596	-0.00020936738	-0.00056639408
-0.062	1	-0.062	0	0	1	0	0	0	1	1	0.00010134302	-0.00021505012	7.7203938e-07	-0.00020895709	9.7396578e-05	2.5775818e-07	1.0271989e-06	4.5728027e-07	5.3307267e-05	-8.4015623e-05	7.4371953e-06	-0.00021505012	-0.00021492783	-0.00056899931
-0.064	1	-0.064	0	0	1	0	0	0	1	1	0.00010688866	-0.00022063431	7.4606357e-07	-0.00021398719	0.00010299003	1.8713484e-07	1.0029364e-06	3.9194074e-07	5.648278e-05	-8.8787155e-05	7.8726213e-06	-0.00022063431	-0.00022050838	-0.00057109216
-0.066	1	-0.066	0	0	1	0	0	0	1	1	0.00011245675	-0.00022623916	7.2555821e-07	-0.00021901319	0.0001086199	1.2148576e-07	9.8394334e-07	3.3136715e-07	5.9665482e-05	-9.3580712e-05	8.3192288e-06	-0.00022623916	-0.00022610966	-0.0005727198
-0.068	1	-0.068	0	0	1	0	0	0	1	1	0.00011804689	-0.0002318652	7.0998884e-07	-0.00022403546	0.00011428556	6.0315475e-08	9.6970007e-07	2.7508271e-07	6.2855071e-05	-9.8395841e-05	8.7770599e-06	-0.0002318652	-0.0002317322	-0.00057392629
-0.07	1	-0.07	0	0	1	0	0	0	1	1	0.00012365871	-0.00023751288	6.9888233e-07	-0.00022905427	0.00011998647	3.1797118e-09	9.5974579e-07	2.2265951e-07	6.6051315e-05	-0.00010323216	9.2461576e-06	-0.00023751288	-0.00023737645	-0.00057475208
-0.072	1	-0.072	0	0	1	0	0	0	1	1	0.00012929191	-0.00024318261	6.9181954e-07	-0.00023406986	0.00012572216	-5.0319171e-08	9.5367176e-07	1.7371434e-07	6.9254031e-05	-0.00010808937	9.7265657e-06	-0.00024318261	-0.00024304281	-0.00057523401
-0.074	1	-0.074	0	0	1	0	0	0	1	1	0.00013494624	-0.00024887475	6.8842866e-07	-0.00023908239	0.00013149222	-1.0053676e-07	9.5111499e-07	1.2790433e-07	7.2463081e-05	-0.00011296718	1.0218329e-05	-0.00024887475	-0.00024873163	-0.00057540539
-0.076	1	-0.076	0	0	1	0	0	0	1	1	0.00014062147	-0.0002545896	6.8837929e-07	-0.00024409201	0.00013729629	-1.4779095e-07	9.5175263e-07	8.4922896e-08	7.5678353e-05	-0.00011786537	1.0721492e-05	-0.0002545896	-0.00025444322	-0.00057529629
-0.078	1	-0.078	0	0	1	0	0	0	1	1	0.0001463174	-0.00026032746	6.9137721e-07	-0.00024909882	0.00014313405	-1.9236602e-07	9.55297e-07	4.4495821e-08	7.8899762e-05	-0.00012278374	1.1236102e-05	-0.00026032746	-0.00026017788	-0.00057493379
-0.08	1	-0.08	0	0	1	0	0	0	1	1	0.00015203386	-0.00026608859	6.9715986e-07	-0.00025410291	0.0001490052	-2.3451629e-07	9.614912e-07	6.3777661e-09	8.2127242e-05	-0.0001277221	1.1762204e-05	-0.00026608859	-0.00026593586	-0.00057434227
-0.082	1	-0.082	0	0	1	0	0	0	1	1	0.00015777067	-0.00027187324	7.0549237e-07	-0.00025910434	0.00015490947	-2.7446949e-07	9.701053e-07	-2.9650923e-08	8.5360741e-05	-0.0001326803	1.2299845e-05	-0.00027187324	-0.0002717174	-0.0005735437
-0.084	1	-0.084	0	0	1	0	0	0	1	1	0.0001635277	-0.00027768163	7.1616412e-07	-0.00026410316	0.00016084663	-3.1242966e-07	9.8093306e-07	-6.3787057e-08	8.8600218e-05	-0.00013765818	1.2849073e-05	-0.00027768163	-0.00027752273	-0.00057255785
-0.086	1	-0.086	0	0	1	0	0	0	1	1	0.0001693048	-0.00028351397	7.2898579e-07	-0.00026909941	0.00016681646	-3.4857984e-07	9.9378904e-07	-9.620713e-08	9.1845643e-05	-0.00014265564	1.3409936e-05	-0.00028351397	-0.00028335206	-0.00057140258
-0.088	1	-0.088	0	0	1	0	0	0	1	1	0.00017510185	-0.00028937046	7.4378674e-07	-0.0002740931	0.00017281873	-3.8308435e-07	1.0085061e-06	-1.2706955e-07	9.5096993e-05	-0.00014767253	1.3982482e-05	-0.00028937046	-0.00028920559	-0.00057009397
-0.09	1	-0.09	0	0	1	0	0	0	1	1	0.00018091873	-0.00029525131	7.6041285e-07	-0.00027908426	0.00017885326	-4.1609086e-07	1.0249332e-06	-1.5651664e-07	9.8354249e-05	-0.00015270875	1.4566758e-05	-0.00029525131	-0.00029508351	-0.00056864659
-0.092	1	-0.092	0	0	1	0	0	0	1	1	0.00018675532	-0.00030115669	7.7872453e-07	-0.0002840729	0.00018491985	-4.4773217e-07	1.0429336e-06	-1.8467633e-07	0.0001016174	-0.00015776419	1.5162816e-05	-0.00030115669	-0.00030098601	-0.00056707362
-0.094	1	-0.094	0	0	1	0	0	0	1	1	0.00019261151	-0.00030708677	7.9859507e-07	-0.000289059	0.00019101834	-4.7812785e-07	1.0623833e-06	-2.1166376e-07	0.00010488643	-0.00016283876	1.5770702e-05	-0.00030708677	-0.00030691325	-0.00056538701
-0.096	1	-0.096	0	0	1	0	0	0	1	1	0.00019848721	-0.00031304174	8.1990919e-07	-0.00029404257	0.00019714855	-5.073856e-07	1.0831692e-06	-2.3758259e-07	0.00010816134	-0.00016793237	1.6390469e-05	-0.00031304174	-0.00031286541	-0.00056359759
-0.098	1	-0.098	0	0	1	0	0	0	1	1	0.00020438231	-0.00031902176	8.4256173e-07	-0.0002990236	0.00020331033	-5.3560252e-07	1.1051886e-06	-2.625262e-07	0.00011144213	-0.00017304492	1.7022164e-05	-0.00031902176	-0.00031884267	-0.00056171522
-0.1	1	-0.1	0	0	1	0	0	0	1	1	0.00021029671	-0.000325027	8.6645662e-07	-0.00030400209	0.00020950352	-5.6286619e-07	1.1283474e-06	-2.8657879e-07	0.00011472879	-0.00017817634	1.7665839e-05	-0.000325027	-0.00032484517	-0.0005597489
-0.102	1	-0.102	0	0	1	0	0	0	1	1	0.00021623033	-0.0003310576	8.9150582e-07	-0.000308978	0.00021572797	-5.8925563e-07	1.1525596e-06	-3.0981625e-07	0.00011802131	-0.00018332654	1.8321545e-05	-0.0003310576	-0.00033087307	-0.0005577068
-0.104	1	-0.104	0	0	1	0	0	0	1	1	0.00022218307	-0.00033711374	9.1762856e-07	-0.00031395133	0.00022198354	-6.1484215e-07	1.1777463e-06	-3.3230704e-07	0.00012131971	-0.00018849544	1.8989332e-05	-0.00033711374	-0.00033692654	-0.00055559644
-0.106	1	-0.106	0	0	1	0	0	0	1	1	0.00022815485	-0.00034319555	9.4475055e-07	-0.00031892207	0.00022827008	-6.3969016e-07	1.2038349e-06	-3.5411291e-07	0.00012462398	-0.00019368297	1.9669251e-05	-0.00034319555	-0.00034300573	-0.00055342465
-0.108	1	-0.108	0	0	1	0	0	0	1	1	0.00023414558	-0.00034930321	9.7280333e-07	-0.00032389018	0.00023458748	-6.6385777e-07	1.2307589e-06	-3.7528954e-07	0.00012793413	-0.00019888906	2.0361354e-05	-0.00034930321	-0.00034911078	-0.00055119772
-0.11	1	-0.11	0	0	1	0	0	0	1	1	0.00024015518	-0.00035543685	1.0017237e-06	-0.00032885565	0.00024093558	-6.8739746e-07	1.2584567e-06	-3.9588714e-07	0.00013125015	-0.00020411363	2.1065694e-05	-0.00035543685	-0.00035524185	-0.00054892143
-0.112	1	-0.112	0	0	1	0	0	0	1	1	0.00024618356	-0.00036159662	1.0314533e-06	-0.00033381846	0.00024731426	-7.1035657e-07	1.2868716e-06	-4.1595097e-07	0.00013457205	-0.00020935662	2.1782322e-05	-0.00036159662	-0.00036139908	-0.00054660109
-0.114	1	-0.114	0	0	1	0	0	0	1	1	0.00025223066	-0.00036778268	1.0619379e-06	-0.00033877858	0.00025372339	-7.3277779e-07	1.3159511e-06	-4.3552178e-07	0.00013789983	-0.00021461796	2.251129e-05	-0.00036778268	-0.00036758263	-0.00054424159
