lambda	F11	F12	F13	F21	F22	F23	F31	F32	F33	J	P11	P12	P13	P21	P22	P23	P31	P32	P33	p	StrEn	t(1)	t(2)	d
0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-0	0	inf	inf	inf
-0.002	0.998	0	0	0	0.998	0	0	0	0.998	0.99401199	-3.962192e-05	-2.567605e-07	4.1938182e-07	-2.8287196e-07	-4.0051978e-05	6.8584392e-07	4.1497418e-07	7.115775e-07	-4.0566897e-05	4.0080265e-05	1.2145409e-07	-0.0001202408	-0.00011831894	-0.016243001
-0.004	0.996	0	0	0	0.996	0	0	0	0.996	0.98804794	-7.5355393e-05	-6.7809445e-07	7.696299e-07	-7.3014439e-07	-7.6327076e-05	1.5350864e-06	7.7159407e-07	1.5934837e-06	-7.7377088e-05	7.6353185e-05	4.7327576e-07	-0.00022905956	-0.00022608185	-0.013170921
-0.006	0.994	0	0	0	0.994	0	0	0	0.994	0.98210778	-0.00010480032	-1.3022809e-06	1.0313267e-06	-1.3767222e-06	-0.00010682764	2.6171314e-06	1.0598375e-06	2.7207982e-06	-0.00010892843	0.00010685213	1.0257815e-06	-0.00032055639	-0.00031658317	-0.012550313
-0.008	0.992	0	0	0	0.992	0	0	0	0.992	0.97619149	-0.00012512984	-1.3459174e-06	1.2492732e-06	-1.4504103e-06	-0.00012944958	3.6279827e-06	1.3567529e-06	3.8343331e-06	-0.0001327302	0.0001291032	1.7396084e-06	-0.00038730961	-0.0003819094	-0.014140033
-0.01	0.99	0	0	0	0.99	0	0	0	0.99	0.970299	-0.00013473601	-9.3824728e-07	1.4142151e-06	-1.0810656e-06	-0.00014217485	2.2590028e-06	1.6218512e-06	2.5955604e-06	-0.00014678554	0.00014123213	2.5534191e-06	-0.0004236964	-0.0004224172	-0.0030282908
-0.012	0.988	0	0	0	0.988	0	0	0	0.988	0.96443027	-0.00014148618	-9.1862159e-07	1.299731e-06	-1.0879121e-06	-0.0001518019	5.0715381e-07	1.59812e-06	9.5401924e-07	-0.00015769907	0.00015032905	3.4292773e-06	-0.00045098715	-0.00045040981	-0.0012818197
-0.014	0.986	0	0	0	0.986	0	0	0	0.986	0.95858526	-0.00014692646	-9.6667917e-07	1.1738283e-06	-1.1559485e-06	-0.000159877	-8.8624397e-07	1.5619149e-06	-3.3546521e-07	-0.0001669207	0.00015790805	4.3550583e-06	-0.00047372416	-0.00047333519	-0.00082176013
-0.016	0.984	0	0	0	0.984	0	0	0	0.984	0.9527639	-0.00015138729	-1.0274986e-06	1.1033342e-06	-1.2331344e-06	-0.00016664318	-1.9706884e-06	1.5820507e-06	-1.3178758e-06	-0.00017468734	0.00016423927	5.322618e-06	-0.00049271782	-0.00049246946	-0.00050431325
-0.018	0.982	0	0	0	0.982	0	0	0	0.982	0.94696617	-0.0001550869	-1.0901268e-06	1.0836246e-06	-1.3093686e-06	-0.00017222752	-2.8265305e-06	1.6534907e-06	-2.0733022e-06	-0.00018108942	0.00016946795	6.3249361e-06	-0.00050840384	-0.00050830286	-0.00019866693
-0.02	0.98	0	0	0	0.98	0	0	0	0.98	0.941192	-0.00015820762	-1.1504714e-06	1.0963939e-06	-1.3808246e-06	-0.0001767761	-3.5106695e-06	1.7563974e-06	-2.6599978e-06	-0.00018622892	0.00017373755	7.3558295e-06	-0.00052121264	-0.00052126837	0.00010691037
-0.022	0.978	0	0	0	0.978	0	0	0	0.978	0.93544135	-0.00016089932	-1.2069468e-06	1.1240783e-06	-1.4461582e-06	-0.00018046225	-4.0649871e-06	1.8713079e-06	-3.1215477e-06	-0.00019025483	0.00017720547	8.4100096e-06	-0.0005316164	-0.00053182539	0.00039296754
-0.024	0.976	0	0	0	0.976	0	0	0	0.976	0.92971418	-0.00016327574	-1.2592381e-06	1.1537278e-06	-1.5053778e-06	-0.00018346175	-4.5218396e-06	1.9836428e-06	-3.491646e-06	-0.00019334992	0.00018002914	9.483131e-06	-0.00054008741	-0.00054043318	0.00063978996
-0.026	0.974	0	0	0	0.974	0	0	0	0.974	0.92401042	-0.00016541576	-1.3074209e-06	1.1776331e-06	-1.5589078e-06	-0.00018592968	-4.905601e-06	2.0846881e-06	-3.795353e-06	-0.00019570343	0.00018234962	1.0571742e-05	-0.00054704887	-0.00054750788	0.00083836064
-0.028	0.972	0	0	0	0.972	0	0	0	0.972	0.91833005	-0.00016737009	-1.3515032e-06	1.192478e-06	-1.6070687e-06	-0.00018799058	-5.2336739e-06	2.1707841e-06	-4.0501377e-06	-0.00019748805	0.00018428291	1.1673163e-05	-0.00055284872	-0.00055339659	0.0009900161
-0.03	0.97	0	0	0	0.97	0	0	0	0.97	0.912673	-0.00016917029	-1.3913685e-06	1.1978616e-06	-1.6499969e-06	-0.00018973923	-5.5180507e-06	2.2416763e-06	-4.2676324e-06	-0.00019884716	0.00018591889	1.2785329e-05	-0.00055775668	-0.00055837207	0.0011021279
-0.032	0.968	0	0	0	0.968	0	0	0	0.968	0.90703923	-0.00017083671	-1.4268749e-06	1.1948762e-06	-1.6877493e-06	-0.00019124611	-5.7670341e-06	2.2988707e-06	-4.4555684e-06	-0.0001998918	0.00018732487	1.3906651e-05	-0.00056197461	-0.00056264071	0.0011838694
-0.034	0.966	0	0	0	0.966	0	0	0	0.966	0.9014287	-0.0001723839	-1.4579259e-06	1.1851268e-06	-1.720387e-06	-0.00019256345	-5.9866058e-06	2.3444799e-06	-4.6193014e-06	-0.000200704	0.00018855045	1.5035892e-05	-0.00056565135	-0.00056635568	0.0012436172
-0.036	0.964	0	0	0	0.964	0	0	0	0.964	0.89584134	-0.00017382348	-1.4844747e-06	1.1702153e-06	-1.7479905e-06	-0.00019373023	-6.1813048e-06	2.3806103e-06	-4.7627752e-06	-0.00020134294	0.00018963221	1.6172074e-05	-0.00056889664	-0.00056963032	0.0012879996
-0.038	0.962	0	0	0	0.962	0	0	0	0.962	0.89027713	-0.00017516546	-1.5064993e-06	1.151539e-06	-1.7706417e-06	-0.00019477585	-6.3547291e-06	2.4091189e-06	-4.889057e-06	-0.00020185098	0.00019059743	1.7314413e-05	-0.00057179229	-0.00057254914	0.0013219096
-0.04	0.96	0	0	0	0.96	0	0	0	0.96	0.884736	-0.00017641879	-1.5239845e-06	1.130246e-06	-1.78841e-06	-0.00019572278	-6.509816e-06	2.4315583e-06	-5.0006238e-06	-0.00020225869	0.00019146675	1.846227e-05	-0.00057440026	-0.00057517609	0.0013488503
-0.042	0.958	0	0	0	0.958	0	0	0	0.958	0.87921791	-0.00017759152	-1.5369201e-06	1.1072525e-06	-1.8013543e-06	-0.00019658839	-6.6490078e-06	2.4491968e-06	-5.0995227e-06	-0.00020258848	0.00019225613	1.9615117e-05	-0.00057676839	-0.00057756039	0.0013712914
-0.044	0.956	0	0	0	0.956	0	0	0	0.956	0.87372282	-0.0001786909	-1.5453132e-06	1.083277e-06	-1.8095372e-06	-0.00019738628	-6.7743621e-06	2.4630588e-06	-5.1874723e-06	-0.00020285706	0.00019297808	2.0772512e-05	-0.00057893423	-0.00057974062	0.0013909458
-0.046	0.954	0	0	0	0.954	0	0	0	0.954	0.86825066	-0.00017972342	-1.5492031e-06	1.058875e-06	-1.8130423e-06	-0.0001981272	-6.8876305e-06	2.4739664e-06	-5.2659334e-06	-0.00020307715	0.00019364259	2.193408e-05	-0.00058092776	-0.00058174743	0.0014089701
