lambda	F11	F12	F13	F21	F22	F23	F31	F32	F33	J	P11	P12	P13	P21	P22	P23	P31	P32	P33	p	StrEn	t(1)	t(2)	d
0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-0	0	inf	inf	inf
-0.002	0.998	0	0	0	0.998	0	0	0	1.0020537	0.9980495	-4.0748987e-06	2.063866e-07	1.0330982e-08	1.9907599e-07	-4.0895632e-06	-1.3360659e-08	-3.8817932e-09	1.3965424e-08	-8.3231672e-10	2.7217647e-06	8.5619012e-09	-8.1636124e-06	-7.5454461e-06	-0.081925744
-0.004	0.996	0	0	0	0.996	0	0	0	1.0040824	0.9960658	-6.3781034e-06	1.2655578e-07	4.1620651e-08	1.1169051e-07	-6.4502046e-06	-3.3748841e-08	1.3480338e-08	-5.6104463e-10	-4.7377467e-11	4.2761185e-06	3.0181785e-08	-1.282826e-05	-1.2316314e-05	-0.041566513
-0.006	0.994	0	0	0	0.994	0	0	0	1.0060808	0.99404402	-7.2452016e-06	3.6085038e-08	7.9036304e-08	1.7994586e-08	-7.3496907e-06	-4.6479913e-08	4.6294462e-08	-8.9301582e-09	1.3382153e-09	4.864518e-06	5.7827157e-08	-1.4596223e-05	-1.4422442e-05	-0.012049307
-0.008	0.992	0	0	0	0.992	0	0	0	1.0080584	0.99199394	-7.6371739e-06	4.0410273e-09	1.2354156e-07	-1.5126106e-08	-7.7666741e-06	-5.2250147e-08	9.0474075e-08	-1.2250743e-08	2.9869217e-09	5.1336204e-06	8.7871553e-08	-1.5406791e-05	-1.5334693e-05	-0.0047016371
-0.01	0.99	0	0	0	0.99	0	0	0	1.0100223	0.98992289	-7.869745e-06	-8.8993497e-09	1.6741566e-07	-2.8300299e-08	-8.0221451e-06	-5.257959e-08	1.3573802e-07	-1.0821642e-08	4.6822996e-09	5.295736e-06	1.1916593e-07	-1.5896475e-05	-1.585187e-05	-0.0028138813
-0.012	0.988	0	0	0	0.988	0	0	0	1.0119755	0.98783377	-8.0327234e-06	-1.4757231e-08	2.0931636e-07	-3.4036774e-08	-8.2071635e-06	-4.8756831e-08	1.7988897e-07	-5.504351e-09	6.355917e-09	5.411177e-06	1.5127903e-07	-1.6246078e-05	-1.620981e-05	-0.0022374286
-0.014	0.986	0	0	0	0.986	0	0	0	1.0139188	0.98572777	-8.1590114e-06	-1.7580661e-08	2.4958644e-07	-3.65713e-08	-8.3549764e-06	-4.2481551e-08	2.2294129e-07	2.1519539e-09	7.9858099e-09	5.5020007e-06	1.8400517e-07	-1.6521729e-05	-1.6487538e-05	-0.0020737085
-0.016	0.984	0	0	0	0.984	0	0	0	1.0158527	0.98360549	-8.263397e-06	-1.8960743e-08	2.8864023e-07	-3.7584888e-08	-8.4804938e-06	-3.4924312e-08	2.6516995e-07	1.1044462e-08	9.5715556e-09	5.5781064e-06	2.1722919e-07	-1.6753124e-05	-1.6718538e-05	-0.0020687378
-0.018	0.982	0	0	0	0.982	0	0	0	1.0177775	0.98146728	-8.3535255e-06	-1.9600343e-08	3.2676832e-07	-3.7827943e-08	-8.5914156e-06	-2.6705392e-08	3.0680061e-07	2.0590955e-08	1.1118771e-08	5.6446074e-06	2.5087932e-07	-1.6955617e-05	-1.6919533e-05	-0.0021326461
-0.02	0.98	0	0	0	0.98	0	0	0	1.0196933	0.97931344	-8.4337688e-06	-1.983902e-08	3.6415884e-07	-3.7665218e-08	-8.6921429e-06	-1.8139884e-08	3.4798784e-07	3.0499507e-08	1.2633088e-08	5.7044262e-06	2.8490732e-07	-1.7137985e-05	-1.709988e-05	-0.0022283499
-0.022	0.978	0	0	0	0.978	0	0	0	1.0216001	0.9771442	-8.5068235e-06	-1.9852686e-08	4.0093356e-07	-3.7285794e-08	-8.7853891e-06	-9.3958589e-09	3.8883427e-07	4.0616552e-08	1.4118994e-08	5.7593645e-06	3.1927884e-07	-1.7305643e-05	-1.7265263e-05	-0.0023387711
-0.024	0.976	0	0	0	0.976	0	0	0	1.0234982	0.97495978	-8.5744519e-06	-1.973763e-08	4.3717274e-07	-3.6792671e-08	-8.8729273e-06	-5.6968402e-10	4.2940832e-07	5.0854969e-08	1.5579934e-08	5.8105997e-06	3.5396837e-07	-1.746213e-05	-1.7419359e-05	-0.0024553904
-0.026	0.974	0	0	0	0.974	0	0	0	1.0253874	0.97276041	-8.6378603e-06	-1.9548872e-08	4.7293023e-07	-3.6244096e-08	-8.9559705e-06	8.2793888e-09	4.6975587e-07	6.1161478e-08	1.7018584e-08	5.8589374e-06	3.8895628e-07	-1.760987e-05	-1.7564663e-05	-0.0025737095
-0.028	0.972	0	0	0	0.972	0	0	0	1.0272679	0.97054629	-8.6979058e-06	-1.9318907e-08	5.0824268e-07	-3.567389e-08	-9.0353804e-06	1.7112662e-08	5.0990784e-07	7.1501248e-08	1.8437072e-08	5.9049497e-06	4.2422703e-07	-1.7750582e-05	-1.7702939e-05	-0.0026912632
-0.03	0.97	0	0	0	0.97	0	0	0	1.0291398	0.96831762	-8.7552162e-06	-1.9067393e-08	5.4313524e-07	-3.5101993e-08	-9.1117879e-06	2.5903544e-08	5.4988488e-07	8.1850158e-08	1.9837137e-08	5.9490557e-06	4.5976803e-07	-1.7885528e-05	-1.783547e-05	-0.0028066749
-0.032	0.968	0	0	0	0.968	0	0	0	1.0310031	0.96607462	-8.8102636e-06	-1.8806412e-08	5.7762513e-07	-3.4540196e-08	-9.1856674e-06	3.4632961e-08	5.8970046e-07	9.2190651e-08	2.1220228e-08	5.9915703e-06	4.955689e-07	-1.8015655e-05	-1.7963218e-05	-0.0029191783
-0.034	0.966	0	0	0	0.966	0	0	0	1.0328578	0.96381748	-8.8634105e-06	-1.8543435e-08	6.1172407e-07	-3.3995381e-08	-9.2573834e-06	4.3286723e-08	6.2936294e-07	1.0250937e-07	2.2587576e-08	6.0327354e-06	5.316209e-07	-1.8141693e-05	-1.808692e-05	-0.0030283617
-0.036	0.964	0	0	0	0.964	0	0	0	1.0347041	0.96154638	-8.9149412e-06	-1.8283068e-08	6.4543981e-07	-3.3471413e-08	-9.3272214e-06	5.1853928e-08	6.6887694e-07	1.1279578e-07	2.3940248e-08	6.0727408e-06	5.6791658e-07	-1.8264212e-05	-1.8207151e-05	-0.0031340243
-0.038	0.962	0	0	0	0.962	0	0	0	1.036542	0.95926154	-8.9650817e-06	-1.8028095e-08	6.7877724e-07	-3.2970279e-08	-9.395409e-06	6.0325964e-08	7.0824435e-07	1.2304124e-07	2.5279173e-08	6.1117372e-06	6.0444951e-07	-1.8383668e-05	-1.8324368e-05	-0.0032360938
-0.04	0.96	0	0	0	0.96	0	0	0	1.0383714	0.95696312	-9.0140148e-06	-1.7780132e-08	7.1173919e-07	-3.2492785e-08	-9.46213e-06	6.8695857e-08	7.4746494e-07	1.332385e-07	2.6605177e-08	6.1498465e-06	6.4121406e-07	-1.8500426e-05	-1.843894e-05	-0.0033345762
-0.042	0.958	0	0	0	0.958	0	0	0	1.0401926	0.95465134	-9.0618899e-06	-1.7540034e-08	7.4432693e-07	-3.2038999e-08	-9.5275352e-06	7.6957835e-08	7.8653698e-07	1.4338125e-07	2.7918992e-08	6.1871687e-06	6.7820527e-07	-1.861479e-05	-1.8551168e-05	-0.0034295258
-0.044	0.956	0	0	0	0.956	0	0	0	1.0420055	0.95232636	-9.1088307e-06	-1.730816e-08	7.7654061e-07	-3.160853e-08	-9.5917496e-06	8.5107023e-08	8.2545749e-07	1.5346395e-07	2.9221277e-08	6.2237863e-06	7.1541873e-07	-1.8727008e-05	-1.8661301e-05	-0.0035210256
