lambda	F11	F12	F13	F21	F22	F23	F31	F32	F33	J	P11	P12	P13	P21	P22	P23	P31	P32	P33	p	StrEn	t(1)	t(2)	d
0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-0	0	inf	inf	inf
0.002	1.002	0	0	0	1.001	0	0	0	0.99983838	1.0028399	1.6202348e-05	1.7325884e-07	1.5610473e-07	1.65297e-07	8.9926796e-06	6.3567628e-08	1.4443327e-07	6.6734731e-08	-2.1947587e-09	-8.397611e-06	2.0601635e-08	2.0698876e-05	2.0761522e-05	0.0030174098
0.004	1.004	0	0	0	1.002	0	0	0	0.99965799	1.0056639	3.276189e-05	3.4217677e-07	3.0494142e-07	3.2694871e-07	1.8159571e-05	1.3204613e-07	2.8251062e-07	1.3792927e-07	-4.0738833e-09	-1.6972462e-05	8.3046087e-08	4.1842057e-05	4.187605e-05	0.00081175895
0.006	1.006	0	0	0	1.003	0	0	0	0.99946352	1.0084767	4.9592415e-05	4.9106834e-07	4.4162456e-07	4.6922513e-07	2.7464141e-05	2.0108179e-07	4.0927254e-07	2.0912291e-07	-5.6459631e-09	-2.5683637e-05	1.8810584e-07	6.3325051e-05	6.3335905e-05	0.00017136992
0.008	1.008	0	0	0	1.004	0	0	0	0.99925758	1.0112806	6.6638774e-05	6.1498416e-07	5.6426766e-07	5.871433e-07	3.6882038e-05	2.6905617e-07	5.2275287e-07	2.7873972e-07	-6.9057392e-09	-3.4504635e-05	3.3638971e-07	8.508052e-05	8.5071413e-05	-0.00010705919
0.01	1.01	0	0	0	1.005	0	0	0	0.99904206	1.0140776	8.386031e-05	7.1334003e-07	6.7309539e-07	6.8007579e-07	4.6394426e-05	3.3510375e-07	6.2306447e-07	3.459877e-07	-7.8737984e-09	-4.3415621e-05	5.2839149e-07	0.00010705839	0.00010703183	-0.0002480973
0.012	1.012	0	0	0	1.006	0	0	0	0.99881847	1.0168691	0.00010122569	7.8794061e-07	7.694641e-07	7.4977989e-07	5.5985988e-05	3.9852348e-07	7.1144429e-07	4.1023691e-07	-8.5906468e-09	-5.2401029e-05	7.6451704e-07	0.00012921966	0.00012917782	-0.00032390868
0.014	1.014	0	0	0	1.007	0	0	0	0.9985881	1.0196563	0.00011871021	8.4176431e-07	8.5515183e-07	7.9918398e-07	6.5644011e-05	4.5872514e-07	7.8955766e-07	4.7095949e-07	-9.103627e-09	-6.1448372e-05	1.0451028e-06	0.00015153327	0.00015147805	-0.00036455175
0.016	1.016	0	0	0	1.008	0	0	0	0.99835203	1.0224403	0.00013629417	8.7814299e-07	9.3191938e-07	8.3156893e-07	7.5357923e-05	5.152954e-07	8.5906644e-07	5.2779558e-07	-9.4575355e-09	-7.0547546e-05	1.3704293e-06	0.00017397426	0.00017390735	-0.0003847572
0.018	1.018	0	0	0	1.009	0	0	0	0.99811115	1.0252218	0.0001539618	9.0027205e-07	1.0013007e-06	8.5008056e-07	8.5118984e-05	5.6802911e-07	9.2142213e-07	5.8058526e-07	-9.6902121e-09	-7.9690364e-05	1.7407321e-06	0.00019652247	0.00019644534	-0.00039258903
0.02	1.02	0	0	0	1.01	0	0	0	0.9978662	1.0280018	0.0001717004	9.1097344e-07	1.0645451e-06	8.5749485e-07	9.4920014e-05	6.1690767e-07	9.7780833e-07	6.2934748e-07	-9.8315931e-09	-8.8870195e-05	2.1562106e-06	0.00021916162	0.00021907557	-0.00039279398
0.022	1.022	0	0	0	1.011	0	0	0	0.99761779	1.0307806	0.00018949976	9.1262149e-07	1.1226379e-06	8.5614504e-07	0.00010475514	6.6205042e-07	1.0291591e-06	6.7423224e-07	-9.9045071e-09	-9.8081666e-05	2.6170344e-06	0.00024187857	0.00024178468	-0.00038829372
0.024	1.024	0	0	0	1.012	0	0	0	0.99736641	1.0335588	0.00020735159	9.0715677e-07	1.1763471e-06	8.4793598e-07	0.00011461957	7.0366365e-07	1.0762042e-06	7.1547046e-07	-9.9260523e-09	-0.00010732041	3.1233494e-06	0.00026466263	0.00026456184	-0.00038093448
0.026	1.026	0	0	0	1.013	0	0	0	0.99711244	1.0363368	0.00022524915	8.9613855e-07	1.2262735e-06	8.3439652e-07	0.00012450935	7.4199915e-07	1.1195159e-06	7.5333345e-07	-9.9089646e-09	-0.00011658286	3.6752818e-06	0.00028750509	0.00028739821	-0.00037190042
0.028	1.028	0	0	0	1.014	0	0	0	0.99685621	1.0391149	0.00024318692	8.8080811e-07	1.272892e-06	8.1674226e-07	0.00013442126	7.7732498e-07	1.1595484e-06	7.8810464e-07	-9.8627565e-09	-0.00012586611	4.2729422e-06	0.00031039882	0.0003102865	-0.00036195679
0.03	1.03	0	0	0	1.015	0	0	0	0.99659798	1.0418934	0.00026116033	8.6214916e-07	1.3165835e-06	7.9593541e-07	0.00014435261	8.0990694e-07	1.1966683e-06	8.2006188e-07	-9.7945872e-09	-0.00013516772	4.9164278e-06	0.00033333791	0.00033322075	-0.00035159911
0.032	1.032	0	0	0	1.016	0	0	0	0.99633794	1.0446723	0.00027916561	8.4094032e-07	1.3576592e-06	7.7273664e-07	0.00015430117	8.3999789e-07	1.2311765e-06	8.4946743e-07	-9.7099008e-09	-0.00014448569	5.6058252e-06	0.00035631746	0.00035619594	-0.00034114699
0.034	1.034	0	0	0	1.017	0	0	0	0.99607628	1.0474519	0.00029719957	8.1779834e-07	1.3963768e-06	7.4774765e-07	0.00016426505	8.6783227e-07	1.2633241e-06	8.7656313e-07	-9.612883e-09	-0.00015381834	6.3412116e-06	0.00037933335	0.00037920791	-0.00033080437
0.036	1.036	0	0	0	1.018	0	0	0	0.99581312	1.0502323	0.00031525954	7.9321263e-07	1.4329534e-06	7.2144521e-07	0.00017424266	8.9362402e-07	1.2933241e-06	9.0156869e-07	-9.5067867e-09	-0.00016316423	7.1226568e-06	0.00040238213	0.00040225313	-0.00032069864
0.038	1.038	0	0	0	1.019	0	0	0	0.99554856	1.0530136	0.00033334326	7.6757254e-07	1.4675738e-06	6.9420802e-07	0.00018423265	9.1756638e-07	1.3213591e-06	9.2468199e-07	-9.3941638e-09	-0.00017252217	7.9502241e-06	0.00042546083	0.00042532859	-0.00031090636
0.04	1.04	0	0	0	1.02	0	0	0	0.9952827	1.0557959	0.00035144876	7.4118872e-07	1.5003979e-06	6.6633763e-07	0.00019423385	9.3983286e-07	1.347588e-06	9.4608019e-07	-9.277031e-09	-0.00018189111	8.8239712e-06	0.00044856693	0.00044843174	-0.00030147027
