lambda	F11	F12	F13	F21	F22	F23	F31	F32	F33	J	P11	P12	P13	P21	P22	P23	P31	P32	P33	p	StrEn	t(1)	t(2)	d
0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-0	0	inf	inf	inf
0.002	1.002	0	0	0	1.002	0	0	0	1.002	1.006012	1.3440983e-05	-7.4654565e-08	-2.4657982e-08	-7.8462046e-08	1.2497156e-05	5.3891181e-08	-2.7000526e-08	5.9848564e-08	1.3104572e-05	-1.3014237e-05	3.8755941e-08	3.9042711e-05	3.9216741e-05	0.0044376411
0.004	1.004	0	0	0	1.004	0	0	0	1.004	1.0120481	2.7187629e-05	-1.2564541e-07	-2.5884316e-08	-1.3250612e-07	2.5470496e-05	7.4458262e-08	-2.9901307e-08	8.6246309e-08	2.6583716e-05	-2.6413947e-05	1.5686696e-07	7.9241841e-05	7.9305038e-05	0.00079688528
0.006	1.006	0	0	0	1.006	0	0	0	1.006	1.0181082	4.1063915e-05	-1.5948979e-07	-2.3792771e-08	-1.6899169e-07	3.8703649e-05	7.9123019e-08	-2.9187862e-08	9.6600017e-08	4.0243034e-05	-4.0003532e-05	3.5597609e-07	0.0001200106	0.00012002315	0.00010456994
0.008	1.008	0	0	0	1.008	0	0	0	1.008	1.0241925	5.5005688e-05	-1.8401509e-07	-2.3009605e-08	-1.9593597e-07	5.2102632e-05	7.8983141e-08	-2.9645466e-08	1.0204203e-07	5.4005502e-05	-5.3704607e-05	6.3695956e-07	0.00016111382	0.00016109792	-9.8689151e-05
0.01	1.01	0	0	0	1.01	0	0	0	1.01	1.030301	6.8986518e-05	-2.0296571e-07	-2.373054e-08	-2.1715437e-07	6.5619087e-05	7.7794026e-08	-3.1539911e-08	1.0632933e-07	6.7835642e-05	-6.7480416e-05	1.0003678e-06	0.00020244125	0.00020240634	-0.00017246248
0.012	1.012	0	0	0	1.012	0	0	0	1.012	1.0364337	8.2993434e-05	-2.1825071e-07	-2.5659563e-08	-2.3458069e-07	7.922379e-05	7.6664124e-08	-3.4611673e-08	1.1055869e-07	8.1714031e-05	-8.1310418e-05	1.4465849e-06	0.00024393125	0.00024388222	-0.00020107935
0.014	1.014	0	0	0	1.014	0	0	0	1.014	1.0425907	9.7019171e-05	-2.3093732e-07	-2.8522413e-08	-2.4928901e-07	9.2897276e-05	7.5878337e-08	-3.8605687e-08	1.1500269e-07	9.5628717e-05	-9.5181722e-05	1.9758966e-06	0.00028554516	0.0002854849	-0.00021109266
0.016	1.016	0	0	0	1.016	0	0	0	1.016	1.0487721	0.00011105925	-2.4167493e-07	-3.2108717e-08	-2.6192925e-07	0.00010662578	7.5469084e-08	-4.3321506e-08	1.1968454e-07	0.00010957175	-0.00010908559	2.5885245e-06	0.00032725678	0.00032718721	-0.00021264305
0.018	1.018	0	0	0	1.018	0	0	0	1.018	1.0549778	0.00012511069	-2.5088802e-07	-3.6258561e-08	-2.7292502e-07	0.00012039918	7.5396206e-08	-4.8604217e-08	1.2455849e-07	0.00012353755	-0.00012301581	3.2846455e-06	0.00036904742	0.00036896988	-0.00021014397
0.02	1.02	0	0	0	1.02	0	0	0	1.02	1.061208	0.0001391714	-2.5887091e-07	-4.0848022e-08	-2.8257025e-07	0.00013420981	7.5604648e-08	-5.4332321e-08	1.2956701e-07	0.00013752203	-0.00013696775	4.064404e-06	0.00041090324	0.00041081874	-0.00020569694
0.022	1.022	0	0	0	1.022	0	0	0	1.022	1.0674626	0.00015323988	-2.6583773e-07	-4.5779028e-08	-2.9107976e-07	0.00014805172	7.6042335e-08	-6.0408852e-08	1.3465808e-07	0.00015152211	-0.0001509379	4.9279204e-06	0.0004528137	0.00045272299	-0.00020036574
0.024	1.024	0	0	0	1.024	0	0	0	1.024	1.0737418	0.00016731495	-2.7195039e-07	-5.0972602e-08	-2.9861737e-07	0.00016192022	7.6664765e-08	-6.6755286e-08	1.397891e-07	0.0001655354	-0.00016492352	5.875296e-06	0.00049477057	0.00049467425	-0.00019471022
0.026	1.026	0	0	0	1.026	0	0	0	1.026	1.0800456	0.00018139571	-2.7733523e-07	-5.6364297e-08	-3.0531237e-07	0.00017581156	7.7435229e-08	-7.3307322e-08	1.4492662e-07	0.00017956004	-0.00017892244	6.9066174e-06	0.00053676732	0.00053666587	-0.00018903053
0.028	1.028	0	0	0	1.028	0	0	0	1.028	1.086374	0.00019548146	-2.8209335e-07	-6.1900992e-08	-3.1126959e-07	0.0001897227	7.8323772e-08	-8.0011859e-08	1.5004486e-07	0.0001935945	-0.00019293289	8.0219595e-06	0.00057879866	0.00057869248	-0.00018348703
0.03	1.03	0	0	0	1.03	0	0	0	1.03	1.092727	0.00020957161	-2.863073e-07	-6.7538573e-08	-3.1657592e-07	0.00020365112	7.9305943e-08	-8.6824771e-08	1.5512419e-07	0.00020763755	-0.00020695343	9.2213873e-06	0.00062086028	0.00062074968	-0.0001781624
0.032	1.032	0	0	0	1.032	0	0	0	1.032	1.0991048	0.00022366567	-2.9004561e-07	-7.3240206e-08	-3.2130466e-07	0.00021759473	8.0361676e-08	-9.3709211e-08	1.6014972e-07	0.00022168818	-0.00022098286	1.0504958e-05	0.00066294859	0.00066283385	-0.00017309521
0.034	1.034	0	0	0	1.034	0	0	0	1.034	1.1055073	0.00023776325	-2.9336598e-07	-7.897501e-08	-3.2551846e-07	0.0002315518	8.1474372e-08	-1.006343e-07	1.6511026e-07	0.00023574554	-0.0002350202	1.1872723e-05	0.00070506059	0.00070494195	-0.0001682988
0.036	1.036	0	0	0	1.036	0	0	0	1.036	1.1119347	0.00025186399	-2.9631751e-07	-8.4717017e-08	-3.2927151e-07	0.00024552085	8.2630181e-08	-1.0757411e-07	1.699974e-07	0.00024980891	-0.00024906458	1.3324726e-05	0.00074719374	0.00074707139	-0.0001637721
