lambda	F11	F12	F13	F21	F22	F23	F31	F32	F33	J	P11	P12	P13	P21	P22	P23	P31	P32	P33	p	StrEn	t(1)	t(2)	d
0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-0	0	inf	inf	inf
-0.002	0.998	0	0	0	0.999	0	0	0	1.0012911	0.99828921	-1.5105448e-05	-8.1652628e-08	-1.0153441e-07	-1.0529849e-07	-1.0243844e-05	-3.6287195e-08	-1.3490154e-07	-3.9946946e-08	-5.3398153e-09	8.4515441e-06	2.0424341e-08	-2.0223941e-05	-2.0090267e-05	-0.0066536441
-0.004	0.996	0	0	0	0.998	0	0	0	1.0025693	0.99656188	-2.9388019e-05	-1.0893678e-07	-2.0297494e-07	-1.5950045e-07	-1.9909513e-05	-6.9862923e-08	-2.7462083e-07	-7.7816947e-08	-1.0892272e-08	1.6436141e-05	8.0361068e-08	-3.9335837e-05	-3.9207898e-05	-0.003263114
-0.006	0.994	0	0	0	0.997	0	0	0	1.0038388	0.99482229	-4.2582208e-05	-6.3270532e-08	-3.0285483e-07	-1.4225408e-07	-2.877157e-05	-1.0212432e-07	-4.1582039e-07	-1.1487469e-07	-1.6394654e-08	2.3790057e-05	1.7725593e-07	-5.6957614e-05	-5.685999e-05	-0.001716921
-0.008	0.992	0	0	0	0.996	0	0	0	1.0051014	0.99307238	-5.4468016e-05	7.2661506e-08	-4.0080571e-07	-3.2849434e-08	-3.6578342e-05	-1.344099e-07	-5.5468955e-07	-1.5252969e-07	-2.1725996e-08	3.0356028e-05	3.0780103e-07	-7.2743503e-05	-7.2706142e-05	-0.00051386145
-0.01	0.99	0	0	0	0.995	0	0	0	1.0063582	0.99131314	-6.4928733e-05	3.0836391e-07	-4.9751448e-07	1.8060871e-07	-4.3107143e-05	-1.6731895e-07	-6.8945244e-07	-1.9149836e-07	-2.6899597e-08	3.6020925e-05	4.680805e-07	-8.6465438e-05	-8.6513616e-05	0.00055687767
-0.012	0.988	0	0	0	0.994	0	0	0	1.0076096	0.98954513	-7.395318e-05	6.3669718e-07	-5.9296514e-07	4.9160768e-07	-4.8264181e-05	-2.0113218e-07	-8.192647e-07	-2.3206446e-07	-3.1994613e-08	4.0749785e-05	6.5385549e-07	-9.8065293e-05	-9.8224168e-05	0.0016174748
-0.014	0.986	0	0	0	0.993	0	0	0	1.0088558	0.98776865	-8.166668e-05	1.0338868e-06	-6.867084e-07	8.7616674e-07	-5.2139057e-05	-2.3605194e-07	-9.4362362e-07	-2.7432923e-07	-3.7111197e-08	4.4614283e-05	8.6097717e-07	-0.00010771313	-0.00010799112	0.0025742117
-0.016	0.984	0	0	0	0.992	0	0	0	1.010097	0.98598392	-8.8298013e-05	1.4708556e-06	-7.7847319e-07	1.3046317e-06	-5.4950323e-05	-2.7208958e-07	-1.0626461e-06	-3.1817336e-07	-4.2333191e-08	4.7763556e-05	1.08582e-06	-0.00011574695	-0.00011612966	0.003295492
-0.018	0.982	0	0	0	0.991	0	0	0	1.0113332	0.98419108	-9.4094632e-05	1.9235837e-06	-8.682415e-07	1.7522879e-06	-5.6945554e-05	-3.0907817e-07	-1.1769261e-06	-3.6332115e-07	-4.7708235e-08	5.0362631e-05	1.3254958e-06	-0.00012253798	-0.00012300089	0.0037634996
-0.02	0.98	0	0	0	0.99	0	0	0	1.0125646	0.98239018	-9.9266021e-05	2.3762073e-06	-9.5611051e-07	2.2026286e-06	-5.8337898e-05	-3.4677167e-07	-1.2871914e-06	-4.0945279e-07	-5.3251901e-08	5.255239e-05	1.5778235e-06	-0.00012840225	-0.00012892254	0.0040356683
-0.022	0.978	0	0	0	0.989	0	0	0	1.013791	0.98058125	-0.00010396959	2.8196083e-06	-1.04218e-06	2.64601e-06	-5.928935e-05	-3.84919e-07	-1.3940836e-06	-4.5627171e-07	-5.8960462e-08	5.4439301e-05	1.841186e-06	-0.00013357819	-0.00013413876	0.0041790384
-0.024	0.976	0	0	0	0.988	0	0	0	1.0150123	0.97876421	-0.00010831768	3.2490849e-06	-1.1265012e-06	3.0773223e-06	-5.9916944e-05	-4.2329414e-07	-1.4980816e-06	-5.0352449e-07	-6.48213e-08	5.6099816e-05	2.1143786e-06	-0.00013823666	-0.00013882586	0.0042442
