lambda	F11	F12	F13	F21	F22	F23	F31	F32	F33	J	P11	P12	P13	P21	P22	P23	P31	P32	P33	p	StrEn	t(1)	t(2)	d
0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-0	0	inf	inf	inf
-0.002	0.998	0	0	0	0.999	0	0	0	1.0015253	0.99852273	-1.2966473e-05	2.9673446e-08	-3.2807987e-08	2.484599e-08	-8.94313e-06	-1.7130302e-08	-3.3093312e-08	-1.2153482e-08	1.6930927e-09	7.3026366e-06	1.7449239e-08	-1.7439321e-05	-1.7413731e-05	-0.0014694829
-0.004	0.996	0	0	0	0.998	0	0	0	1.0030304	0.99702021	-2.5828788e-05	6.6579384e-08	-6.8800544e-08	5.6496105e-08	-1.7851401e-05	-3.8670216e-08	-6.8720203e-08	-2.7268373e-08	3.4585194e-09	1.455891e-05	6.9654926e-08	-3.4757077e-05	-3.4701316e-05	-0.0016068827
-0.006	0.994	0	0	0	0.997	0	0	0	1.0045192	0.99549657	-3.8466861e-05	1.0801096e-07	-1.0630181e-07	9.2528023e-08	-2.6696263e-05	-6.383717e-08	-1.0518669e-07	-4.4931224e-08	5.359473e-09	2.1719255e-05	1.562545e-07	-5.1818962e-05	-5.1702147e-05	-0.0022593899
-0.008	0.992	0	0	0	0.996	0	0	0	1.0059935	0.99395377	-5.0582175e-05	1.5399324e-07	-1.4334097e-07	1.3345454e-07	-3.543968e-05	-9.2485094e-08	-1.3964465e-07	-6.4668063e-08	7.468074e-09	2.8671462e-05	2.7646351e-07	-6.8307494e-05	-6.8058242e-05	-0.0036623364
-0.01	0.99	0	0	0	0.995	0	0	0	1.0074538	0.99239236	-6.1457223e-05	2.0044217e-07	-1.7622781e-07	1.7602366e-07	-4.4043542e-05	-1.2393707e-07	-1.6717665e-07	-8.5623985e-08	9.8432529e-09	3.5163641e-05	4.2848747e-07	-8.3486148e-05	-8.3079148e-05	-0.0048989364
-0.012	0.988	0	0	0	0.994	0	0	0	1.0089005	0.99081292	-7.0277027e-05	2.3769042e-07	-1.9759039e-07	2.1032822e-07	-5.248124e-05	-1.5683803e-07	-1.8047968e-07	-1.0667683e-07	1.2483534e-08	4.0915261e-05	6.0878011e-07	-9.6526632e-05	-9.617513e-05	-0.0036548116
-0.014	0.986	0	0	0	0.993	0	0	0	1.0103327	0.9892147	-7.7395735e-05	2.631256e-07	-1.964355e-07	2.3159383e-07	-6.0712858e-05	-1.9142492e-07	-1.7028141e-07	-1.2797343e-07	1.5392165e-08	4.6031067e-05	8.1318799e-07	-0.00010776311	-0.00010752979	-0.0021698482
-0.016	0.984	0	0	0	0.992	0	0	0	1.011746	0.98759358	-8.3608411e-05	2.8076193e-07	-1.5913656e-07	2.423475e-07	-6.8658718e-05	-2.292789e-07	-1.2327946e-07	-1.5043838e-07	1.8626126e-08	5.0749501e-05	1.0388993e-06	-0.00011795081	-0.00011775799	-0.0016373677
-0.018	0.982	0	0	0	0.991	0	0	0	1.0131321	0.98594168	-8.9311897e-05	2.9277794e-07	-6.6275246e-08	2.4412996e-07	-7.6209012e-05	-2.7173424e-07	-1.895088e-08	-1.7463364e-07	2.2266197e-08	5.5166214e-05	1.28422e-06	-0.0001274316	-0.00012723201	-0.0015687299
