lambda	F11	F12	F13	F21	F22	F23	F31	F32	F33	J	P11	P12	P13	P21	P22	P23	P31	P32	P33	p	StrEn	t(1)	t(2)	d
0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-0	0	inf	inf	inf
0.002	1	0.002	0	0	1	0	0	0	1	1	1.2882971e-07	1.079172e-06	5.7663174e-08	1.0762194e-06	1.3439148e-07	9.2926336e-08	5.4260656e-08	9.2711686e-08	2.5397417e-09	-8.8586978e-08	1.0792976e-09	1.079172e-06	1.0730362e-06	-0.0057181648
0.004	1	0.004	0	0	1	0	0	0	1	1	3.4921015e-07	2.1348208e-06	1.1765158e-07	2.127718e-06	3.6689178e-07	1.6990812e-07	1.1023967e-07	1.6935068e-07	5.566387e-08	-2.5725527e-07	4.2921446e-09	2.1348208e-06	2.1245091e-06	-0.0048536839
0.006	1	0.006	0	0	1	0	0	0	1	1	6.6145516e-07	3.1526057e-06	1.8739414e-07	3.1394732e-06	6.9981456e-07	2.2350022e-07	1.7559532e-07	2.2260897e-07	1.7047465e-07	-5.1058145e-07	9.5773341e-09	3.1526057e-06	3.1384004e-06	-0.004526294
0.008	1	0.008	0	0	1	0	0	0	1	1	1.0706204e-06	4.1181548e-06	2.7448753e-07	4.0965271e-06	1.139971e-06	2.4880415e-07	2.5821703e-07	2.4766075e-07	3.6220067e-07	-8.5759735e-07	1.6845746e-08	4.1181548e-06	4.0999502e-06	-0.0044402014
0.01	1	0.01	0	0	1	0	0	0	1	1	1.5874288e-06	5.0141778e-06	3.7726073e-07	4.9815867e-06	1.6993244e-06	2.5288631e-07	3.5710619e-07	2.5138725e-07	6.4693564e-07	-1.3112296e-06	2.5977135e-08	5.0141778e-06	4.9897032e-06	-0.0049050352
0.012	1	0.012	0	0	1	0	0	0	1	1	2.2309461e-06	5.820197e-06	4.7527661e-07	5.7753118e-06	2.3952952e-06	2.5998492e-07	4.53338e-07	2.5755294e-07	1.0469532e-06	-1.8910648e-06	3.6804559e-08	5.820197e-06	5.8004027e-06	-0.003412575
0.014	1	0.014	0	0	1	0	0	0	1	1	2.9485098e-06	6.5801951e-06	5.3395943e-07	6.5213758e-06	3.1686459e-06	2.9081331e-07	5.1180955e-07	2.8705376e-07	1.5172713e-06	-2.544809e-06	4.9178746e-08	6.5801951e-06	6.5664934e-06	-0.0020866081
0.016	1	0.016	0	0	1	0	0	0	1	1	3.683299e-06	7.341221e-06	5.6621242e-07	7.2653609e-06	3.9622205e-06	3.303703e-07	5.4389311e-07	3.2530837e-07	2.0020827e-06	-3.2158674e-06	6.3070532e-08	7.341221e-06	7.3286035e-06	-0.0017216879
0.018	1	0.018	0	0	1	0	0	0	1	1	4.4267701e-06	8.1099231e-06	5.8754768e-07	8.0134912e-06	4.7690999e-06	3.6856957e-07	5.6485898e-07	3.6229895e-07	2.4918874e-06	-3.8959191e-06	7.849316e-08	8.1099231e-06	8.0977783e-06	-0.0014997716
0.02	1	0.02	0	0	1	0	0	0	1	1	5.1785004e-06	8.8858346e-06	6.0356102e-07	8.7652075e-06	5.5896352e-06	4.0321392e-07	5.8035097e-07	3.9582107e-07	2.9860908e-06	-4.5847421e-06	9.5461645e-08	8.8858346e-06	8.8740814e-06	-0.0013244415
0.022	1	0.022	0	0	1	0	0	0	1	1	5.9382601e-06	9.6682268e-06	6.1639599e-07	9.5197284e-06	6.4239659e-06	4.3420068e-07	5.9256276e-07	4.2575887e-07	3.4845312e-06	-5.2822524e-06	1.1398949e-07	9.6682268e-06	9.6568351e-06	-0.0011796541
0.024	1	0.024	0	0	1	0	0	0	1	1	6.705658e-06	1.0456571e-05	6.2705545e-07	1.0276474e-05	7.2719117e-06	4.619011e-07	6.0252981e-07	4.5247138e-07	3.9869224e-06	-5.988164e-06	1.3408899e-07	1.0456571e-05	1.0445532e-05	-0.0010568313
0.026	1	0.026	0	0	1	0	0	0	1	1	7.480254e-06	1.1250495e-05	6.3609674e-07	1.1035016e-05	8.1331713e-06	4.8675593e-07	6.1082973e-07	4.7638856e-07	4.4929206e-06	-6.7021153e-06	1.5577161e-07	1.1250495e-05	1.1239813e-05	-0.00095040623
0.028	1	0.028	0	0	1	0	0	0	1	1	8.2616246e-06	1.2049729e-05	6.438721e-07	1.1795029e-05	9.0074223e-06	5.0917111e-07	6.1782752e-07	4.9790689e-07	5.0021825e-06	-7.4237431e-06	1.7904824e-07	1.2049729e-05	1.2039415e-05	-0.00085666992
