lambda	F11	F12	F13	F21	F22	F23	F31	F32	F33	J	P11	P12	P13	P21	P22	P23	P31	P32	P33	p	StrEn	t(1)	t(2)	d
0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-0	0	inf	inf	inf
-0.002	1	-0.002	0	-0	1	-0	-0	-0	1	1	-4.3126271e-08	-8.8457197e-06	-2.8897653e-07	-8.8454942e-06	3.5209561e-10	9.5167084e-08	-2.8723535e-07	9.4859019e-08	-8.3200617e-08	4.1991598e-08	8.8382099e-09	-8.8457197e-06	-8.829017e-06	-0.0018917991
-0.004	1	-0.004	0	-0	1	-0	-0	-0	1	1	5.4374973e-08	-1.7659926e-05	-5.7549928e-07	-1.765902e-05	1.1747566e-07	1.7481436e-07	-5.7167839e-07	1.7423932e-07	-1.2673487e-07	-1.5038587e-08	3.5316068e-08	-1.7659926e-05	-1.7629053e-05	-0.0017512544
-0.006	1	-0.006	0	-0	1	-0	-0	-0	1	1	3.0296671e-07	-2.6425967e-05	-8.6077493e-07	-2.6423178e-05	3.6167583e-07	2.3925385e-07	-8.5471328e-07	2.3838302e-07	-1.3065885e-07	-1.7799456e-07	7.9354423e-08	-2.6425967e-05	-2.638068e-05	-0.0017166689
-0.008	1	-0.008	0	-0	1	-0	-0	-0	1	1	7.1703814e-07	-3.5124796e-05	-1.14598e-06	-3.5118062e-05	7.4716666e-07	2.887462e-07	-1.1377141e-06	2.8746024e-07	-9.4548454e-08	-4.5655211e-07	1.4083879e-07	-3.5124796e-05	-3.5064948e-05	-0.0017067964
-0.01	1	-0.01	0	-0	1	-0	-0	-0	1	1	1.314746e-06	-4.373457e-05	-1.4322751e-06	-4.3720816e-05	1.2919193e-06	3.2350182e-07	-1.4220612e-06	3.2156917e-07	-1.7442622e-08	-8.6307424e-07	2.1961421e-07	-4.373457e-05	-4.3660376e-05	-0.0016993582
-0.012	1	-0.012	0	-0	1	-0	-0	-0	1	1	2.1168575e-06	-5.2231286e-05	-1.7208329e-06	-5.2206249e-05	2.0165499e-06	3.4365614e-07	-1.7091643e-06	3.4071788e-07	1.0227993e-07	-1.4118958e-06	3.1548029e-07	-5.2231286e-05	-5.2143744e-05	-0.0016788701
-0.014	1	-0.014	0	-0	1	-0	-0	-0	1	1	3.1438014e-06	-6.0591299e-05	-2.0128738e-06	-6.0549368e-05	2.9414586e-06	3.4921602e-07	-2.0004799e-06	3.447888e-07	2.6707849e-07	-2.1174462e-06	4.2818919e-07	-6.0591299e-05	-6.0492588e-05	-0.0016317951
-0.016	1	-0.016	0	-0	1	-0	-0	-0	1	1	4.4109267e-06	-6.8795838e-05	-2.3096599e-06	-6.8729959e-05	4.082181e-06	3.4001475e-07	-2.2974801e-06	3.3352019e-07	4.804166e-07	-2.9911748e-06	5.5745064e-07	-6.8795838e-05	-6.8689287e-05	-0.0015512027
-0.018	1	-0.018	0	-0	1	-0	-0	-0	1	1	5.9239959e-06	-7.6835597e-05	-2.6123419e-06	-7.6737319e-05	5.4448885e-06	3.1578159e-07	-2.6014806e-06	3.0659335e-07	7.4683174e-07	-4.0385721e-06	7.0294634e-07	-7.6835597e-05	-7.6724958e-05	-0.0014420184
-0.02	1	-0.02	0	-0	1	-0	-0	-0	1	1	7.6783394e-06	-8.4711986e-05	-2.9215134e-06	-8.4571616e-05	7.0253799e-06	2.7647943e-07	-2.9132057e-06	2.6395497e-07	1.0719739e-06	-5.2585644e-06	8.6435048e-07	-8.4711986e-05	-8.4600416e-05	-0.0013187857
-0.022	1	-0.022	0	-0	1	-0	-0	-0	1	1	9.6634124e-06	-9.243326e-05	-3.236237e-06	-9.2240034e-05	8.8133007e-06	2.2311911e-07	-3.2318617e-06	2.0656854e-07	1.4630664e-06	-6.6465932e-06	1.041348e-06	-9.243326e-05	-9.2322713e-05	-0.0011973926
-0.024	1	-0.024	0	-0	1	-0	-0	-0	1	1	1.1872204e-05	-0.00010000635	-3.551737e-06	-9.9748456e-05	1.0801056e-05	1.5967966e-07	-3.5529102e-06	1.3820479e-07	1.9311845e-06	-8.2014813e-06	1.2336413e-06	-0.00010000635	-9.989722e-05	-0.0010924682
-0.026	1	-0.026	0	-0	1	-0	-0	-0	1	1	1.432014e-05	-0.00010742172	-3.8522834e-06	-0.00010708578	1.3001827e-05	9.89252e-08	-3.8610894e-06	7.0944888e-08	2.5014137e-06	-9.9411269e-06	1.4409369e-06	-0.00010742172	-0.00010730969	-0.0010440566
-0.028	1	-0.028	0	-0	1	-0	-0	-0	1	1	1.7114341e-05	-0.00011460045	-4.0831582e-06	-0.0001141688	1.5516977e-05	8.5364105e-08	-4.1026014e-06	4.7156229e-08	3.2686624e-06	-1.196666e-05	1.6628801e-06	-0.00011460045	-0.00011445804	-0.0012442452
-0.03	1	-0.03	0	-0	1	-0	-0	-0	1	1	2.069728e-05	-0.00012120589	-4.0814463e-06	-0.00012064521	1.8783902e-05	2.5369426e-07	-4.114669e-06	1.9683047e-07	4.6553062e-06	-1.4712163e-05	1.898769e-06	-0.00012120589	-0.00012105359	-0.0012580762
-0.032	1	-0.032	0	-0	1	-0	-0	-0	1	1	2.5379621e-05	-0.00012699007	-3.8346116e-06	-0.00012625139	2.314152e-05	6.198561e-07	-3.879322e-06	5.3915364e-07	7.1157542e-06	-1.8545632e-05	2.1470945e-06	-0.00012699007	-0.0001269563	-0.00026596958
-0.034	1	-0.034	0	-0	1	-0	-0	-0	1	1	3.0528527e-05	-0.00013243053	-3.6040616e-06	-0.00013148006	2.7977324e-05	9.6968813e-07	-3.6560749e-06	8.680867e-07	1.0124036e-05	-2.2876629e-05	2.4065942e-06	-0.00013243053	-0.00013244689	0.00012349016
-0.036	1	-0.036	0	-0	1	-0	-0	-0	1	1	3.580009e-05	-0.00013779307	-3.454045e-06	-0.00013660698	3.2940913e-05	1.2490641e-06	-3.5110449e-06	1.1298971e-06	1.3301164e-05	-2.7347389e-05	2.676882e-06	-0.00013779307	-0.00013782127	0.0002046487
-0.038	1	-0.038	0	-0	1	-0	-0	-0	1	1	4.1111429e-05	-0.00014314387	-3.3705882e-06	-0.00014170092	3.7943775e-05	1.4695997e-06	-3.4312456e-06	1.3352603e-06	1.6534467e-05	-3.1863224e-05	2.9578793e-06	-0.00014314387	-0.00014317564	0.00022189688
-0.04	1	-0.04	0	-0	1	-0	-0	-0	1	1	4.6440991e-05	-0.00014850153	-3.3356457e-06	-0.00014678121	4.2961311e-05	1.6465829e-06	-3.3990549e-06	1.4988051e-06	1.9787164e-05	-3.6396489e-05	3.2495845e-06	-0.00014850153	-0.00014853486	0.00022434388
-0.042	1	-0.042	0	-0	1	-0	-0	-0	1	1	5.1782912e-05	-0.00015387219	-3.335624e-06	-0.00015185417	4.7985917e-05	1.791581e-06	-3.4010868e-06	1.6316772e-06	2.3045435e-05	-4.0938088e-05	3.5520187e-06	-0.00015387219	-0.00015390653	0.00022310632
-0.044	1	-0.044	0	-0	1	-0	-0	-0	1	1	5.7136045e-05	-0.00015925804	-3.3609395e-06	-0.00015692204	5.3015381e-05	1.9127584e-06	-3.4278766e-06	1.7417612e-06	2.6303761e-05	-4.5485062e-05	3.8652107e-06	-0.00015925804	-0.00015929327	0.00022115168
-0.046	1	-0.046	0	-0	1	-0	-0	-0	1	1	6.2500748e-05	-0.00016465987	-3.4048521e-06	-0.00016198558	5.8049363e-05	2.015859e-06	-3.4727619e-06	1.8346063e-06	2.9560011e-05	-5.0036707e-05	4.1891918e-06	-0.00016465987	-0.00016469599	0.00021930802
