lambda	F11	F12	F13	F21	F22	F23	F31	F32	F33	J	P11	P12	P13	P21	P22	P23	P31	P32	P33	p	StrEn	t(1)	t(2)	d
0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-0	0	inf	inf	inf
0.002	1	0.002	0	0	1	0	0	0	1	1	1.6212022e-07	2.144986e-06	-2.3515733e-08	2.1426749e-06	2.1251352e-07	1.9830902e-07	-2.7115171e-08	1.9824315e-07	9.3186627e-08	-1.5594012e-07	2.1395663e-09	2.144986e-06	2.1318949e-06	-0.00614061
0.004	1	0.004	0	0	1	0	0	0	1	1	4.4792834e-07	4.2593666e-06	-6.751141e-08	4.2536116e-06	5.5982115e-07	3.8985008e-07	-7.540542e-08	3.8965579e-07	2.5115025e-07	-4.1963325e-07	8.5275796e-09	4.2593666e-06	4.234379e-06	-0.0059011261
0.006	1	0.006	0	0	1	0	0	0	1	1	8.7002275e-07	6.3152449e-06	-1.2856858e-07	6.3042996e-06	1.0551706e-06	5.7400593e-07	-1.4116709e-07	5.7342861e-07	4.7545376e-07	-8.0021569e-07	1.9077082e-08	6.3152449e-06	6.2798647e-06	-0.005633916
0.008	1	0.008	0	0	1	0	0	0	1	1	1.4490277e-06	8.2833836e-06	-2.0187559e-07	8.264842e-06	1.7190744e-06	7.4937154e-07	-2.1908703e-07	7.478763e-07	7.701751e-07	-1.312759e-06	3.3647038e-08	8.2833836e-06	8.2404158e-06	-0.0052142684
0.01	1	0.01	0	0	1	0	0	0	1	1	2.2029725e-06	1.0137991e-05	-2.8019939e-07	1.0108521e-05	2.5659993e-06	9.1316222e-07	-3.0148574e-07	9.1002161e-07	1.1391907e-06	-1.9693875e-06	5.2038746e-08	1.0137991e-05	1.0099186e-05	-0.0038424015
0.012	1	0.012	0	0	1	0	0	0	1	1	3.0996788e-06	1.1904889e-05	-3.5218706e-07	1.1860131e-05	3.5601692e-06	1.0603642e-06	-3.7738679e-07	1.0550004e-06	1.5804448e-06	-2.7467643e-06	7.4043781e-08	1.1904889e-05	1.187006e-05	-0.0029341901
0.014	1	0.014	0	0	1	0	0	0	1	1	4.1068658e-06	1.361138e-05	-4.0698908e-07	1.3546266e-05	4.6692898e-06	1.1854089e-06	-4.3617631e-07	1.1773999e-06	2.0955036e-06	-3.6238864e-06	9.9518987e-08	1.361138e-05	1.357734e-05	-0.0025070894
0.016	1	0.016	0	0	1	0	0	0	1	1	5.2134982e-06	1.5263827e-05	-4.3704134e-07	1.5172606e-05	5.8815023e-06	1.2842784e-06	-4.7025018e-07	1.2733016e-06	2.6854262e-06	-4.5934756e-06	1.2835314e-07	1.5263827e-05	1.5231932e-05	-0.0020939542
0.018	1	0.018	0	0	1	0	0	0	1	1	6.4081659e-06	1.6869557e-05	-4.4119777e-07	1.6745797e-05	7.1843475e-06	1.3563538e-06	-4.784257e-07	1.3422601e-06	3.3450465e-06	-5.6458533e-06	1.6044672e-07	1.6869557e-05	1.6841594e-05	-0.0016603538
0.02	1	0.02	0	0	1	0	0	0	1	1	7.6740031e-06	1.8441624e-05	-4.2516964e-07	1.827839e-05	8.5610968e-06	1.4048757e-06	-4.664054e-07	1.3877369e-06	4.0628793e-06	-6.7659931e-06	1.9571952e-07	1.8441624e-05	1.8417854e-05	-0.0012905897
0.022	1	0.022	0	0	1	0	0	0	1	1	8.9932392e-06	1.9994194e-05	-3.9727121e-07	1.9784299e-05	9.9952853e-06	1.435218e-06	-4.4249719e-07	1.4152673e-06	4.8253761e-06	-7.9379669e-06	2.3411813e-07	1.9994194e-05	1.9973604e-05	-0.0010308627
0.024	1	0.024	0	0	1	0	0	0	1	1	1.0351822e-05	2.1538076e-05	-3.6426613e-07	2.1274259e-05	1.147441e-05	1.4526604e-06	-4.1345583e-07	1.4301923e-06	5.6210103e-06	-9.149081e-06	2.7561393e-07	2.1538076e-05	2.1519415e-05	-0.00086717088
0.026	1	0.026	0	0	1	0	0	0	1	1	1.1740228e-05	2.3080055e-05	-3.3028981e-07	2.2755045e-05	1.299016e-05	1.4613027e-06	-3.834104e-07	1.4366072e-06	6.441471e-06	-1.039062e-05	3.2019579e-07	2.3080055e-05	2.306235e-05	-0.00076772142
0.028	1	0.028	0	0	1	0	0	0	1	1	1.3152301e-05	2.462406e-05	-2.9749102e-07	2.4230576e-05	1.4537187e-05	1.4640128e-06	-3.5450779e-07	1.4373492e-06	7.2811014e-06	-1.1656863e-05	3.6786333e-07	2.462406e-05	2.4606653e-05	-0.00070740067
0.03	1	0.03	0	0	1	0	0	0	1	1	1.4584013e-05	2.6172338e-05	-2.6684858e-07	2.5703075e-05	1.611197e-05	1.4627259e-06	-3.2772833e-07	1.4343188e-06	8.1360485e-06	-1.2944011e-05	4.1862241e-07	2.6172338e-05	2.6154798e-05	-0.00067063491
0.032	1	0.032	0	0	1	0	0	0	1	1	1.6032632e-05	2.7726203e-05	-2.3871939e-07	2.7173812e-05	1.7712096e-05	1.4587434e-06	-3.0343232e-07	1.4287857e-06	9.0036203e-06	-1.4249449e-05	4.7248252e-07	2.7726203e-05	2.7708237e-05	-0.00064836979
0.034	1	0.034	0	0	1	0	0	0	1	1	1.7496226e-05	2.928645e-05	-2.1314666e-07	2.8643527e-05	1.9335834e-05	1.4529486e-06	-2.8166726e-07	1.4216069e-06	9.8818751e-06	-1.5571312e-05	5.2945536e-07	2.928645e-05	2.9267855e-05	-0.00063532858
0.036	1	0.036	0	0	1	0	0	0	1	1	1.8973375e-05	3.0853585e-05	-1.900232e-07	3.0112657e-05	2.0981899e-05	1.4459489e-06	-2.6233047e-07	1.4133681e-06	1.0769368e-05	-1.6908214e-05	5.8955394e-07	3.0853585e-05	3.083421e-05	-0.00062834763
0.038	1	0.038	0	0	1	0	0	0	1	1	2.0463e-05	3.2427943e-05	-1.6917628e-07	3.1581464e-05	2.26493e-05	1.4381673e-06	-2.4525354e-07	1.4044751e-06	1.1664995e-05	-1.8259099e-05	6.527922e-07	3.2427943e-05	3.2407673e-05	-0.0006254587
0.04	1	0.04	0	0	1	0	0	0	1	1	2.196426e-05	3.4009757e-05	-1.5041101e-07	3.3050102e-05	2.4337259e-05	1.4299019e-06	-2.3024566e-07	1.3952117e-06	1.2567891e-05	-1.9623137e-05	7.1918463e-07	3.4009757e-05	3.3988501e-05	-0.00062538966
0.042	1	0.042	0	0	1	0	0	0	1	1	2.3476481e-05	3.5599202e-05	-1.3353234e-07	3.4518661e-05	2.6045148e-05	1.4213641e-06	-2.1711539e-07	1.3857777e-06	1.3477363e-05	-2.0999664e-05	7.887462e-07	3.5599202e-05	3.5576885e-05	-0.00062728823
