lambda	F11	F12	F13	F21	F22	F23	F31	F32	F33	J	P11	P12	P13	P21	P22	P23	P31	P32	P33	p	StrEn	t(1)	t(2)	d
0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-0	0	inf	inf	inf
-0.002	0.998	0	0	0	1.0006409	0	0	0	1.0006113	0.99925012	-9.5690466e-06	-1.5789826e-08	3.9826744e-09	-1.7241106e-08	-2.0885622e-09	1.420019e-07	-6.9772161e-10	1.3649809e-07	-8.622295e-09	3.1932525e-06	9.6163473e-09	-9.5657616e-06	-9.5103286e-06	-0.0058287085
-0.004	0.996	0	0	0	1.0012758	0	0	0	1.0012149	0.99848233	-1.8849868e-05	-3.3659871e-08	1.5612399e-08	-3.7305867e-08	-4.3465309e-09	2.8057805e-07	5.7696286e-09	2.6939013e-07	-1.7631301e-08	6.2906151e-06	3.8041315e-08	-1.8843206e-05	-1.8799421e-05	-0.0023290535
-0.006	0.994	0	0	0	1.0019058	0	0	0	1.0018108	0.99769769	-2.7946143e-05	-5.4314854e-08	3.5962885e-08	-6.0561003e-08	-6.7428937e-09	4.1597207e-07	2.0814345e-08	3.9878751e-07	-2.7135344e-08	9.3266738e-06	8.4814032e-08	-2.7935995e-05	-2.7894252e-05	-0.0014964654
-0.008	0.992	0	0	0	1.0025312	0	0	0	1.0023989	0.99689672	-3.6902878e-05	-7.8236609e-08	6.660718e-08	-8.7385031e-08	-9.2566775e-09	5.4846098e-07	4.614093e-08	5.2482384e-07	-3.7273184e-08	1.2316469e-05	1.4961832e-07	-3.6889105e-05	-3.6843438e-05	-0.0012394976
-0.01	0.99	0	0	0	1.0031517	0	0	0	1.0029794	0.99607906	-4.5729695e-05	-1.0580101e-07	1.0965952e-07	-1.1819923e-07	-1.1881877e-08	6.7819744e-07	8.3889389e-08	6.4751123e-07	-4.8199109e-08	1.5263259e-05	2.3218778e-07	-4.5712135e-05	-4.5658958e-05	-0.0011646756
-0.012	0.988	0	0	0	1.0037659	0	0	0	1.0035518	0.9952431	-5.4416815e-05	-1.3731061e-07	1.6777002e-07	-1.5342489e-07	-1.4618991e-08	8.0518419e-07	1.3670159e-07	7.6670231e-07	-6.0088137e-08	1.8163841e-05	3.3225415e-07	-5.4395286e-05	-5.4331044e-05	-0.0011824178
-0.014	0.986	0	0	0	1.0043703	0	0	0	1.0041161	0.99438526	-6.2936805e-05	-1.7296888e-07	2.4418911e-07	-1.934329e-07	-1.7466974e-08	9.2921633e-07	2.0780664e-07	8.8201812e-07	-7.3144408e-08	2.1009139e-05	4.4951196e-07	-6.2911117e-05	-6.28302e-05	-0.0012878685
-0.016	0.984	0	0	0	1.0049575	0	0	0	1.004672	0.99349826	-7.1234569e-05	-2.127834e-07	3.4283215e-07	-2.3844438e-07	-2.0415401e-08	1.0497164e-06	3.0108125e-07	9.9266986e-07	-8.7611899e-08	2.3780865e-05	5.8357495e-07	-7.1204549e-05	-7.1095836e-05	-0.0015291012
-0.018	0.982	0	0	0	1.005511	0	0	0	1.0052208	0.99256695	-7.9198036e-05	-2.5634138e-07	4.6790962e-07	-2.8830391e-07	-2.3415698e-08	1.1652346e-06	4.2065554e-07	1.0969561e-06	-1.0376113e-07	2.6441738e-05	7.338953e-07	-7.9163573e-05	-7.9003597e-05	-0.0020249227
