lambda	F11	F12	F13	F21	F22	F23	F31	F32	F33	J	P11	P12	P13	P21	P22	P23	P31	P32	P33	p	StrEn	t(1)	t(2)	d
0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-0	0	inf	inf	inf
-0.002	0.998	0	0	0	1	0	0	0	1.0005131	0.99851212	-1.5076183e-05	7.3910689e-09	5.3578312e-08	6.9094826e-09	-2.8588469e-06	-1.056838e-07	6.0428967e-08	-9.9809386e-08	4.5701825e-09	5.9768199e-06	1.5101755e-08	-1.507735e-05	-1.5039621e-05	-0.0025085998
-0.004	0.996	0	0	0	1	0	0	0	1.0010211	0.99701704	-2.9964316e-05	1.6418144e-08	1.1347071e-07	1.5518895e-08	-5.6846383e-06	-2.1562562e-07	1.276666e-07	-2.0370383e-07	8.816214e-09	1.1880046e-05	6.0158484e-08	-2.9966545e-05	-2.9912953e-05	-0.0017915983
-0.006	0.994	0	0	0	1	0	0	0	1.0015244	0.99551522	-4.4616474e-05	3.095379e-08	1.7962326e-07	2.9907456e-08	-8.4821546e-06	-3.2904792e-07	2.0226057e-07	-3.107204e-07	1.3194015e-08	1.7695145e-05	1.3475357e-07	-4.4619778e-05	-4.4542019e-05	-0.001745739
-0.008	0.992	0	0	0	1	0	0	0	1.0020228	0.9940066	-5.8938031e-05	5.2553116e-08	2.5330849e-07	5.1809677e-08	-1.1246896e-05	-4.4504217e-07	2.8584175e-07	-4.1973747e-07	1.7838782e-08	2.3389029e-05	2.3832656e-07	-5.8942454e-05	-5.8829994e-05	-0.0019115998
-0.01	0.99	0	0	0	1	0	0	0	1.002516	0.99249085	-7.2775836e-05	8.2960038e-08	3.3577755e-07	8.3276547e-08	-1.3973387e-05	-5.620929e-07	3.8009425e-07	-5.2913015e-07	2.2795777e-08	2.8908809e-05	3.7007354e-07	-7.2781426e-05	-7.2618891e-05	-0.0022381916
-0.012	0.988	0	0	0	1	0	0	0	1.0030035	0.99096746	-8.5888775e-05	1.2329394e-07	4.279531e-07	1.2587768e-07	-1.6655146e-05	-6.7783376e-07	4.8646672e-07	-6.364911e-07	2.8087915e-08	3.4171945e-05	5.2880212e-07	-8.5895575e-05	-8.5664598e-05	-0.0026963009
-0.014	0.986	0	0	0	1	0	0	0	1.0034844	0.9894356	-9.7928992e-05	1.7240965e-07	5.2956421e-07	1.7904258e-07	-1.9285367e-05	-7.8878503e-07	6.0520344e-07	-7.3845867e-07	3.3693849e-08	3.9060221e-05	7.1273193e-07	-9.7937025e-05	-9.7629237e-05	-0.0031526226
-0.016	0.984	0	0	0	1	0	0	0	1.0039572	0.98789389	-0.00010849935	2.2500973e-07	6.3744694e-07	2.3798907e-07	-2.185809e-05	-8.9008848e-07	7.3337453e-07	-8.3052391e-07	3.9533837e-08	4.3439304e-05	9.1931907e-07	-0.0001085086	-0.00010814898	-0.0033251812
-0.018	0.982	0	0	0	1	0	0	0	1.0044195	0.98633992	-0.00011734279	2.7254081e-07	7.4339769e-07	2.9431377e-07	-2.436652e-05	-9.748962e-07	8.624727e-07	-9.0626294e-07	4.5536085e-08	4.7221259e-05	1.1453279e-06	-0.00011735314	-0.0001169966	-0.0030474693
-0.02	0.98	0	0	0	1	0	0	0	1.0048663	0.98476895	-0.00012450936	3.0877635e-07	8.3129495e-07	3.4161737e-07	-2.6791339e-05	-1.0322817e-06	9.7574833e-07	-9.5480893e-07	5.1803988e-08	5.0416299e-05	1.3873055e-06	-0.00012452058	-0.00012420421	-0.0025471505
-0.022	0.978	0	0	0	1	0	0	0	1.0052858	0.98316954	-0.00013025586	3.3618713e-07	8.6940791e-07	3.8257294e-07	-2.9071189e-05	-1.0427482e-06	1.0410529e-06	-9.5601613e-07	5.8761531e-08	5.3089428e-05	1.6421447e-06	-0.00013026736	-0.00012998347	-0.0021840194
-0.024	0.976	0	0	0	1	0	0	0	1.0056491	0.98151348	-0.00013478094	3.7452836e-07	7.997835e-07	4.3831987e-07	-3.104417e-05	-9.7837072e-07	1.0000975e-06	-8.8071647e-07	6.7078472e-08	5.5252679e-05	1.9072393e-06	-0.00013479142	-0.00013451554	-0.0020508992
-0.026	0.974	0	0	0	1	0	0	0	1.0059106	0.97975688	-0.00013812298	4.6342456e-07	5.8021175e-07	5.5000088e-07	-3.2453464e-05	-8.4622926e-07	8.0907338e-07	-7.3558338e-07	7.6827118e-08	5.6833207e-05	2.1802069e-06	-0.00013813094	-0.00013789059	-0.0017430323
