t	lf	fx	fy	fz	enEl	enU	enQ	enVi	enHa	enTot	diss
58.8	0.6125	0.0118537	0.00351984	31.0874	31.1825	4.67689	26.5056	18.8696	0.360764	50.4129	0.235906
60	0.625	0.0121432	0.00503206	31.3743	31.9709	4.80197	27.1689	19.4643	0.431049	51.8662	0.241114
61.2	0.6375	0.0128311	0.00649779	31.6524	32.7457	4.92577	27.82	20.0651	0.509236	53.3201	0.246069
62.4	0.65	0.0127491	0.00790479	31.923	33.5078	5.04832	28.4595	20.6719	0.595507	54.7753	0.250767
63.6	0.6625	0.0120847	0.00913256	32.1868	34.2578	5.16967	29.0881	21.2844	0.690001	56.2322	0.255236
64.8	0.675	0.0107835	0.0110144	32.4438	34.9962	5.28982	29.7063	21.9024	0.792818	57.6914	0.259559
66	0.6875	0.0092589	0.0126215	32.6936	35.7232	5.40875	30.3144	22.5257	0.904027	59.1529	0.263793
67.2	0.7	0.00715426	0.0143961	32.9365	36.4394	5.52647	30.913	23.154	1.02366	60.617	0.26802
68.4	0.7125	0.00527966	0.0157072	33.1723	37.1448	5.64302	31.5018	23.787	1.15173	62.0835	0.272215
69.6	0.725	0.00410229	0.0172345	33.4014	37.8399	5.75846	32.0814	24.4245	1.28821	63.5526	0.276383
70.8	0.7375	0.0033618	0.0188005	33.6236	38.5246	5.8728	32.6518	25.0663	1.43311	65.0241	0.280556
72	0.75	0.00329775	0.0204023	33.8395	39.1992	5.98605	33.2132	25.7122	1.58637	66.4978	0.284718
73.2	0.7625	0.00313672	0.0220404	34.049	39.864	6.09822	33.7658	26.3618	1.74795	67.9738	0.288843
74.4	0.775	0.00354094	0.0238522	34.2513	40.5191	6.2093	34.3098	27.0149	1.9178	69.4518	0.292927
75.6	0.7875	0.00500919	0.0255478	34.4464	41.165	6.3193	34.8457	27.6714	2.09584	70.9322	0.296939
76.8	0.8	0.00672654	0.0282665	34.6339	41.8022	6.42826	35.374	28.3308	2.282	72.415	0.300949
78	0.8125	0.00809211	0.0306412	34.814	42.431	6.53623	35.8947	28.9931	2.47619	73.9003	0.304944
79.2	0.825	0.00898903	0.0330457	34.9865	43.0512	6.64327	36.4079	29.658	2.67836	75.3876	0.308917
80.4	0.8375	0.00964507	0.0353784	35.1523	43.6631	6.74943	36.9136	30.3255	2.88842	76.8769	0.312873
81.6	0.85	0.010159	0.0372508	35.3121	44.2668	6.85475	37.4121	30.9952	3.10632	78.3683	0.316832
82.8	0.8625	0.00989302	0.0382133	35.4664	44.8627	6.9593	37.9034	31.6671	3.33201	79.8618	0.320732
84	0.875	0.00944381	0.0382481	35.6165	45.4508	7.06311	38.3877	32.341	3.56543	81.3573	0.324554
85.2	0.8875	0.00879134	0.0378222	35.7626	46.0318	7.1662	38.8656	33.0168	3.80655	82.8551	0.328289
86.4	0.9	0.00793949	0.0371698	35.9046	46.6058	7.26859	39.3372	33.6942	4.05531	84.3553	0.331981
87.6	0.9125	0.00686991	0.036649	36.0429	47.1732	7.37028	39.8029	34.3732	4.31165	85.858	0.33563
88.8	0.925	0.0057241	0.035775	36.1782	47.7341	7.47129	40.2628	35.0535	4.57551	87.3631	0.339258
90	0.9375	0.00436384	0.0354634	36.3104	48.2891	7.57161	40.7175	35.735	4.84683	88.8709	0.342887
91.2	0.95	0.00276712	0.0355451	36.44	48.8376	7.67126	41.1664	36.4175	5.12555	90.3807	0.346463
92.4	0.9625	0.0011285	0.0358696	36.5671	49.3804	7.77024	41.6101	37.1009	5.41158	91.8928	0.349958
93.6	0.975	-0.000217807	0.0368631	36.6925	49.9175	7.86858	42.0489	37.7848	5.70485	93.4072	0.353423
94.8	0.9875	-0.00149888	0.0377146	36.8159	50.4493	7.96629	42.483	38.4694	6.00527	94.9239	0.356871
96	1	-0.00204945	0.0383372	36.9379	50.9757	8.06336	42.9124	39.1542	6.31277	96.4427	0.360318
97.2	0.9875	-0.00204808	0.0376906	35.6121	48.7036	7.73184	40.9718	37.5137	6.43419	92.6515	0.259329
98.4	0.975	-0.00180291	0.0382916	34.5197	46.849	7.44742	39.4016	35.9394	6.44466	89.2331	0.211778
99.6	0.9625	-0.00195649	0.0378855	33.5021	45.0788	7.17541	37.9033	34.4434	6.44466	85.9669	0.192559
100.8	0.95	-0.00209191	0.0374949	32.5328	43.3585	6.91175	36.4467	33.0196	6.44466	82.8228	0.178126
102	0.9375	-0.00222204	0.0370982	31.5995	41.6878	6.65594	35.0318	31.6604	6.44466	79.7928	0.16599
103.2	0.925	-0.00234856	0.0366968	30.6957	40.0654	6.40761	33.6578	30.3594	6.44466	76.8695	0.155833
104.4	0.9125	-0.0024718	0.0362911	29.8176	38.4903	6.16642	32.3239	29.1112	6.44466	74.0462	0.147371
105.6	0.9	-0.00259189	0.0358809	28.9624	36.9613	5.93214	31.0292	27.9111	6.44466	71.317	0.140338
106.8	0.8875	-0.00270906	0.0354665	28.1283	35.4775	5.70454	29.773	26.7549	6.44466	68.677	0.134493
108	0.875	-0.00282342	0.0350479	27.3138	34.0379	5.48344	28.5544	25.6393	6.44466	66.1218	0.129628
109.2	0.8625	-0.00293502	0.0346254	26.5175	32.6415	5.26868	27.3728	24.5614	6.44466	63.6476	0.125562
110.4	0.85	-0.00304406	0.034199	25.7384	31.2875	5.06009	26.2274	23.5188	6.44466	61.251	0.122145
111.6	0.8375	-0.00315072	0.0337691	24.9755	29.975	4.85753	25.1175	22.5094	6.44466	58.9291	0.119249
112.8	0.825	-0.00325509	0.0333359	24.2277	28.703	4.66083	24.0422	21.5315	6.44466	56.6792	0.116772
114	0.8125	-0.00335742	0.0328996	23.4942	27.4707	4.46987	23.0008	20.5836	6.44466	54.499	0.114628
115.2	0.8	-0.00345784	0.0324607	22.7743	26.2772	4.2845	21.9927	19.6646	6.44466	52.3865	0.112746
116.4	0.7875	-0.00355659	0.0320194	22.067	25.1218	4.10458	21.0172	18.7733	6.44466	50.3397	0.111071
117.6	0.775	-0.00365384	0.0315761	21.3718	24.0034	3.92998	20.0734	17.9089	6.44466	48.3569	0.109557
118.8	0.7625	-0.00374977	0.0311313	20.6879	22.9213	3.76057	19.1607	17.0707	6.44466	46.4367	0.108167
120	0.75	-0.00384476	0.0306853	20.0147	21.8747	3.59622	18.2785	16.2581	6.44466	44.5774	0.106875
121.2	0.7375	-0.00400471	0.0303594	19.3564	20.8627	3.43682	17.4259	15.4705	6.44466	42.7779	0.105656
122.4	0.725	-0.00410257	0.0299233	18.703	19.8846	3.28223	16.6024	14.7074	6.44466	41.0367	0.104494
123.6	0.7125	-0.0042002	0.0294877	18.0586	18.9396	3.13233	15.8073	13.9686	6.44466	39.3529	0.103377
124.8	0.7	-0.00429788	0.0290532	17.4226	18.027	2.98702	15.0399	13.2537	6.44466	37.7253	0.102295
126	0.6875	-0.00439595	0.02862	16.7944	17.1459	2.84619	14.2997	12.5624	6.44466	36.1529	0.101242
127.2	0.675	-0.00449471	0.0281887	16.1737	16.2956	2.70971	13.5859	11.8945	6.44466	34.6347	0.100213
128.4	0.6625	-0.00459445	0.0277598	15.5598	15.4755	2.57748	12.898	11.2497	6.44466	33.1698	0.0992057
129.6	0.65	-0.00469551	0.0273336	14.9523	14.6848	2.44941	12.2354	10.6279	6.44466	31.7573	0.0982201
130.8	0.6375	-0.00479818	0.0269107	14.3508	13.9229	2.3254	11.5975	10.0289	6.44466	30.3964	0.097256
132	0.625	-0.00490282	0.0264915	13.7549	13.1891	2.20534	10.9838	9.45255	6.44466	29.0864	0.0963147
133.2	0.6125	-0.00500971	0.0260765	13.1641	12.4829	2.08914	10.3938	8.89877	6.44466	27.8263	0.095398
134.4	0.6	-0.00511913	0.025666	12.578	11.8036	1.97672	9.82683	8.36741	6.44466	26.6156	0.0945082
135.6	0.5875	-0.00523137	0.0252606	11.9962	11.1506	1.868	9.28256	7.85837	6.44466	25.4536	0.0936481
136.8	0.575	-0.00534672	0.0248608	11.4184	10.5234	1.76288	8.76048	7.37153	6.44466	24.3396	0.0928208
138	0.5625	-0.00546541	0.0244672	10.8441	9.92145	1.66131	8.26014	6.9068	6.44466	23.2729	0.0920294
139.2	0.55	-0.00558767	0.0240803	10.273	9.34431	1.5632	7.78112	6.46409	6.44466	22.2531	0.0912771
140.4	0.5375	-0.00571371	0.0237009	9.7047	8.7915	1.46848	7.32302	6.04331	6.44466	21.2795	0.0905674
141.6	0.525	-0.00584372	0.0233298	9.13886	8.26258	1.37711	6.88547	5.64438	6.44466	20.3516	0.0899035
142.8	0.5125	-0.00597791	0.0229681	8.57512	7.75713	1.289	6.46812	5.26721	6.44466	19.469	0.0892886
144	0.5	-0.00611651	0.0226168	8.01314	7.27477	1.20412	6.07065	4.91171	6.44466	18.6311	0.0887261
145.2	0.4875	-0.0062597	0.0222773	7.45257	6.81516	1.12242	5.69274	4.5778	6.44466	17.8376	0.088219
146.4	0.475	-0.00640775	0.0219511	6.89308	6.37798	1.04384	5.33413	4.26541	6.44466	17.088	0.0877703
147.6	0.4625	-0.00656091	0.0216401	6.33434	5.96292	0.968357	4.99456	3.97445	6.44466	16.382	0.0873829
148.8	0.45	-0.0067195	0.0213463	5.77601	5.56972	0.895927	4.67379	3.70484	6.44466	15.7192	0.0870596
150	0.4375	-0.00688385	0.0210719	5.21777	5.19816	0.826525	4.37163	3.4565	6.44466	15.0993	0.0868032
151.2	0.425	-0.00705437	0.0208195	4.65929	4.84801	0.760126	4.08789	3.22935	6.44466	14.522	0.086616
152.4	0.4125	-0.00723154	0.0205917	4.10025	4.51912	0.69671	3.82241	3.02331	6.44466	13.9871	0.0865005
153.6	0.4	-0.00741588	0.0203914	3.54031	4.21132	0.636265	3.57506	2.8383	6.44466	13.4943	0.086459
154.8	0.3875	-0.007608	0.0202216	2.97916	3.92451	0.578783	3.34573	2.67424	6.44466	13.0434	0.0864936
156	0.375	-0.00780856	0.0200853	2.41645	3.6586	0.524261	3.13434	2.53104	6.44466	12.6343	0.0866064
157.2	0.3625	-0.00801823	0.0199857	1.85187	3.41353	0.472702	2.94083	2.40864	6.44466	12.2668	0.0867992
158.4	0.35	-0.00823771	0.0199256	1.28507	3.18929	0.424115	2.76517	2.30694	6.44466	11.9409	0.0870739
159.6	0.3375	-0.00846777	0.0199081	0.71572	2.98587	0.378517	2.60735	2.22587	6.44466	11.6564	0.0874321
160.8	0.325	-0.00870912	0.0199358	0.143471	2.80333	0.335928	2.4674	2.16536	6.44466	11.4133	0.0878755
162	0.3125	-0.00896248	0.0200113	-0.432024	2.64173	0.296377	2.34535	2.12531	6.44466	11.2117	0.0884054
163.2	0.3	-0.00922857	0.0201368	-1.01112	2.50119	0.259899	2.24129	2.10566	6.44466	11.0515	0.0890234
164.4	0.2875	-0.00950803	0.0203141	-1.59417	2.38185	0.226535	2.15532	2.10632	6.44466	10.9328	0.0897307
165.6	0.275	-0.00989935	0.0205512	-2.18166	2.28389	0.196336	2.08755	2.12721	6.44465	10.8558	0.0905387
166.8	0.2625	-0.0102018	0.0207417	-2.7739	2.2075	0.169358	2.03814	2.16825	6.44458	10.8203	0.0914823
168	0.25	-0.00993162	0.0208922	-3.3711	2.15286	0.145665	2.0072	2.22932	6.44434	10.8265	0.0926346
169.2	0.2375	-0.00971641	0.0215567	-3.97328	2.12009	0.125328	1.99476	2.31027	6.44364	10.874	0.0941351
170.4	0.225	-0.0105402	0.0223762	-4.58053	2.10924	0.108424	2.00082	2.41088	6.44206	10.9622	0.0961314
171.6	0.2125	-0.0121514	0.0228796	-5.1925	2.12012	0.0950317	2.02509	2.53085	6.43884	11.0898	0.0989256
172.8	0.2	-0.0141613	0.0239356	-5.80927	2.15243	0.0852315	2.0672	2.66978	6.43305	11.2553	0.102673
174	0.1875	-0.015275	0.0250868	-6.43051	2.20594	0.0791001	2.12684	2.8273	6.4239	11.4571	0.107164
175.2	0.175	-0.0145613	0.0262007	-7.0573	2.28023	0.0767081	2.20352	3.00305	6.4105	11.6938	0.11239
176.4	0.1625	-0.0132625	0.0275479	-7.69033	2.37481	0.0781102	2.2967	3.19658	6.39179	11.9632	0.118853
177.6	0.15	-0.0129755	0.0281382	-8.32891	2.4885	0.0833628	2.40514	3.40756	6.36641	12.2625	0.126398
178.8	0.1375	-0.0121773	0.0276173	-8.97265	2.62076	0.0925327	2.52823	3.63559	6.33358	12.5899	0.134687
180	0.125	-0.0111715	0.026301	-9.62096	2.77094	0.105705	2.66524	3.88035	6.29256	12.9439	0.143477
181.2	0.1125	-0.0111905	0.0234429	-10.2704	2.93907	0.122961	2.8161	4.14154	6.24321	13.3238	0.152393
182.4	0.1	-0.0130864	0.0209785	-10.9283	3.1247	0.144365	2.98033	4.41892	6.18506	13.7287	0.161737
183.6	0.0875	-0.0163841	0.0177638	-11.59	3.32695	0.169967	3.15698	4.71225	6.11736	14.1566	0.171526
184.8	0.075	-0.0204974	0.0137983	-12.2573	3.54529	0.199784	3.34551	5.0213	6.03973	14.6063	0.181454
186	0.0625	-0.0228442	0.0139943	-12.9275	3.77933	0.233814	3.54551	5.34582	5.95203	15.0772	0.191657
187.2	0.05	-0.0214595	0.0155453	-13.596	4.02854	0.272069	3.75647	5.68574	5.85432	15.5686	0.202019
188.4	0.0375	-0.0201069	0.02082	-14.2644	4.29162	0.314516	3.97711	6.04103	5.74618	16.0788	0.212416
189.6	0.025	-0.0189003	0.0252935	-14.9295	4.56832	0.361136	4.20718	6.41178	5.62804	16.6081	0.222276
190.8	0.0125	-0.0155105	0.0309208	-15.5934	4.85897	0.411988	4.44699	6.79815	5.50086	17.158	0.231534
192	0	-0.0147958	0.0341874	-16.2591	5.16314	0.467089	4.69605	7.20042	5.3651	17.7287	0.240385
