t	lf	fx	fy	fz	enEl	enU	enQ	enVi	enHa	enTot	diss
288	0.3	0.0108515	0.00591003	14.3899	9.25033	1.42722	7.82311	1.80894	0	11.0593	0.00960855
300	0.3125	0.0111932	0.00610804	14.8188	9.99879	1.5376	8.46119	1.87255	0	11.8713	0.0099335
312	0.325	0.0115297	0.00630421	15.2396	10.7734	1.6513	9.12205	1.93305	0	12.7064	0.0102459
324	0.3375	0.0118611	0.00649866	15.6526	11.5737	1.76827	9.80543	1.99047	0	13.5642	0.010546
336	0.35	0.0121876	0.00669153	16.0582	12.3995	1.88844	10.5111	2.04487	0	14.4444	0.0108339
348	0.3625	0.0125094	0.00688291	16.4567	13.2505	2.01174	11.2388	2.09628	0	15.3468	0.0111098
360	0.375	0.0128267	0.00707293	16.8483	14.1264	2.1381	11.9883	2.14479	0	16.2712	0.0113741
372	0.3875	0.0131397	0.00726168	17.2334	15.0269	2.26747	12.7594	2.19047	0	17.2174	0.0116271
384	0.4	0.0134484	0.00744928	17.6121	15.9516	2.39978	13.5519	2.23338	0	18.185	0.0118691
396	0.4125	0.0137531	0.00763581	17.9848	16.9004	2.53498	14.3654	2.27363	0	19.174	0.0121005
408	0.425	0.0140539	0.00782138	18.3516	17.8728	2.67301	15.1998	2.3113	0	20.1841	0.0123216
420	0.4375	0.0143509	0.00800607	18.7128	18.8687	2.81381	16.0549	2.34647	0	21.2152	0.012533
432	0.45	0.0146442	0.00818997	19.0687	19.8877	2.95734	16.9304	2.37925	0	22.267	0.012735
444	0.4625	0.0149341	0.00837316	19.4193	20.9296	3.10353	17.8261	2.40972	0	23.3393	0.012928
456	0.475	0.0152205	0.00855572	19.7649	21.9941	3.25234	18.7417	2.43798	0	24.432	0.0131125
468	0.4875	0.0155036	0.00873774	20.1057	23.0808	3.40372	19.6771	2.46412	0	25.545	0.0132888
480	0.5	0.0157228	0.0090821	20.4421	24.1896	3.55761	20.632	2.48824	4.19571e-08	26.6779	0.0134711
492	0.5125	0.0154805	0.00987313	20.774	25.32	3.71397	21.606	2.51041	1.19688e-06	27.8304	0.0137203
504	0.525	0.0158426	0.00999573	21.1009	26.4704	3.87267	22.5977	2.53075	1.14483e-05	29.0012	0.0143899
516	0.5375	0.0174809	0.00777543	21.4249	27.6385	4.03332	23.6052	2.54933	6.30726e-05	30.1879	0.0157975
528	0.55	0.0207419	0.00556651	21.74	28.8196	4.19538	24.6242	2.56631	0.000243837	31.3862	0.018661
540	0.5625	0.0210633	0.00706031	22.0413	30.0113	4.35844	25.6529	2.58185	0.000721316	32.5939	0.0221148
552	0.575	0.0165128	0.0116345	22.3316	31.211	4.5223	26.6887	2.59612	0.00170478	33.8089	0.0261707
564	0.5875	0.0129385	0.01629	22.6195	32.4147	4.68686	27.7279	2.60921	0.00340323	35.0274	0.0314095
576	0.6	0.0126794	0.0166666	22.9076	33.6194	4.85197	28.7675	2.62121	0.00604122	36.2467	0.0374179
588	0.6125	0.0122962	0.0138365	23.1918	34.8252	5.01778	29.8074	2.63228	0.0098747	37.4673	0.0429847
600	0.625	0.0118727	0.0103202	23.4674	36.032	5.18393	30.8481	2.64263	0.0151699	38.6898	0.0481998
612	0.6375	0.0111853	0.00788696	23.7334	37.2391	5.34999	31.8891	2.65245	0.0221981	39.9137	0.0532446
624	0.65	0.0140621	0.00215368	23.9933	38.4445	5.51532	32.9291	2.66192	0.0311963	41.1376	0.0586845
636	0.6625	0.0158559	-0.000278422	24.2429	39.6445	5.6792	33.9653	2.67108	0.0423637	42.358	0.0651632
648	0.675	0.0193249	1.34635e-05	24.4817	40.8364	5.84141	34.995	2.67991	0.0559315	43.5722	0.0722709
660	0.6875	0.0210849	0.00697206	24.7035	42.0199	6.00198	36.0179	2.68846	0.0721351	44.7805	0.0791949
672	0.7	0.0215912	0.0131105	24.9106	43.1973	6.16125	37.036	2.69687	0.0912013	45.9853	0.0848789
684	0.7125	0.0199853	0.0190562	25.1116	44.3715	6.31973	38.0517	2.70522	0.113228	47.1899	0.0893965
696	0.725	0.0183047	0.0236411	25.3103	45.5437	6.47791	39.0658	2.71341	0.138166	48.3953	0.0934994
708	0.7375	0.0184096	0.023442	25.5035	46.714	6.63587	40.0781	2.72131	0.165941	49.6012	0.0976262
720	0.75	0.0215221	0.0204043	25.6929	47.8837	6.79385	41.0899	2.72876	0.196433	50.8089	0.101247
732	0.7625	0.0271042	0.0149343	25.8769	49.0549	6.95212	42.1028	2.73573	0.229575	52.0202	0.104065
744	0.775	0.0310323	0.0102624	26.0591	50.2264	7.11043	43.116	2.74226	0.265372	53.234	0.107258
756	0.7875	0.0307465	0.00552519	26.2437	51.3958	7.26838	44.1275	2.74838	0.30383	54.4481	0.111257
768	0.8	0.0291518	0.0055319	26.4287	52.5609	7.42553	45.1354	2.75411	0.345011	55.66	0.116109
780	0.8125	0.0272841	0.00358637	26.6125	53.7195	7.5815	46.138	2.75946	0.38902	56.868	0.121641
792	0.825	0.0258221	0.00313671	26.7916	54.8725	7.73621	47.1363	2.76451	0.436034	58.0731	0.126435
804	0.8375	0.0245976	0.00149486	26.9633	56.0207	7.88982	48.1309	2.76931	0.486246	59.2763	0.13055
816	0.85	0.0224085	-0.0029989	27.1296	57.1652	8.04237	49.1228	2.77387	0.539789	60.4788	0.134368
828	0.8625	0.0197643	-0.0049136	27.2862	58.3061	8.194	50.1121	2.77822	0.596752	61.6811	0.137729
840	0.875	0.0163062	-0.00392001	27.4304	59.4438	8.3445	51.0993	2.78237	0.657169	62.8834	0.140874
852	0.8875	0.0136206	-0.00192513	27.5671	60.5794	8.49395	52.0854	2.78638	0.721063	64.0868	0.143558
864	0.9	0.011353	-0.000104094	27.6999	61.7138	8.64267	53.0711	2.79023	0.788352	65.2923	0.145836
876	0.9125	0.0111111	0.00181059	27.831	62.8468	8.79091	54.0559	2.7939	0.859005	66.4997	0.148266
888	0.925	0.0122097	0.0038427	27.9604	63.9774	8.93867	55.0387	2.79737	0.932976	67.7077	0.151163
900	0.9375	0.0145804	0.00252445	28.0868	65.1048	9.08595	56.0188	2.80061	1.01024	68.9156	0.154368
912	0.95	0.0187306	-0.000144016	28.2192	66.2259	9.23264	56.9933	2.80361	1.09077	70.1203	0.158755
924	0.9625	0.0216624	-0.00191098	28.3567	67.341	9.37867	57.9623	2.80632	1.17461	71.3219	0.163187
936	0.975	0.0219467	-0.00230624	28.4978	68.4505	9.5241	58.9264	2.80886	1.26184	72.5212	0.167034
948	0.9875	0.0212801	-0.00209289	28.6405	69.5556	9.66892	59.8867	2.81125	1.35256	73.7194	0.17041
960	1	0.019746	0.000256073	28.784	70.6568	9.81304	60.8437	2.81354	1.44687	74.9172	0.173392
972	0.9875	0.0188409	0.000208132	27.6171	68.1224	9.45109	58.6713	2.30453	1.44687	71.8738	0.0154201
984	0.975	0.0180641	0.000204092	26.5927	65.6314	9.09689	56.5346	1.88018	1.44687	68.9585	0.0135061
996	0.9625	0.0173479	0.000178868	25.6442	63.1985	8.7513	54.4472	1.52272	1.44687	66.1681	0.0119706
1008	0.95	0.016672	0.000140732	24.7457	60.8266	8.41453	52.4121	1.22271	1.44687	63.4962	0.0106529
1020	0.9375	0.0160315	9.53679e-05	23.8861	58.517	8.08665	50.4303	0.973266	1.44687	60.9371	0.00951652
1032	0.925	0.0154112	4.44792e-05	23.0544	56.2687	7.7675	48.5012	0.7685	1.44687	58.4841	0.00854971
1044	0.9125	0.0148113	-9.25279e-06	22.2477	54.0809	7.45692	46.6239	0.603139	1.44687	56.1309	0.00774199
1056	0.9	0.0142298	-6.46629e-05	21.4633	51.9524	7.15476	44.7977	0.472426	1.44687	53.8717	0.00708058
1068	0.8875	0.0136652	-0.000121046	20.6994	49.8824	6.86088	43.0215	0.372079	1.44687	51.7014	0.00655121
1080	0.875	0.0131164	-0.000177969	19.9548	47.8699	6.57516	41.2947	0.298259	1.44687	49.615	0.00613941
1092	0.8625	0.0125828	-0.000235154	19.2285	45.9139	6.29748	39.6164	0.247536	1.44687	47.6083	0.00583119
1104	0.85	0.0120636	-0.000292424	18.5198	44.0135	6.02771	37.9858	0.216855	1.44687	45.6772	0.00561358
1116	0.8375	0.0115583	-0.000349677	17.8281	42.1677	5.76575	36.402	0.203498	1.44687	43.8181	0.0054747
1128	0.825	0.0110664	-0.000406828	17.1526	40.3757	5.51148	34.8643	0.205055	1.44687	42.0277	0.00540386
1140	0.8125	0.0105875	-0.000463823	16.4928	38.6366	5.26478	33.3718	0.219388	1.44687	40.3029	0.00539148
1152	0.8	0.010121	-0.000520621	15.8482	36.9494	5.02555	31.9239	0.244606	1.44687	38.6409	0.00542904
1164	0.7875	0.00966656	-0.000577228	15.2184	35.3133	4.79367	30.5196	0.279039	1.44687	37.0392	0.00550898
1176	0.775	0.0092238	-0.00063365	14.6028	33.7273	4.56902	29.1583	0.321213	1.44687	35.4954	0.00562463
1188	0.7625	0.00879225	-0.000689885	14.0011	32.1907	4.35149	27.8392	0.369828	1.44687	34.0074	0.00577009
1200	0.75	0.00837156	-0.000745969	13.4127	30.7024	4.14097	26.5615	0.423744	1.44687	32.5731	0.00594018
1212	0.7375	0.00796138	-0.000801963	12.8374	29.2618	3.93733	25.3244	0.481957	1.44687	31.1906	0.00613034
1224	0.725	0.0075613	-0.000857799	12.2747	27.8678	3.74047	24.1273	0.54359	1.44687	29.8582	0.00633659
1236	0.7125	0.00717094	-0.000913672	11.7243	26.5197	3.55028	22.9694	0.607877	1.44687	28.5744	0.00655544
1248	0.7	0.00679008	-0.000969754	11.1857	25.2165	3.36662	21.8499	0.674149	1.44687	27.3376	0.00678386
1260	0.6875	0.00641824	-0.0010258	10.6588	23.9576	3.18939	20.7682	0.741826	1.44687	26.1463	0.00701922
1272	0.675	0.0060551	-0.00108218	10.1432	22.742	3.01847	19.7235	0.810405	1.44687	24.9992	0.00725922
1284	0.6625	0.00570023	-0.00113893	9.63847	21.5689	2.85375	18.7151	0.879453	1.44687	23.8952	0.00750192
1296	0.65	0.0053533	-0.00119611	9.14447	20.4374	2.69511	17.7423	0.948599	1.44687	22.8329	0.00774562
1308	0.6375	0.00501381	-0.00125369	8.66089	19.3469	2.54244	16.8045	1.01752	1.44687	21.8113	0.00798889
1320	0.625	0.00468145	-0.0013118	8.18747	18.2964	2.39561	15.9008	1.08596	1.44687	20.8292	0.00823053
1332	0.6125	0.00435592	-0.00137055	7.72394	17.2852	2.25451	15.0307	1.15368	1.44687	19.8857	0.00846951
1344	0.6	0.00403685	-0.00143005	7.27008	16.3124	2.11904	14.1934	1.2205	1.44687	18.9798	0.00870499
1356	0.5875	0.0037237	-0.00149023	6.82565	15.3774	1.98906	13.3883	1.28626	1.44687	18.1105	0.0089363
1368	0.575	0.00341607	-0.00155113	6.39043	14.4792	1.86447	12.6147	1.35083	1.44687	17.2769	0.00916287
1380	0.5625	0.00311362	-0.00161286	5.96423	13.6171	1.74515	11.872	1.41412	1.44687	16.4781	0.00938429
1392	0.55	0.00281579	-0.00167518	5.54682	12.7904	1.631	11.1594	1.47604	1.44687	15.7133	0.00960023
1404	0.5375	0.00252215	-0.00173797	5.13802	11.9982	1.52188	10.4763	1.53654	1.44687	14.9816	0.00981047
1416	0.525	0.00223243	-0.00180137	4.73765	11.2398	1.41769	9.82211	1.59559	1.44687	14.2823	0.0100149
1428	0.5125	0.00194616	-0.00186517	4.34553	10.5144	1.31832	9.19612	1.65315	1.44687	13.6145	0.0102134
1440	0.5	0.0016629	-0.00192901	3.96148	9.82135	1.22366	8.59769	1.70921	1.44687	12.9774	0.010406
1452	0.4875	0.00138227	-0.00199267	3.58535	9.15977	1.13358	8.02619	1.76379	1.44687	12.3704	0.0105928
1464	0.475	0.00110391	-0.00205585	3.21696	8.52895	1.04798	7.48097	1.81688	1.44687	11.7927	0.0107738
1476	0.4625	0.000827422	-0.0021182	2.85617	7.92814	0.96674	6.96141	1.86851	1.44687	11.2435	0.0109493
1488	0.45	0.000552402	-0.00217929	2.50283	7.35661	0.889757	6.46685	1.91871	1.44687	10.7222	0.0111195
1500	0.4375	0.000278631	-0.00223854	2.15679	6.81359	0.816916	5.99668	1.96751	1.44687	10.228	0.0112846
1512	0.425	5.81544e-06	-0.00229541	1.81791	6.29836	0.748108	5.55025	2.01497	1.44687	9.76019	0.0114449
1524	0.4125	-0.000266367	-0.00234923	1.48606	5.81018	0.68322	5.12695	2.06111	1.44687	9.31815	0.0116007
1536	0.4	-0.000538064	-0.00239936	1.16109	5.34829	0.622145	4.72615	2.106	1.44687	8.90116	0.0117523
1548	0.3875	-0.000809477	-0.00244504	0.842875	4.91198	0.564773	4.34721	2.1497	1.44687	8.50855	0.0119001
1560	0.375	-0.00108073	-0.00248549	0.531281	4.50051	0.510995	3.98952	2.19226	1.44687	8.13963	0.0120445
1572	0.3625	-0.00135189	-0.00251987	0.226174	4.11314	0.460703	3.65243	2.23374	1.44687	7.79375	0.0121859
1584	0.35	-0.00162299	-0.00254733	-0.0725781	3.74913	0.413791	3.33534	2.27423	1.44687	7.47022	0.0123246
1596	0.3375	-0.00189399	-0.00256698	-0.365112	3.40775	0.370153	3.0376	2.31378	1.44687	7.1684	0.0124612
1608	0.325	-0.00216478	-0.00257791	-0.651565	3.08828	0.329681	2.7586	2.35247	1.44687	6.88762	0.0125961
1620	0.3125	-0.00243517	-0.00257918	-0.93208	2.78997	0.292272	2.49769	2.39039	1.44687	6.62722	0.0127297
1632	0.3	-0.00270491	-0.00256987	-1.20681	2.51208	0.257822	2.25426	2.4276	1.44687	6.38655	0.0128625
1644	0.2875	-0.00297362	-0.00254902	-1.4759	2.25389	0.226227	2.02766	2.4642	1.44687	6.16495	0.012995
1656	0.275	-0.00324083	-0.00251567	-1.73953	2.01466	0.197386	1.81727	2.50026	1.44687	5.96178	0.0131275
1668	0.2625	-0.00350593	-0.00246886	-1.99787	1.79365	0.171198	1.62246	2.53588	1.44687	5.7764	0.0132607
1680	0.25	-0.00376817	-0.00240761	-2.25112	1.59015	0.147564	1.44258	2.57115	1.44687	5.60816	0.013395
1692	0.2375	-0.00402662	-0.00233098	-2.49949	1.40341	0.126388	1.27702	2.60616	1.44687	5.45643	0.0135309
1704	0.225	-0.0042802	-0.00223806	-2.74322	1.23273	0.107575	1.12515	2.64101	1.44687	5.3206	0.0136689
1716	0.2125	-0.00452764	-0.00212804	-2.98258	1.0774	0.0910312	0.986367	2.67579	1.44687	5.20005	0.0138095
1728	0.2	-0.0047675	-0.00200033	-3.21785	0.936731	0.0766691	0.860062	2.7106	1.44687	5.09419	0.0139533
1740	0.1875	-0.00499818	-0.00185462	-3.44938	0.810063	0.0644032	0.74566	2.74553	1.44687	5.00246	0.0141007
1752	0.175	-0.00521795	-0.00169098	-3.67752	0.696763	0.0541534	0.642609	2.78068	1.44687	4.92431	0.0142525
1764	0.1625	-0.00542495	-0.00150986	-3.90272	0.596241	0.0458452	0.550396	2.81614	1.44687	4.85925	0.0144091
1776	0.15	-0.00561722	-0.00131209	-4.12544	0.507963	0.0394115	0.468552	2.85199	1.44687	4.80682	0.0145711
1788	0.1375	-0.00579273	-0.00109872	-4.34622	0.431463	0.0347936	0.39667	2.88828	1.44687	4.76661	0.0147393
1800	0.125	-0.0059494	-0.000870967	-4.56566	0.366358	0.0319431	0.334415	2.92509	1.44687	4.73831	0.0149141
1812	0.1125	-0.00608513	-0.000630302	-4.78442	0.312364	0.0308237	0.28154	2.96244	1.44687	4.72167	0.0150964
1824	0.1	-0.00619795	-0.000378675	-5.00323	0.269311	0.0314136	0.237897	3.00035	1.44687	4.71653	0.0152866
1836	0.0875	-0.00628618	-0.000118777	-5.22286	0.237159	0.0337073	0.203452	3.03882	1.44687	4.72284	0.0154853
1848	0.075	-0.00634873	0.000145944	-5.44417	0.216009	0.0377179	0.178291	3.07781	1.44687	4.74069	0.0156933
1860	0.0625	-0.0063854	0.000411633	-5.66804	0.206107	0.0434792	0.162628	3.11728	1.44687	4.77025	0.0159109
1872	0.05	-0.00639711	0.000674626	-5.89541	0.207856	0.0510473	0.156809	3.15714	1.44687	4.81186	0.0161388
1884	0.0375	-0.00638587	0.000931963	-6.12724	0.221809	0.060502	0.161307	3.19731	1.44687	4.86598	0.0163773
1896	0.025	-0.00635462	0.00118156	-6.36452	0.248671	0.0719478	0.176723	3.23767	1.44687	4.9332	0.0166268
1908	0.0125	-0.006307	0.00142208	-6.60826	0.289287	0.0855145	0.203773	3.2781	1.44687	5.01426	0.0168877
1920	0	-0.00624707	0.00165265	-6.85945	0.344639	0.101357	0.243282	3.3185	1.44687	5.11	0.0171601
