lambda	F11	F12	F13	F21	F22	F23	F31	F32	F33	J	P11	P12	P13	P21	P22	P23	P31	P32	P33	p	StrEn	t(1)	t(2)	d
0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-0	0	inf	inf	inf
-0.002	0.998	0	0	0	0.998	0	0	0	0.998	0.99401199	-1.132164e-05	4.6000809e-07	-2.6032363e-07	4.7053173e-07	-1.1219922e-05	-1.0952804e-06	-2.5537106e-07	-1.0942091e-06	-1.1167197e-05	1.1236253e-05	3.451281e-08	-3.370876e-05	-3.2856406e-05	-0.025941768
-0.004	0.996	0	0	0	0.996	0	0	0	0.996	0.98804794	-2.0849209e-05	7.2072881e-07	-8.0436868e-07	7.3851469e-07	-2.0675895e-05	-2.2628248e-06	-7.8084769e-07	-2.244323e-06	-2.0615489e-05	2.0713531e-05	1.3142563e-07	-6.2140592e-05	-5.910442e-05	-0.051369621
-0.006	0.994	0	0	0	0.994	0	0	0	0.994	0.98210778	-2.4645931e-05	2.6405948e-07	-1.3000239e-06	2.3535827e-07	-2.4414688e-05	-2.5457409e-06	-1.2502373e-06	-2.451689e-06	-2.4297296e-05	2.4452638e-05	2.7093049e-07	-7.3357914e-05	-7.2042251e-05	-0.018262385
-0.008	0.992	0	0	0	0.992	0	0	0	0.992	0.97619149	-2.5282601e-05	7.3678472e-08	-9.8688954e-07	1.0702507e-08	-2.5007751e-05	-2.3093182e-06	-9.0701787e-07	-2.1489256e-06	-2.4833226e-05	2.5041193e-05	4.1959463e-07	-7.5123579e-05	-7.4913328e-05	-0.0028065972
-0.01	0.99	0	0	0	0.99	0	0	0	0.99	0.970299	-2.5612303e-05	2.0703905e-08	-8.5018243e-07	-6.3517503e-08	-2.5303415e-05	-2.1603584e-06	-7.4239697e-07	-1.9489586e-06	-2.5084455e-05	2.5333391e-05	5.705838e-07	-7.6000173e-05	-7.5825713e-05	-0.0023007936
-0.012	0.988	0	0	0	0.988	0	0	0	0.988	0.96443027	-2.5836724e-05	4.4473053e-09	-7.7760524e-07	-9.6177502e-08	-2.5501006e-05	-2.0428696e-06	-6.4645788e-07	-1.7900633e-06	-2.5246416e-05	2.5528048e-05	7.2289748e-07	-7.6584145e-05	-7.6392067e-05	-0.0025143709
-0.014	0.986	0	0	0	0.986	0	0	0	0.986	0.95858526	-2.6010411e-05	-1.5803614e-09	-7.3183381e-07	-1.1593524e-07	-2.5652477e-05	-1.94558e-06	-5.8095227e-07	-1.6578087e-06	-2.536813e-05	2.5677006e-05	8.7615207e-07	-7.7031018e-05	-7.6813939e-05	-0.0028260471
-0.016	0.984	0	0	0	0.984	0	0	0	0.984	0.9527639	-2.6154763e-05	-4.7232198e-09	-6.9967927e-07	-1.3102178e-07	-2.5777631e-05	-1.8640663e-06	-5.3183302e-07	-1.5459849e-06	-2.5467678e-05	2.5800024e-05	1.0301532e-06	-7.7400072e-05	-7.7158394e-05	-0.0031322262
-0.018	0.982	0	0	0	0.982	0	0	0	0.982	0.94696617	-2.6280157e-05	-7.1896517e-09	-6.7547462e-07	-1.441119e-07	-2.5885889e-05	-1.7952328e-06	-4.9282618e-07	-1.450401e-06	-2.5553441e-05	2.5906496e-05	1.1847856e-06	-7.7719488e-05	-7.745513e-05	-0.0034130363
-0.02	0.98	0	0	0	0.98	0	0	0	0.98	0.941192	-2.6392352e-05	-9.6465255e-09	-6.563775e-07	-1.5615737e-07	-2.5982429e-05	-1.7366452e-06	-4.6066216e-07	-1.3678978e-06	-2.5629927e-05	2.6001569e-05	1.3399738e-06	-7.8004708e-05	-7.771976e-05	-0.0036663572
-0.022	0.978	0	0	0	0.978	0	0	0	0.978	0.93544135	-2.649485e-05	-1.2263323e-08	-6.4079045e-07	-1.6751912e-07	-2.6070387e-05	-1.6863774e-06	-4.3343384e-07	-1.2960408e-06	-2.5699814e-05	2.608835e-05	1.4956647e-06	-7.8265051e-05	-7.7961455e-05	-0.0038941919
