lambda	F11	F12	F13	F21	F22	F23	F31	F32	F33	J	P11	P12	P13	P21	P22	P23	P31	P32	P33	p	StrEn	t(1)	t(2)	d
0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-0	0	inf	inf	inf
-0.002	0.998	0	0	0	0.998	0	0	0	1.0029332	0.99892545	-2.7397813e-06	7.4773319e-11	-1.0619025e-08	1.8922875e-09	-2.7186712e-06	-4.222126e-08	-5.4138336e-09	-4.229871e-08	6.1439504e-11	1.8194637e-06	5.5939947e-09	-5.4585412e-06	-5.3220107e-06	-0.025653928
-0.004	0.996	0	0	0	0.996	0	0	0	1.0057753	0.99774522	-5.1226645e-06	-1.0963902e-08	-1.9159835e-08	-8.2386264e-09	-5.0493942e-06	-9.0219814e-08	-1.058879e-08	-8.8448916e-08	1.359255e-09	3.3902332e-06	2.1288043e-08	-1.0173976e-05	-1.0107996e-05	-0.0065275713
-0.006	0.994	0	0	0	0.994	0	0	0	1.0085759	0.99650934	-7.3406852e-06	-2.2875538e-08	-2.7652211e-08	-1.9117789e-08	-7.222587e-06	-1.4021979e-07	-1.6000079e-08	-1.373646e-07	3.2491704e-09	4.853341e-06	4.6025977e-08	-1.4567797e-05	-1.4521734e-05	-0.0031720391
-0.008	0.992	0	0	0	0.992	0	0	0	1.011346	0.99522915	-9.4807325e-06	-3.4682264e-08	-3.5857122e-08	-2.9954629e-08	-9.3251461e-06	-1.9089846e-07	-2.1474193e-08	-1.877042e-07	5.3942416e-09	6.2668281e-06	7.9374978e-08	-1.8813314e-05	-1.8768523e-05	-0.0023864941
-0.01	0.99	0	0	0	0.99	0	0	0	1.0140893	0.99390895	-1.1569411e-05	-4.7263549e-08	-4.4023358e-08	-4.163157e-08	-1.1380501e-05	-2.4112271e-07	-2.7296323e-08	-2.3835819e-07	7.6139305e-09	7.6474326e-06	1.2110007e-07	-2.2960307e-05	-2.291219e-05	-0.0021000434
-0.012	0.988	0	0	0	0.988	0	0	0	1.0168071	0.99255016	-1.3614855e-05	-6.1149239e-08	-5.3040818e-08	-5.462894e-08	-1.3395275e-05	-2.8937862e-07	-3.444353e-08	-2.878808e-07	9.7940694e-09	9.0001119e-06	1.7102374e-07	-2.7023373e-05	-2.6970802e-05	-0.0019491799
-0.014	0.986	0	0	0	0.986	0	0	0	1.0194982	0.99115203	-1.5618337e-05	-7.637013e-08	-6.4989614e-08	-6.8902454e-08	-1.5370136e-05	-3.3306464e-07	-4.5209237e-08	-3.3377295e-07	1.1832853e-08	1.0325547e-05	2.2898328e-07	-3.1004302e-05	-3.0946824e-05	-0.0018573254
-0.016	0.984	0	0	0	0.984	0	0	0	1.0221579	0.98971048	-1.7576306e-05	-9.1773789e-08	-8.4813298e-08	-8.3182069e-08	-1.7301524e-05	-3.6672589e-07	-6.5048161e-08	-3.70723e-07	1.358639e-08	1.1621415e-05	2.9481103e-07	-3.4895747e-05	-3.4832132e-05	-0.0018263409
-0.018	0.982	0	0	0	0.982	0	0	0	1.0247729	0.98821307	-1.9476639e-05	-1.0250133e-07	-1.2569484e-07	-9.2390783e-08	-1.9178096e-05	-3.7648087e-07	-1.0845194e-07	-3.8498891e-07	1.4760536e-08	1.2879991e-05	3.683118e-07	-3.8673714e-05	-3.8598673e-05	-0.0019441242
-0.02	0.98	0	0	0	0.98	0	0	0	1.0273011	0.98662001	-2.128149e-05	-9.1302451e-08	-2.2787214e-07	-7.8799708e-08	-2.0964641e-05	-3.2057535e-07	-2.1935777e-07	-3.3449141e-07	1.4584158e-08	1.4077182e-05	4.4920573e-07	-4.2263762e-05	-4.2159044e-05	-0.002483877
-0.022	0.978	0	0	0	0.978	0	0	0	1.0296086	0.98480415	-2.2875046e-05	-1.4120176e-08	-5.0416052e-07	2.7533325e-09	-2.2551795e-05	-8.1091877e-08	-5.2013956e-07	-9.822257e-08	1.0753879e-08	1.5138696e-05	5.3694798e-07	-4.5437779e-05	-4.5276996e-05	-0.0035510978
-0.024	0.976	0	0	0	0.976	0	0	0	1.0313698	0.98245813	-2.3994519e-05	1.2160416e-07	-9.6767519e-07	1.4661061e-07	-2.368215e-05	4.3555633e-07	-1.027723e-06	4.2223591e-07	-2.7794337e-09	1.5893149e-05	6.3031371e-07	-4.7674791e-05	-4.7485419e-05	-0.0039879998
-0.026	0.974	0	0	0	0.974	0	0	0	1.0323115	0.97932918	-2.4437693e-05	2.2890935e-07	-1.0440671e-06	2.6246026e-07	-2.4154436e-05	7.2259594e-07	-1.1286208e-06	7.019248e-07	-2.3582773e-08	1.6205237e-05	7.2688966e-07	-4.8582547e-05	-4.8624209e-05	0.00085682237
-0.028	0.972	0	0	0	0.972	0	0	0	1.0329951	0.97595727	-2.4672914e-05	3.1770141e-07	-9.5165912e-07	3.5636923e-07	-2.4428402e-05	7.6352814e-07	-1.0474756e-06	7.2799402e-07	-3.9622845e-08	1.6380313e-05	8.2481055e-07	-4.9088442e-05	-4.9193602e-05	0.002137679
-0.03	0.97	0	0	0	0.97	0	0	0	1.0336113	0.97252485	-2.4860946e-05	3.8385914e-07	-8.5628717e-07	4.2568828e-07	-2.4658084e-05	7.5420311e-07	-9.6071555e-07	7.044399e-07	-5.2362905e-08	1.6523797e-05	9.2366406e-07	-4.9503497e-05	-4.9626796e-05	0.0024845183
-0.032	0.968	0	0	0	0.968	0	0	0	1.0341816	0.96905301	-2.5024314e-05	4.3201568e-07	-7.7158523e-07	4.758339e-07	-2.4862914e-05	7.3387516e-07	-8.8356651e-07	6.7135384e-07	-6.3221383e-08	1.665015e-05	1.0233177e-06	-4.9869908e-05	-5.0004666e-05	0.0026949078
-0.034	0.966	0	0	0	0.966	0	0	0	1.0347071	0.96554312	-2.5169113e-05	4.6725273e-07	-6.9671465e-07	5.1226905e-07	-2.5045883e-05	7.1222772e-07	-8.156037e-07	6.3828092e-07	-7.2897558e-08	1.6762631e-05	1.1236827e-06	-5.0196755e-05	-5.03404e-05	0.0028534626
