t	lf	fx	fy	fz	enEl	enU	enQ	enVi	enHa	enTot	diss
684	0.7125	-0.0601406	0.0803111	12.1013	32.7043	9.62207	23.0822	2.82215	0.00036602	35.5268	0.303926
696	0.725	-0.0582386	0.0775236	12.1015	33.4867	9.68596	23.8007	2.83862	0.00046625	36.3258	0.313142
708	0.7375	-0.0562153	0.0748442	12.1019	34.2713	9.74678	24.5245	2.85542	0.000585142	37.1273	0.322435
720	0.75	-0.0541486	0.0723411	12.1023	35.058	9.80469	25.2533	2.87262	0.000724498	37.9314	0.331855
732	0.7625	-0.0523517	0.069813	12.1024	35.8464	9.85979	25.9866	2.89015	0.000884402	38.7375	0.341479
744	0.775	-0.0508924	0.0673582	12.1023	36.6357	9.91221	26.7235	2.90795	0.00106806	39.5447	0.351477
756	0.7875	-0.0495091	0.0648816	12.1017	37.4259	9.96202	27.4638	2.92583	0.00128422	40.353	0.361399
768	0.8	-0.048436	0.0622858	12.1017	38.2173	10.0095	28.2078	2.94405	0.00154301	41.1629	0.371257
780	0.8125	-0.0471432	0.0598797	12.1022	39.0093	10.0546	28.9548	2.9623	0.00185043	41.9735	0.38125
792	0.825	-0.0470798	0.0582311	12.1045	39.8004	10.097	29.7034	2.98009	0.0022169	42.7827	0.391622
804	0.8375	-0.0485603	0.0588853	12.1075	40.5895	10.1369	30.4526	2.9974	0.00266111	43.5896	0.402188
816	0.85	-0.0510475	0.0613657	12.1111	41.377	10.1745	31.2025	3.01471	0.00320798	44.3949	0.412706
828	0.8625	-0.0537896	0.0637021	12.1161	42.1607	10.2096	31.9511	3.0317	0.00388157	45.1963	0.423891
840	0.875	-0.0543864	0.0656591	12.1235	42.9389	10.2421	32.6968	3.04783	0.00471932	45.9914	0.435315
852	0.8875	-0.0530852	0.0680548	12.1319	43.7125	10.2722	33.4404	3.06311	0.00576681	46.7814	0.445958
864	0.9	-0.0510919	0.0705525	12.1399	44.4829	10.3001	34.1828	3.07785	0.00706513	47.5678	0.455886
876	0.9125	-0.0486968	0.073712	12.1465	45.2486	10.3261	34.9225	3.09313	0.00864426	48.3503	0.466828
888	0.925	-0.0447252	0.0769523	12.1493	46.0083	10.3504	35.6579	3.10921	0.0105377	49.128	0.478433
900	0.9375	-0.0408073	0.0800036	12.1485	46.7617	10.373	36.3887	3.12549	0.0127799	49.9	0.489821
912	0.95	-0.0376258	0.081861	12.1472	47.5091	10.3942	37.115	3.14248	0.0154202	50.667	0.501428
924	0.9625	-0.0347618	0.0823213	12.1448	48.2503	10.414	37.8363	3.16005	0.018535	51.4289	0.512762
936	0.975	-0.0325761	0.0813042	12.1426	48.9854	10.4327	38.5528	3.17869	0.0222021	52.1863	0.524092
948	0.9875	-0.0327724	0.0794027	12.1385	49.7141	10.4502	39.2639	3.19866	0.0265084	52.9393	0.535641
960	1	-0.0337003	0.0764058	12.1334	50.4361	10.4664	39.9696	3.2196	0.0315331	53.6872	0.546966
972	0.9875	-0.0291543	0.080803	11.7963	49.4417	10.297	39.1448	2.94428	0.0315331	52.4176	0.492481
984	0.975	-0.0251131	0.0844237	11.51	48.4529	10.1363	38.3166	2.70748	0.0315331	51.1919	0.481533
996	0.9625	-0.0214195	0.087622	11.2502	47.4707	9.98091	37.4898	2.5011	0.0315331	50.0033	0.471027
1008	0.95	-0.0179907	0.0905267	11.0074	46.4934	9.82888	36.6645	2.32088	0.0315331	48.8458	0.460811
1020	0.9375	-0.0147665	0.0932115	10.7763	45.5171	9.67874	35.8384	2.16374	0.0315331	47.7124	0.450831
1032	0.925	-0.0117207	0.095713	10.5542	44.5367	9.52943	35.0073	2.02709	0.0315331	46.5954	0.441059
1044	0.9125	-0.00883423	0.0980538	10.3395	43.547	9.38018	34.1668	1.90861	0.0315331	45.4871	0.431475
1056	0.9	-0.00609428	0.100248	10.1311	42.5517	9.23075	33.3209	1.80624	0.0315331	44.3894	0.422065
1068	0.8875	-0.00349194	0.102307	9.92837	41.5504	9.08119	32.4692	1.7181	0.0315331	43.3	0.412817
1080	0.875	-0.00102059	0.104237	9.73075	40.5417	8.93143	31.6103	1.64254	0.0315331	42.2158	0.40372
1092	0.8625	0.00132493	0.106046	9.53789	39.5317	8.78147	30.7503	1.57804	0.0315331	41.1413	0.394766
1104	0.85	0.00354875	0.10774	9.34947	38.5236	8.63132	29.8923	1.52328	0.0315331	40.0785	0.385947
1116	0.8375	0.00565427	0.109323	9.16521	37.5205	8.48118	29.0393	1.47708	0.0315331	39.0291	0.377255
1128	0.825	0.00764433	0.110802	8.98487	36.5226	8.33128	28.1913	1.43838	0.0315331	37.9925	0.368684
1140	0.8125	0.00952128	0.11218	8.80821	35.5311	8.18177	27.3493	1.40623	0.0315331	36.9689	0.360228
1152	0.8	0.0112871	0.113463	8.63499	34.5468	8.03248	26.5144	1.37982	0.0315331	35.9582	0.351883
1164	0.7875	0.0129433	0.114654	8.46501	33.5714	7.88344	25.688	1.35841	0.0315331	34.9614	0.343643
1176	0.775	0.0144912	0.115758	8.29807	32.6075	7.73488	24.8726	1.34134	0.0315331	33.9804	0.335504
1188	0.7625	0.0159317	0.11678	8.13395	31.6567	7.58694	24.0697	1.32804	0.0315331	33.0163	0.327463
1200	0.75	0.0172655	0.117722	7.97247	30.7195	7.4396	23.2799	1.31801	0.0315331	32.0691	0.319517
1212	0.7375	0.0184928	0.118588	7.81343	29.7962	7.29285	22.5034	1.3108	0.0315331	31.1385	0.311661
1224	0.725	0.0196136	0.119382	7.65664	28.8868	7.14666	21.7401	1.30603	0.0315331	30.2243	0.303894
1236	0.7125	0.0206279	0.120107	7.50193	27.9912	7.00097	20.9902	1.30335	0.0315331	29.3261	0.296213
1248	0.7	0.021535	0.120767	7.34911	27.1094	6.85574	20.2537	1.30247	0.0315331	28.4434	0.288616
1260	0.6875	0.0223344	0.121362	7.198	26.2413	6.7109	19.5304	1.30312	0.0315331	27.576	0.281101
1272	0.675	0.0230249	0.121897	7.04844	25.3869	6.5664	18.8205	1.30509	0.0315331	26.7235	0.273666
1284	0.6625	0.0236056	0.122374	6.90023	24.5459	6.42216	18.1237	1.30817	0.0315331	25.8856	0.266309
1296	0.65	0.024075	0.122793	6.75322	23.7184	6.27816	17.4402	1.3122	0.0315331	25.0621	0.25903
1308	0.6375	0.0244317	0.123158	6.60722	22.9043	6.13431	16.77	1.31705	0.0315331	24.2529	0.251827
1320	0.625	0.024674	0.123469	6.46205	22.1034	5.99057	16.1129	1.32259	0.0315331	23.4576	0.244699
1332	0.6125	0.0248002	0.123728	6.31756	21.3159	5.84687	15.469	1.32871	0.0315331	22.6761	0.237645
1344	0.6	0.0248086	0.123935	6.17355	20.5414	5.70316	14.8383	1.33535	0.0315331	21.9083	0.230665
1356	0.5875	0.0246973	0.12409	6.02985	19.7801	5.55937	14.2208	1.34242	0.0315331	21.1541	0.223758
1368	0.575	0.0244646	0.124193	5.88628	19.0319	5.41545	13.6164	1.34987	0.0315331	20.4133	0.216924
1380	0.5625	0.0241087	0.124244	5.74265	18.2966	5.27134	13.0253	1.35767	0.0315331	19.6859	0.210163
1392	0.55	0.0236284	0.124242	5.59878	17.5744	5.12701	12.4474	1.36578	0.0315331	18.9717	0.203475
1404	0.5375	0.0230222	0.124184	5.45447	16.8651	4.98239	11.8828	1.37417	0.0315331	18.2708	0.196861
1416	0.525	0.0222892	0.12407	5.30954	16.1688	4.83746	11.3314	1.38283	0.0315331	17.5832	0.190319
1428	0.5125	0.021429	0.123895	5.16378	15.4855	4.69218	10.7933	1.39176	0.0315331	16.9088	0.183852
1440	0.5	0.0204416	0.123658	5.01699	14.8151	4.54651	10.2686	1.40095	0.0315331	16.2475	0.17746
1452	0.4875	0.0193276	0.123354	4.86896	14.1576	4.40043	9.75718	1.41041	0.0315331	15.5996	0.171144
1464	0.475	0.0180883	0.122979	4.71947	13.5132	4.25392	9.25923	1.42014	0.0315331	14.9648	0.164905
1476	0.4625	0.0167262	0.122527	4.5683	12.8817	4.10698	8.77474	1.43016	0.0315331	14.3434	0.158744
1488	0.45	0.0152443	0.121993	4.41524	12.2634	3.95962	8.30374	1.44049	0.0315331	13.7354	0.152663
1500	0.4375	0.013647	0.121371	4.26004	11.6581	3.81184	7.8463	1.45114	0.0315331	13.1408	0.146663
1512	0.425	0.01194	0.120654	4.10247	11.0661	3.66369	7.40245	1.46214	0.0315331	12.5598	0.140748
1524	0.4125	0.0101302	0.119835	3.94229	10.4874	3.5152	6.97223	1.47351	0.0315331	11.9925	0.134918
1536	0.4	0.00822582	0.118905	3.77926	9.92214	3.36645	6.5557	1.48528	0.0315331	11.439	0.129176
1548	0.3875	0.00623694	0.117857	3.61312	9.37038	3.2175	6.15288	1.49747	0.0315331	10.8994	0.123525
1560	0.375	0.00417501	0.116682	3.44362	8.83227	3.06846	5.76381	1.51012	0.0315331	10.3739	0.117968
1572	0.3625	0.00205314	0.115371	3.2705	8.30799	2.91946	5.38853	1.52325	0.0315331	9.86277	0.112507
1584	0.35	-0.00011392	0.113917	3.09351	7.79769	2.77064	5.02705	1.5369	0.0315331	9.36612	0.107147
1596	0.3375	-0.00230987	0.11231	2.91237	7.30155	2.62216	4.67939	1.5511	0.0315331	8.88418	0.101891
1608	0.325	-0.00451694	0.110543	2.72683	6.81978	2.47424	4.34554	1.56588	0.0315331	8.41719	0.0967423
1620	0.3125	-0.00671605	0.108608	2.53661	6.35259	2.32707	4.02551	1.58128	0.0315331	7.9654	0.0917058
1632	0.3	-0.00888699	0.106498	2.34147	5.90021	2.18093	3.71928	1.59734	0.0315331	7.52908	0.0867857
1644	0.2875	-0.0110087	0.104209	2.14114	5.46288	2.03608	3.4268	1.6141	0.0315331	7.10852	0.0819867
1656	0.275	-0.0130597	0.101736	1.93534	5.04088	1.89283	3.14805	1.6316	0.0315331	6.70401	0.0773139
1668	0.2625	-0.0150183	0.0990749	1.72384	4.63446	1.75152	2.88294	1.64989	0.0315331	6.31588	0.0727726
1680	0.25	-0.016863	0.0962257	1.50636	4.24391	1.6125	2.63141	1.66901	0.0315331	5.94446	0.0683684
1692	0.2375	-0.0185731	0.0931886	1.28266	3.86954	1.47617	2.39337	1.68902	0.0315331	5.59009	0.0641073
1704	0.225	-0.0201292	0.0899665	1.0525	3.51165	1.34295	2.1687	1.70997	0.0315331	5.25315	0.0599957
1716	0.2125	-0.0215206	0.0865385	0.81628	3.17055	1.21327	1.95727	1.73193	0.0315331	4.93401	0.0560402
1728	0.2	-0.0227167	0.0829654	0.572522	2.84656	1.08762	1.75895	1.75496	0.0315331	4.63305	0.0522479
1740	0.1875	-0.0237116	0.07923	0.321575	2.54003	0.966467	1.57356	1.77913	0.0315331	4.35068	0.0486263
1752	0.175	-0.0244951	0.075345	0.0632047	2.25127	0.850343	1.40092	1.80451	0.0315331	4.08731	0.0451833
1764	0.1625	-0.0250607	0.0713258	-0.202816	1.98062	0.739778	1.24084	1.8312	0.0315331	3.84335	0.0419272
1776	0.15	-0.0254053	0.0671904	-0.476711	1.72842	0.635326	1.0931	1.85927	0.0315331	3.61923	0.0388668
1788	0.1375	-0.0255299	0.0629598	-0.758698	1.49501	0.537559	0.95745	1.88883	0.0315331	3.41537	0.0360115
1800	0.125	-0.0254392	0.0586579	-1.04898	1.2807	0.447063	0.83364	1.91997	0.0315331	3.23221	0.0333708
1812	0.1125	-0.0251418	0.0543115	-1.34777	1.08583	0.364437	0.721394	1.9528	0.0315331	3.07017	0.0309549
1824	0.1	-0.02465	0.0499505	-1.65524	0.910705	0.290291	0.620414	1.98744	0.0315331	2.92968	0.0287742
1836	0.0875	-0.023979	0.0456075	-1.97158	0.755631	0.225241	0.530389	2.024	0.0315331	2.81117	0.0268395
1848	0.075	-0.0232027	0.0413628	-2.2975	0.620899	0.169911	0.450989	2.06261	0.0315331	2.71504	0.0251617
1860	0.0625	-0.0222291	0.0371701	-2.63182	0.506793	0.124924	0.381869	2.10339	0.0315331	2.64172	0.0237517
1872	0.05	-0.021132	0.0331078	-2.97543	0.413585	0.090908	0.322677	2.14647	0.0315331	2.59159	0.0226201
1884	0.0375	-0.0199344	0.0292175	-3.32849	0.34154	0.0684891	0.273051	2.19198	0.0315331	2.56506	0.0217771
1896	0.025	-0.0186605	0.0255429	-3.69115	0.290929	0.0582978	0.232631	2.24005	0.0315331	2.56251	0.0212326
1908	0.0125	-0.0173355	0.0221288	-4.06357	0.262035	0.0609724	0.201062	2.29079	0.0315331	2.58436	0.0209953
1920	0	-0.015985	0.0190208	-4.4459	0.255171	0.0771689	0.178002	2.34431	0.0315331	2.63101	0.0210732
