lambda	F11	F12	F13	F21	F22	F23	F31	F32	F33	J	P11	P12	P13	P21	P22	P23	P31	P32	P33	p	StrEn	t(1)	t(2)	d
0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-0	0	inf	inf	inf
-0.002	0.998	0	0	0	1.0000954	0	0	0	1.0001079	0.99820293	-2.1755796e-06	2.346152e-09	3.7643338e-09	5.5209532e-09	4.4537701e-10	1.3707381e-09	8.320213e-09	4.4341385e-09	1.2265805e-09	7.2463587e-07	2.2932309e-09	-2.175631e-06	-2.0478504e-06	-0.062397406
-0.004	0.996	0	0	0	1.0001208	0	0	0	1.0001238	0.99624365	-3.5527301e-06	9.1313711e-11	-1.1544393e-08	8.2459312e-09	5.2930534e-10	-2.1979975e-09	-2.0369487e-09	1.3720231e-09	1.7916723e-09	1.1834697e-06	8.1914017e-09	-3.5527406e-06	-3.4350107e-06	-0.034273537
-0.006	0.994	0	0	0	1.0001321	0	0	0	1.0001206	0.99425121	-4.1721258e-06	-2.0432298e-09	-2.4403088e-08	1.0395607e-08	5.2647419e-10	-5.4244001e-09	-1.0696987e-08	-1.6525382e-09	1.9817616e-09	1.3898725e-06	1.6033274e-08	-4.1721248e-06	-4.1310051e-06	-0.0099539323
-0.008	0.992	0	0	0	1.0001389	0	0	0	1.000117	0.9922539	-4.4542427e-06	-3.4482286e-09	-3.2515112e-08	1.1821565e-08	4.8688875e-10	-7.4053799e-09	-1.6040467e-08	-3.4816214e-09	2.1127886e-09	1.483881e-06	2.4715422e-08	-4.4542406e-06	-4.4450742e-06	-0.0020621509
-0.01	0.99	0	0	0	1.0001434	0	0	0	1.0001141	0.99025492	-4.6122709e-06	-4.394446e-09	-3.7995131e-08	1.2777284e-08	4.2317018e-10	-8.7741063e-09	-1.9671356e-08	-4.7168051e-09	2.2199263e-09	1.5365426e-06	3.381357e-08	-4.6122687e-06	-4.6115397e-06	-0.00015807735
-0.012	0.988	0	0	0	1.0001465	0	0	0	1.0001116	0.98825506	-4.7152357e-06	-5.0614618e-09	-4.1945473e-08	1.3440869e-08	3.399261e-10	-9.8186641e-09	-2.2344592e-08	-5.6434711e-09	2.302382e-09	1.5708645e-06	4.3161581e-08	-4.7152335e-06	-4.7166228e-06	0.0002945566
-0.014	0.986	0	0	0	1.0001488	0	0	0	1.0001095	0.98625471	-4.7891408e-06	-5.5274702e-09	-4.4919217e-08	1.3930504e-08	2.4178176e-10	-1.0659312e-08	-2.4420325e-08	-6.380045e-09	2.3619509e-09	1.5955124e-06	5.2680062e-08	-4.7891387e-06	-4.7908113e-06	0.00034911946
-0.016	0.984	0	0	0	1.0001506	0	0	0	1.0001076	0.98425404	-4.8457479e-06	-5.8395602e-09	-4.7230477e-08	1.4315295e-08	1.3297846e-10	-1.1362129e-08	-2.6097432e-08	-6.9905944e-09	2.40242e-09	1.6144042e-06	6.2324826e-08	-4.8457459e-06	-4.847126e-06	0.00028472759
-0.018	0.982	0	0	0	1.0001519	0	0	0	1.0001059	0.98225317	-4.8911517e-06	-6.0311254e-09	-4.9072495e-08	1.4635234e-08	1.678731e-11	-1.1969744e-08	-2.7496009e-08	-7.5160562e-09	2.4272961e-09	1.6295692e-06	7.2068565e-08	-4.8911498e-06	-4.8920685e-06	0.00018781287
-0.02	0.98	0	0	0	1.0001529	0	0	0	1.0001044	0.98025215	-4.928839e-06	-6.1268525e-09	-5.0570735e-08	1.4914271e-08	-1.0440734e-10	-1.2510601e-08	-2.8692886e-08	-7.9835118e-09	2.4394125e-09	1.642168e-06	8.18931e-08	-4.9288371e-06	-4.9292688e-06	8.7567023e-05
-0.022	0.978	0	0	0	1.0001537	0	0	0	1.000103	0.97825102	-4.960958e-06	-6.1454302e-09	-5.1810115e-08	1.5167238e-08	-2.2888608e-10	-1.3003735e-08	-2.9739365e-08	-8.410891e-09	2.4410107e-09	1.6529153e-06	9.1785641e-08	-4.9609562e-06	-4.9609261e-06	-6.0821655e-06
-0.024	0.976	0	0	0	1.0001543	0	0	0	1.0001016	0.97624981	-4.9889101e-06	-6.1012934e-09	-5.2850103e-08	1.5403573e-08	-3.5540619e-10	-1.3462003e-08	-3.0670903e-08	-8.810148e-09	2.4338564e-09	1.6622772e-06	1.017368e-07	-4.9889084e-06	-4.9884584e-06	-9.020033e-05
-0.026	0.974	0	0	0	1.0001548	0	0	0	1.0001004	0.97424852	-5.0136519e-06	-6.0057646e-09	-5.3733568e-08	1.562944e-08	-4.830641e-10	-1.3894261e-08	-3.1512738e-08	-9.1893938e-09	2.4193402e-09	1.6705719e-06	1.1173947e-07	-5.0136503e-06	-5.0128258e-06	-0.0001644764
-0.028	0.972	0	0	0	1.0001551	0	0	0	1.0000992	0.97224718	-5.0358609e-06	-5.8678289e-09	-5.4492196e-08	1.5848972e-08	-6.1119805e-10	-1.430676e-08	-3.2283305e-08	-9.5542624e-09	2.3985618e-09	1.6780245e-06	1.2178811e-07	-5.0358594e-06	-5.0347037e-06	-0.00022955921
-0.03	0.97	0	0	0	1.0001553	0	0	0	1.000098	0.97024579	-5.0560319e-06	-5.6946812e-09	-5.5149922e-08	1.6065012e-08	-7.3931968e-10	-1.470403e-08	-3.2996379e-08	-9.9087678e-09	2.3723979e-09	1.6847996e-06	1.3187829e-07	-5.0560305e-06	-5.0545829e-06	-0.00028639772
-0.032	0.968	0	0	0	1.0001555	0	0	0	1.0000969	0.96824435	-5.0745353e-06	-5.4921267e-09	-5.5725175e-08	1.6279565e-08	-8.6706596e-10	-1.508944e-08	-3.3662468e-08	-1.0255842e-08	2.3415554e-09	1.6910203e-06	1.4200644e-07	-5.074534e-06	-5.0728296e-06	-0.00033597653
