lambda	F11	F12	F13	F21	F22	F23	F31	F32	F33	J	P11	P12	P13	P21	P22	P23	P31	P32	P33	p	StrEn	t(1)	t(2)	d
0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	-0	0	inf	inf	inf
-0.002	0.998	0	0	0	1.0003129	0	0	0	1.0007679	0.99907888	-2.392249e-06	1.8951062e-07	7.9516954e-08	1.9232505e-07	3.5357202e-10	5.2444352e-08	8.5587944e-08	5.5804853e-08	3.8562636e-09	7.9601305e-07	2.4625714e-09	-2.3937655e-06	-2.3104359e-06	-0.036066601
-0.004	0.996	0	0	0	1.0005332	0	0	0	1.0015242	0.9980499	-4.3446339e-06	3.7479947e-07	1.5582389e-07	3.8134936e-07	2.108207e-10	1.0179251e-07	1.6837259e-07	1.0919255e-07	7.8400815e-09	1.4455276e-06	9.2417438e-09	-4.3475832e-06	-4.2731159e-06	-0.017426943
-0.006	0.994	0	0	0	1.0006269	0	0	0	1.0022642	0.9968751	-5.9301669e-06	5.3219535e-07	2.0544696e-07	5.4194372e-07	-8.1103902e-10	1.4362993e-07	2.2353618e-07	1.5601239e-07	1.1892019e-08	1.9730286e-06	1.9555035e-08	-5.9336535e-06	-5.818537e-06	-0.019784444
-0.008	0.992	0	0	0	1.000698	0	0	0	1.0027082	0.99538074	-6.9155574e-06	6.3270346e-07	1.0806199e-07	6.4389821e-07	-2.8172652e-09	1.6733305e-07	1.2813767e-07	1.8459785e-07	1.5156344e-08	2.3010728e-06	3.2515892e-08	-6.9171332e-06	-6.8018495e-06	-0.016948879
-0.01	0.99	0	0	0	1.0008639	0	0	0	1.0027241	0.99355442	-7.2986909e-06	6.8824224e-07	-5.2674888e-08	6.9996006e-07	-5.391404e-09	1.7309334e-07	-3.3818855e-08	1.9368186e-07	1.6622764e-08	2.4291532e-06	4.6762433e-08	-7.2982084e-06	-7.2646118e-06	-0.004624697
-0.012	0.988	0	0	0	1.0009923	0	0	0	1.0026875	0.99163831	-7.5074862e-06	7.2280568e-07	-1.7200025e-07	7.349137e-07	-8.0214125e-09	1.7445928e-07	-1.5497236e-07	1.9788295e-07	1.7488646e-08	2.4993397e-06	6.1574339e-08	-7.5067487e-06	-7.491403e-06	-0.0020484437
-0.014	0.986	0	0	0	1.0010823	0	0	0	1.0026556	0.98968841	-7.6453212e-06	7.4550592e-07	-2.6463206e-07	7.5797929e-07	-1.0516292e-08	1.7437127e-07	-2.4969704e-07	2.0037485e-07	1.8139467e-08	2.5458993e-06	7.6728045e-08	-7.6446576e-06	-7.6358669e-06	-0.001151239
-0.016	0.984	0	0	0	1.0011474	0	0	0	1.0026312	0.98772108	-7.7447653e-06	7.6103636e-07	-3.4038458e-07	7.738878e-07	-1.2846394e-08	1.7363278e-07	-3.2772692e-07	2.0201372e-07	1.8672068e-08	2.5796466e-06	9.2117807e-08	-7.7441973e-06	-7.7387316e-06	-0.00070627277
-0.018	0.982	0	0	0	1.0011965	0	0	0	1.0026125	0.98574352	-7.8208478e-06	7.7197469e-07	-4.0442689e-07	7.8522678e-07	-1.5028437e-08	1.7257315e-07	-3.9419276e-07	2.0316453e-07	1.9123065e-08	2.6055844e-06	1.0768297e-07	-7.8203601e-06	-7.8168615e-06	-0.0004475749
-0.02	0.98	0	0	0	1.001235	0	0	0	1.0025979	0.9837594	-7.881596e-06	7.7980383e-07	-4.5976966e-07	7.9348008e-07	-1.708553e-08	1.7135004e-07	-4.5208023e-07	2.0401331e-07	1.9511559e-08	2.62639e-06	1.2338525e-07	-7.8811719e-06	-7.8789663e-06	-0.00027993942
-0.022	0.978	0	0	0	1.001266	0	0	0	1.0025864	0.98177084	-7.9316988e-06	7.8542459e-07	-5.0833194e-07	7.99547e-07	-1.9037918e-08	1.7004566e-07	-5.0328953e-07	2.0466453e-07	1.9849629e-08	2.643629e-06	1.3919884e-07	-7.931325e-06	-7.9300432e-06	-0.00016163615
