u1	f1	u2	f2	u3	f3
18.5385	155.3627	18.5385	105.6020	18.5385	138.6684
18.5786	156.0661	18.5786	105.3336	18.5786	138.0340
18.6186	156.2660	18.6186	105.0993	18.6186	137.6338
18.6587	157.1335	18.6587	105.0668	18.6587	137.2664
18.6987	157.9007	18.6987	104.3996	18.6987	137.1002
18.7387	158.2330	18.7387	103.9675	18.7387	136.5996
18.7788	158.8028	18.7788	104.2062	18.7788	135.8970
18.8188	159.7000	18.8188	104.2652	18.8188	135.8653
18.8589	160.2385	18.8589	104.5000	18.8589	134.9652
18.8989	160.7709	18.8989	104.1585	18.8989	134.7676
18.9389	161.2679	18.9389	104.2370	18.9389	134.1585
18.9790	161.8683	18.9790	103.9954	18.9790	133.5274
19.0190	162.4685	19.0190	103.7313	19.0190	133.2000
19.0591	162.7374	19.0591	104.1382	19.0591	132.3264
19.0991	163.5000	19.0991	104.3000	19.0991	132.1854
19.1391	163.8691	19.1391	104.3693	19.1391	131.5621
19.1792	164.3386	19.1792	103.6308	19.1792	130.9860
19.2192	164.9467	19.2192	103.7699	19.2192	129.6924
19.2593	165.3000	19.2593	104.2698	19.2593	129.5612
19.2993	165.2301	19.2993	104.5396	19.2993	129.0912
19.3393	166.2488	19.3393	104.8000	19.3393	128.2208
19.3794	166.4299	19.3794	104.5586	19.3794	127.8700
19.4194	166.6525	19.4194	104.8836	19.4194	127.4490
19.4595	167.4707	19.4595	104.8291	19.4595	126.2945
19.4995	168.1545	19.4995	104.6000	19.4995	125.4882
19.5395	168.1711	19.5395	105.4860	19.5395	125.0168
19.5796	169.0278	19.5796	106.2868	19.5796	124.6570
19.6196	170.2290	19.6196	106.1847	19.6196	124.1000
19.6597	169.9132	19.6597	106.1000	19.6597	123.4002
19.6997	170.5471	19.6997	105.6554	19.6997	122.2852
19.7397	171.3884	19.7397	106.2000	19.7397	121.6122
19.7798	171.8892	19.7798	106.8166	19.7798	121.0400
19.8198	172.7175	19.8198	107.2448	19.8198	120.3834
19.8599	173.5903	19.8599	107.7455	19.8599	119.5552
19.8999	173.9455	19.8999	108.1729	19.8999	119.0370
19.9399	174.3731	19.9399	108.7920	19.9399	118.6088
19.9800	175.2564	19.9800	109.1943	19.9800	117.4160
20.0200	176.1467	20.0200	109.3783	20.0200	116.9928
20.0601	176.5211	20.0601	109.5482	20.0601	116.3305
20.1001	177.6695	20.1001	110.7709	20.1001	114.9364
20.1401	178.9705	20.1401	111.0256	20.1401	114.2738
20.1802	178.9514	20.1802	110.7747	20.1802	114.1780
20.2202	179.3980	20.2202	111.2472	20.2202	113.3770
20.2603	179.9000	20.2603	112.0500	20.2603	112.4038
20.3003	181.0247	20.3003	112.5007	20.3003	111.4762
20.3403	181.8749	20.3403	112.9756	20.3403	110.6756
20.3804	182.3506	20.3804	114.0520	20.3804	110.2250
20.4204	182.6775	20.4204	114.3262	20.4204	109.3240
20.4605	183.4514	20.4605	114.3244	20.4605	108.6738
20.5005	183.6246	20.5005	114.8278	20.5005	108.1488
20.5405	184.3559	20.5405	115.3523	20.5405	107.2210
20.5806	184.6237	20.5806	115.9064	20.5806	105.9960
20.6206	184.7523	20.6206	117.1375	20.6206	105.3190
20.6607	185.0534	20.6607	117.0771	20.6607	104.6000
20.7007	185.6076	20.7007	118.3461	20.7007	104.1458
20.7407	185.9542	20.7407	118.9548	20.7407	102.8385
20.7808	186.1227	20.7808	119.7662	20.7808	102.3690
20.8208	186.2550	20.8208	119.8000	20.8208	101.7772
20.8609	186.4554	20.8609	121.0663	20.8609	101.3678
20.9009	186.8895	20.9009	122.0890	20.9009	100.5337
20.9409	187.1219	20.9409	122.7136	20.9409	100.2778
20.9810	187.0782	20.9810	123.4699	20.9810	99.8440
21.0210	187.1215	21.0210	124.2926	21.0210	99.4218
21.0611	186.7213	21.0611	124.6572	21.0611	99.1648
21.1011	187.3141	21.1011	125.7920	21.1011	98.7000
21.1411	186.9428	21.1411	126.6373	21.1411	98.7212
21.1812	186.9000	21.1812	126.8609	21.1812	98.5000
21.2212	187.4795	21.2212	127.2180	21.2212	98.6584
21.2613	186.9812	21.2613	128.4601	21.2613	98.1236
21.3013	187.2397	21.3013	129.0409	21.3013	97.7000
21.3413	187.1800	21.3413	129.7403	21.3413	98.0803
21.3814	186.6000	21.3814	130.2418	21.3814	97.6398
21.4214	186.7805	21.4214	130.5233	21.4214	97.7198
21.4615	186.8807	21.4615	131.7489	21.4615	98.1412
21.5015	186.7618	21.5015	132.7236	21.5015	98.8244
21.5415	186.8000	21.5415	132.8620	21.5415	99.0618
21.5816	186.4374	21.5816	133.8061	21.5816	99.6810
21.6216	186.1185	21.6216	134.9636	21.6216	99.9000
21.6617	185.9632	21.6617	135.8451	21.6617	100.4256
21.7017	186.1819	21.7017	136.4636	21.7017	100.5632
21.7417	186.4366	21.7417	136.6176	21.7417	102.0727
21.7818	186.4000	21.7818	137.5790	21.7818	102.3640
21.8218	186.2297	21.8218	138.4975	21.8218	103.1305
21.8619	186.6654	21.8619	139.5957	21.8619	103.7300
21.9019	186.3000	21.9019	140.7994	21.9019	105.0435
21.9419	186.5000	21.9419	141.0505	21.9419	106.0329
21.9820	186.6833	21.9820	141.8511	21.9820	107.4648
22.0220	186.0330	22.0220	143.5507	22.0220	108.5499
22.0621	185.6837	22.0621	144.5361	22.0621	109.1337
22.1021	185.5161	22.1021	145.8059	22.1021	110.1508
22.1421	185.4160	22.1421	145.8318	22.1421	111.5543
22.1822	185.2628	22.1822	146.8053	22.1822	112.5361
22.2222	184.8636	22.2222	147.7697	22.2222	113.7369
22.2623	185.4211	22.2623	147.9851	22.2623	114.6377
22.3023	185.2607	22.3023	148.8244	22.3023	115.6538
22.3423	184.7298	22.3423	149.9550	22.3423	116.7785
22.3824	185.1000	22.3824	151.2708	22.3824	118.2101
22.4224	184.9435	22.4224	152.2155	22.4224	118.9261
22.4625	184.9000	22.4625	153.2427	22.4625	119.9434
22.5025	184.7282	22.5025	154.0716	22.5025	121.2855
22.5425	184.9000	22.5425	155.3056	22.5425	122.2433
22.5826	184.7137	22.5826	156.5203	22.5826	123.4051
22.6226	184.2405	22.6226	157.9324	22.6226	124.8203
22.6627	184.4000	22.6627	158.5465	22.6627	125.7324
22.7027	184.0654	22.7027	160.2980	22.7027	126.5599
22.7427	183.8266	22.7427	161.6001	22.7427	127.9725
22.7828	184.0746	22.7828	163.4982	22.7828	129.1961
22.8228	183.5375	22.8228	164.9245	22.8228	130.4617
22.8629	183.7754	22.8629	167.1806	22.8629	131.3245
22.9029	183.9363	22.9029	168.4299	22.9029	132.6762
22.9429	183.6597	22.9429	170.2808	22.9429	134.0660
22.9830	183.9416	22.9830	172.4586	22.9830	135.5281
23.0230	183.7239	23.0230	174.9218	23.0230	136.8411
23.0631	183.8000	23.0631	177.0803	23.0631	138.1109
23.1031	184.0000	23.1031	178.3444	23.1031	139.5456
23.1431	184.4891	23.1431	180.0952	23.1431	141.2882
23.1832	184.7111	23.1832	182.3766	23.1832	142.8671
23.2232	184.7000	23.2232	183.9193	23.2232	144.1277
23.2633	184.9589	23.2633	185.9864	23.2633	146.1683
23.3033	186.0395	23.3033	188.1575	23.3033	148.0174
23.3433	186.3897	23.3433	190.5666	23.3433	150.2880
23.3834	187.0593	23.3834	193.0608	23.3834	152.4047
23.4234	187.8905	23.4234	194.7333	23.4234	154.0826
23.4635	188.3629	23.4635	197.3781	23.4635	155.7425
23.5035	189.7523	23.5035	198.7128	23.5035	157.4968
23.5435	190.0187	23.5435	200.9813	23.5435	159.7082
23.5836	191.1219	23.5836	202.8122	23.5836	161.0461
23.6236	192.0830	23.6236	204.5146	23.6236	163.3034
23.6637	193.0913	23.6637	206.9818	23.6637	165.5970
23.7037	194.2434	23.7037	209.2232	23.7037	168.0891
23.7437	195.0606	23.7437	211.6127	23.7437	170.3078
23.7838	195.9539	23.7838	213.8272	23.7838	172.8968
23.8238	196.8551	23.8238	216.0221	23.8238	175.6911
23.8639	198.2636	23.8639	218.6037	23.8639	178.7862
23.9039	199.2788	23.9039	220.8210	23.9039	181.3893
23.9439	200.4450	23.9439	223.4163	23.9439	184.1851
23.9840	201.7571	23.9840	226.2180	23.9840	186.8232
24.0240	203.2232	24.0240	228.1328	24.0240	189.6117
24.0641	204.4686	24.0641	230.6175	24.0641	192.6013
24.1041	205.7514	24.1041	232.0691	24.1041	195.1235
24.1441	207.2619	24.1441	233.4780	24.1441	198.0197
24.1842	208.4447	24.1842	235.5261	24.1842	200.8229
24.2242	210.7398	24.2242	237.5501	24.2242	203.6365
24.2643	212.2578	24.2643	239.4412	24.2643	206.3108
24.3043	213.1797	24.3043	241.6439	24.3043	209.2247
24.3443	214.3707	24.3443	243.3642	24.3443	212.0342
24.3844	216.6252	24.3844	244.5715	24.3844	215.0284
24.4244	218.6508	24.4244	246.5545	24.4244	217.7427
24.4645	220.5572	24.4645	247.5844	24.4645	220.2451
24.5045	221.9715	24.5045	248.2890	24.5045	222.8475
24.5445	223.4729	24.5445	248.7960	24.5445	225.9374
24.5846	225.1632	24.5846	249.2962	24.5846	228.7443
24.6246	226.9644	24.6246	248.2154	24.6246	231.2547
24.6647	228.4549	24.6647	248.3885	24.6647	234.3536
24.7047	230.4754	24.7047	249.1000	24.7047	237.2567
24.7447	231.7713	24.7447	249.6792	24.7447	240.4460
24.7848	234.0621	24.7848	250.4909	24.7848	243.2554
24.8248	235.8777	24.8248	251.1896	24.8248	245.9726
24.8649	237.2886	24.8649	251.8906	24.8649	248.6614
24.9049	239.1793	24.9049	252.5935	24.9049	251.3668
24.9449	240.5831	24.9449	253.5956	24.9449	253.8783
24.9850	242.4784	24.9850	253.8026	24.9850	256.6793
25.0250	243.7912	25.0250	253.4016	25.0250	259.0808
25.0651	245.0898	25.0651	253.1014	25.0651	261.0843
25.1051	245.9957	25.1051	252.3034	25.1051	262.5931
25.1451	247.3948	25.1451	252.8986	25.1451	264.4953
25.1852	248.3987	25.1852	252.4062	25.1852	265.6932
25.2252	249.6958	25.2252	252.1006	25.2252	266.8954
25.2653	250.7962	25.2653	251.0991	25.2653	267.4971
25.3053	251.9972	25.3053	249.9000	25.3053	268.7978
25.3453	253.1003	25.3453	249.4998	25.3453	268.6007
25.3854	253.5020	25.3854	248.3991	25.3854	268.9000
25.4254	254.5001	25.4254	247.2963	25.4254	269.0002
25.4655	255.2005	25.4655	246.2932	25.4655	268.5945
25.5055	255.3037	25.5055	245.0947	25.5055	267.7011
25.5455	255.9011	25.5455	244.3000	25.5455	267.5934
25.5856	256.0973	25.5856	243.4000	25.5856	266.3938
25.6256	255.8985	25.6256	242.4846	25.6256	265.5948
25.6657	255.9983	25.6657	241.0919	25.6657	265.1885
25.7057	255.4884	25.7057	240.1854	25.7057	264.2935
25.7457	254.4066	25.7457	238.8874	25.7457	263.5817
25.7858	254.5982	25.7858	237.8891	25.7858	261.9899
25.8258	254.1924	25.8258	236.4927	25.8258	260.9866
25.8659	253.5864	25.8659	235.3790	25.8659	260.0854
25.9059	252.4878	25.9059	234.0700	25.9059	258.8842
25.9459	251.8868	25.9459	233.0789	25.9459	257.8802
25.9860	251.1933	25.9860	231.7838	25.9860	256.5824
26.0260	250.6859	26.0260	230.7793	26.0260	255.7742
26.0661	249.8903	26.0661	229.5835	26.0661	254.0725
26.1061	248.8843	26.1061	228.3653	26.1061	252.8669
26.1461	247.7793	26.1461	227.2000	26.1461	251.6785
26.1862	246.8827	26.1862	226.2745	26.1862	250.5718
26.2262	245.3773	26.2262	224.7556	26.2262	249.0660
26.2663	244.3000	26.2663	223.4694	26.2663	247.8804
26.3063	243.4000	26.3063	222.3807	26.3063	246.9722
26.3463	243.4846	26.3463	221.7698	26.3463	246.0662
26.3864	242.8613	26.3864	220.3541	26.3864	244.5849
26.4264	241.5545	26.4264	219.1646	26.4264	243.6791
26.4665	240.2057	26.4665	218.1944	26.4665	242.8457
26.5065	240.0763	26.5065	217.5472	26.5065	241.3606
26.5465	239.1632	26.5465	215.9543	26.5465	240.1883
26.5866	237.7472	26.5866	214.9799	26.5866	239.3740
26.6266	236.6739	26.6266	214.5547	26.6266	238.7751
26.6667	236.6798	26.6667	213.4667	26.6667	237.5550
26.7067	235.5861	26.7067	212.4560	26.7067	236.2733
26.7467	236.0000	26.7467	211.7550	26.7467	235.4853
26.7868	235.8220	26.7868	210.4709	26.7868	234.6400
26.8268	236.1623	26.8268	209.2701	26.8268	233.1638
26.8669	235.6845	26.8669	208.4919	26.8669	232.1626
26.9069	235.6000	26.9069	207.8254	26.9069	231.5542
26.9469	235.6919	26.9469	206.8598	26.9469	230.5765
26.9870	234.9750	26.9870	205.8752	26.9870	229.8679
27.0270	233.8759	27.0270	205.2643	27.0270	228.7835
27.0671	234.0834	27.0671	204.8545	27.0671	227.9409
27.1071	233.7089	27.1071	204.0735	27.1071	226.8914
27.1471	233.7366	27.1471	203.0637	27.1471	226.2116
27.1872	234.1093	27.1872	202.8000	27.1872	225.1910
27.2272	233.9728	27.2272	202.1407	27.2272	224.2128
27.2673	233.6708	27.2673	201.6903	27.2673	223.0623
27.3073	233.5506	27.3073	200.4407	27.3073	221.9904
27.3473	232.9899	27.3473	199.6895	27.3473	221.2506
27.3874	232.2793	27.3874	198.9573	27.3874	219.9789
27.4274	232.0316	27.4274	198.5685	27.4274	219.5145
27.4675	232.0893	27.4675	197.7679	27.4675	218.0478
27.5075	231.7344	27.5075	196.9660	27.5075	216.9362
27.5475	230.9223	27.5475	196.3541	27.5475	215.1458
27.5876	230.5546	27.5876	195.6550	27.5876	214.3117
27.6276	229.9656	27.6276	195.5655	27.6276	213.3326
27.6677	229.4550	27.6677	194.4275	27.6677	212.1655
27.7077	229.2655	27.7077	193.3632	27.7077	211.6418
27.7477	228.3514	27.7477	192.8880	27.7477	210.3526
27.7878	227.4260	27.7878	192.0877	27.7878	209.5518
27.8278	226.9376	27.8278	192.1000	27.8278	207.7893
27.8679	226.7877	27.8679	191.3346	27.8679	206.3485
27.9079	226.6129	27.9079	190.6333	27.9079	205.5562
27.9479	226.8657	27.9479	189.8131	27.9479	204.0358
27.9880	227.5267	27.9880	189.8412	27.9880	202.8214
28.0280	228.2813	28.0280	190.4278	28.0280	201.7176
28.0681	229.2687	28.0681	190.3000	28.0681	200.8328
28.1081	229.8000	28.1081	190.1000	28.1081	199.9864
28.1481	230.3273	28.1481	189.8000	28.1481	198.8754
28.1882	231.5557	28.1882	190.2000	28.1882	197.6140
28.2282	231.8000	28.2282	190.2856	28.2282	197.6573
28.2683	232.3027	28.2683	189.9853	28.2683	197.2278
28.3083	233.3581	28.3083	190.1000	28.3083	196.3589
28.3483	233.7151	28.3483	189.9691	28.3483	196.5149
28.3884	234.1307	28.3884	189.6060	28.3884	196.4691
28.4284	234.3777	28.4284	188.7845	28.4284	197.0152
28.4685	234.9157	28.4685	189.0484	28.4685	197.5552
28.5085	235.6957	28.5085	189.1837	28.5085	199.5252
28.5485	236.3161	28.5485	188.6679	28.5485	200.7426
28.5886	236.8654	28.5886	188.7490	28.5886	202.1802
28.6286	237.6324	28.6286	189.3678	28.6286	203.6122
28.6687	239.0842	28.6687	190.7024	28.6687	205.7847
28.7087	240.8186	28.7087	191.7011	28.7087	206.8665
28.7487	242.2706	28.7487	192.5685	28.7487	208.7348
28.7888	244.0381	28.7888	193.4775	28.7888	210.6534
28.8288	245.7398	28.8288	194.8786	28.8288	212.3897
28.8689	247.5775	28.8689	196.6765	28.8689	214.4221
28.9089	249.4964	28.9089	198.5614	28.9089	216.5588
28.9489	251.6270	28.9489	199.8113	28.9489	217.8714
28.9890	253.1468	28.9890	202.0679	28.9890	219.1805
29.0290	254.3669	29.0290	203.9107	29.0290	221.2912
29.0691	256.2238	29.0691	205.9681	29.0691	222.6845
29.1091	258.1084	29.1091	208.4741	29.1091	224.2125
29.1491	259.6957	29.1491	211.0140	29.1491	225.6137
29.1892	260.7161	29.1892	213.0540	29.1892	227.1556
29.2292	262.2955	29.2292	214.6394	29.2292	228.5347
29.2693	264.1580	29.2693	217.2619	29.2693	230.2150
29.3093	265.4997	29.3093	219.8786	29.3093	231.2393
29.3493	266.4209	29.3493	221.7403	29.3493	231.8389
29.3894	267.5405	29.3894	223.9442	29.3894	233.1203
29.4294	268.6002	29.4294	226.1249	29.4294	234.3012
29.4695	269.6018	29.4695	228.2652	29.4695	235.6067
29.5095	270.6419	29.5095	230.0710	29.5095	238.0065
29.5495	271.5631	29.5495	232.5327	29.5495	239.9085
29.5896	272.3062	29.5896	234.7958	29.5896	241.8481
29.6296	272.7846	29.6296	237.0839	29.6296	243.5709
29.6697	273.7870	29.6697	239.7958	29.6697	245.7145
29.7097	274.4310	29.7097	242.0012	29.7097	247.2949
29.7497	275.3114	29.7497	244.3030	29.7497	249.6855
29.7898	275.0000	29.7898	245.9490	29.7898	251.2902
29.8298	275.4030	29.8298	248.0055	29.8298	251.8445
29.8699	276.3683	29.8699	250.6870	29.8699	252.8347
29.9099	277.0918	29.9099	252.7868	29.9099	254.4366
29.9499	277.3695	29.9499	253.9578	29.9499	255.2600
29.9900	278.1168	29.9900	255.5628	29.9900	256.9075
30.0300	279.5406	30.0300	257.4593	30.0300	258.5395
30.0701	280.7465	30.0701	258.7189	30.0701	260.2173
30.1101	281.2179	30.1101	260.1939	30.1101	261.4838
30.1502	282.4174	30.1502	261.4954	30.1502	263.2193
30.1902	283.8731	30.1902	263.0218	30.1902	264.5165
30.2302	284.7737	30.2302	264.9996	30.2302	265.9463
30.2703	284.8990	30.2703	266.4002	30.2703	267.7745
30.3103	285.8497	30.3103	268.2766	30.3103	269.8219
30.3504	286.8509	30.3504	269.5533	30.3504	271.8988
30.3904	287.7761	30.3904	270.6545	30.3904	273.7022
30.4304	288.8533	30.4304	271.8808	30.4304	275.4773
30.4705	289.9803	30.4705	273.5513	30.4705	276.7036
30.5105	291.7550	30.5105	274.4559	30.5105	278.4309
30.5506	292.9561	30.5506	276.1124	30.5506	279.9039
30.5906	294.5635	30.5906	277.6838	30.5906	281.0345
30.6306	296.1859	30.6306	279.1323	30.6306	282.3525
30.6707	297.5331	30.6707	279.9072	30.6707	283.1116
30.7107	298.0341	30.7107	280.5547	30.7107	285.2465
30.7508	298.7000	30.7508	281.4468	30.7508	286.6810
30.7908	299.3641	30.7908	282.8908	30.7908	287.7623
30.8308	300.3823	30.8308	283.9957	30.8308	289.6726
30.8709	301.0209	30.8709	284.9689	30.8709	291.4828
30.9109	301.8280	30.9109	286.1693	30.9109	292.3971
30.9510	302.6971	30.9510	287.1561	30.9510	293.9786
30.9910	303.2284	30.9910	287.7725	30.9910	295.4403
31.0310	303.3421	31.0310	289.3896	31.0310	296.8840
31.0711	304.0575	31.0711	290.5433	31.0711	299.1185
31.1111	304.3737	31.1111	291.5169	31.1111	300.7146
31.1512	305.2041	31.1512	291.9584	31.1512	301.4731
31.1912	306.2876	31.1912	292.5488	31.1912	302.2000
31.2312	307.2069	31.2312	293.4884	31.2312	303.1341
31.2713	308.0190	31.2713	294.0186	31.2713	304.4357
31.3113	309.2062	31.3113	294.8500	31.3113	305.6000
31.3514	310.3500	31.3514	295.4834	31.3514	306.5299
31.3914	311.5822	31.3914	295.4697	31.3914	306.9906
31.4314	313.2445	31.4314	295.6384	31.4314	307.2908
31.4715	314.4612	31.4715	295.6623	31.4715	307.0477
31.5115	315.3167	31.5115	295.9746	31.5115	306.4065
31.5516	315.9754	31.5516	294.8058	31.5516	305.9449
31.5916	314.9000	31.5916	294.2750	31.5916	304.1583
31.6316	314.8369	31.6316	293.1680	31.6316	301.9249
31.6717	314.5632	31.6717	292.5035	31.6717	299.3526
31.7117	315.4639	31.7117	291.5770	31.7117	297.5467
31.7518	315.9000	31.7518	290.5076	31.7518	295.6540
31.7918	315.9034	31.7918	289.1707	31.7918	292.6550
31.8318	316.0648	31.8318	287.9688	31.8318	290.0838
31.8719	316.0000	31.8719	287.2694	31.8719	287.5105
31.9119	315.5682	31.9119	286.4686	31.9119	285.1754
31.9520	314.4347	31.9520	285.6644	31.9520	283.7686
31.9920	314.3665	31.9920	283.7961	31.9920	282.5980
32.0320	312.5322	32.0320	283.0676	32.0320	280.3624
32.0721	310.9974	32.0721	282.9980	32.0721	278.5323
32.1121	310.1981	32.1121	282.7000	32.1121	276.8307
32.1522	309.5975	32.1522	282.3691	32.1522	275.3626
32.1922	308.6907	32.1922	282.2000	32.1922	274.1604
32.2322	307.6654	32.2322	282.2034	32.2322	272.5889
32.2723	306.9654	32.2723	282.8297	32.2723	271.2554
32.3123	306.2602	32.3123	282.5000	32.3123	269.3801
32.3524	305.5648	32.3524	282.4701	32.3524	267.8908
32.3924	305.3415	32.3924	283.2000	32.3924	266.7844
32.4324	305.4299	32.4324	283.6000	32.4324	264.5884
32.4725	304.6532	32.4725	283.8447	32.4725	263.6218
32.5125	303.8561	32.5125	284.4924	32.5125	262.5504
32.5526	303.0277	32.5526	284.2082	32.5526	261.3848
32.5926	302.7198	32.5926	284.8368	32.5926	260.7639
32.6326	302.4903	32.6326	285.2848	32.6326	260.3897
32.6727	302.1265	32.6727	286.0737	32.6727	259.9370
32.7127	302.9957	32.7127	286.5744	32.7127	260.4000
32.7528	303.7743	32.7528	286.6751	32.7528	259.7157
32.7928	304.2000	32.7928	287.4644	32.7928	259.0376
32.8328	304.6503	32.8328	288.6873	32.8328	258.8378
32.8729	305.0511	32.8729	290.1143	32.8729	258.6876
32.9129	305.9622	32.9129	292.2069	32.9129	258.5117
32.9530	306.3145	32.9530	293.6471	32.9530	258.7000
32.9930	307.2918	32.9930	295.3913	32.9930	258.6381
33.0330	307.7771	33.0330	296.9847	33.0330	259.2913
33.0731	308.7857	33.0731	299.1483	33.0731	260.5077
33.1131	310.8539	33.1131	301.8469	33.1131	261.7547
33.1532	312.5175	33.1532	303.8735	33.1532	262.8109
33.1932	313.8937	33.1932	306.0712	33.1932	264.9907
33.2332	314.6000	33.2332	308.1596	33.2332	267.4320
33.2733	315.1988	33.2733	310.7820	33.2733	269.0997
33.3133	316.5199	33.3133	312.9606	33.3133	271.1222
33.3534	317.3607	33.3534	314.7440	33.3534	273.2582
33.3934	317.9826	33.3934	316.5446	33.3934	276.1812
33.4334	319.5406	33.4334	317.9687	33.4334	279.5071
33.4735	321.0669	33.4735	319.0813	33.4735	281.9261
33.5135	322.2868	33.5135	319.9270	33.5135	284.6914
33.5536	324.2117	33.5536	320.2000	33.5536	287.8948
33.5936	326.0470	33.5936	320.4924	33.5936	290.9160
33.6336	327.2494	33.6336	322.2147	33.6336	293.8016
33.6737	328.9177	33.6737	324.2500	33.6737	296.4221
33.7137	330.4318	33.7137	325.7951	33.7137	299.0251
33.7538	332.1167	33.7538	327.2129	33.7538	302.0443
33.7938	334.6966	33.7938	328.0422	33.7938	304.9074
33.8338	336.7109	33.8338	330.0149	33.8338	307.0804
33.8739	338.6994	33.8739	331.4612	33.8739	309.2521
33.9139	340.8157	33.9139	334.0036	33.9139	312.1612
33.9540	343.5612	33.9540	335.4762	33.9540	315.0072
33.9940	346.5542	33.9940	337.3193	33.9940	316.9738
34.0340	349.8229	34.0340	339.4277	34.0340	319.2193
34.0741	351.9662	34.0741	341.6301	34.0741	321.5063
34.1141	354.6156	34.1141	343.7826	34.1141	324.1114
34.1542	357.3393	34.1542	345.9729	34.1542	326.7703
34.1942	360.5732	34.1942	348.1477	34.1942	329.5611
34.2342	363.3729	34.2342	349.9497	34.2342	332.7526
34.2743	366.4716	34.2743	351.8574	34.2743	336.2116
34.3143	369.6296	34.3143	354.2282	34.3143	338.2914
34.3544	373.0184	34.3544	356.6013	34.3544	341.3731
34.3944	376.2621	34.3944	358.4120	34.3944	345.1162
34.4344	380.5659	34.4344	361.4640	34.4344	348.5239
34.4745	384.6986	34.4745	363.6968	34.4745	351.7821
34.5145	389.4574	34.5145	366.4347	34.5145	356.0332
34.5546	394.1697	34.5546	369.2589	34.5546	360.8202
34.5946	398.1739	34.5946	371.5090	34.5946	365.3849
34.6346	401.8918	34.6346	374.0042	34.6346	370.0181
34.6747	406.3291	34.6747	376.9548	34.6747	375.1619
34.7147	410.2830	34.7147	379.6685	34.7147	380.1669
34.7548	414.5020	34.7548	382.1731	34.7548	385.3656
34.7948	418.6423	34.7948	383.9673	34.7948	390.3886
34.8348	422.7942	34.8348	386.4798	34.8348	394.0510
34.8749	426.9082	34.8749	389.1745	34.8749	398.3980
34.9149	431.0994	34.9149	391.7182	34.9149	403.1442
34.9550	435.8154	34.9550	394.7250	34.9550	407.5012
34.9950	439.9029	34.9950	397.6804	34.9950	412.4058
35.0350	445.1116	35.0350	400.9326	35.0350	416.5251
